nps_id,customer_id,channel_id,score,comment,responded_at,responded_at_int
13000001375,1003,1,9,No Comment,2025-10-08 20:33:14,202510082033
13000001376,457,2,5,Todo perfecto,2025-05-26 19:47:36,202505261947
13000001377,746,1,9,Podría mejorar el empaque,2024-03-03 14:26:09,202403031426
13000001378,150,2,9,Volvería a comprar,2024-06-17 06:57:15,202406170657
13000001379,1313,1,8,Volvería a comprar,2024-05-13 11:11:19,202405131111
13000001380,1087,2,10,Muy conforme con la calidad,2024-06-28 20:07:39,202406282007
13000001381,835,1,9,Todo perfecto,2025-05-22 16:05:42,202505221605
13000001382,1149,2,3,No Comment,2025-02-02 18:29:42,202502021829
13000001383,587,2,9,Entrega rápida y producto excelente,2024-05-16 16:02:53,202405161602
13000001384,257,1,7,Todo perfecto,2025-02-18 06:49:53,202502180649
13000001385,1127,1,0,Atención muy buena,2024-11-28 06:41:11,202411280641
13000001386,1332,1,8,Entrega rápida y producto excelente,2025-08-02 20:13:41,202508022013
13000001387,961,1,0,Podría mejorar el empaque,2025-10-12 20:26:52,202510122026
13000001388,85,2,9,No Comment,2025-02-06 09:04:12,202502060904
13000001389,461,2,8,Atención muy buena,2025-09-20 20:46:00,202509202046
13000001390,302,2,4,Volvería a comprar,2024-04-24 19:51:09,202404241951
13000001391,1239,1,9,No Comment,2025-06-10 12:07:35,202506101207
13000001392,633,2,10,No Comment,2025-05-15 21:35:10,202505152135
13000001393,1475,2,9,Muy conforme con la calidad,2024-09-02 08:46:20,202409020846
13000001394,1377,1,9,No Comment,2025-08-15 12:09:38,202508151209
13000001395,719,1,3,Entrega rápida y producto excelente,2024-06-04 17:21:27,202406041721
13000001396,390,1,7,Muy conforme con la calidad,2024-12-12 04:42:27,202412120442
13000001397,541,1,3,Podría mejorar el empaque,2025-07-31 20:13:59,202507312013
13000001398,1181,1,7,Atención muy buena,2024-08-02 10:11:56,202408021011
13000001399,1022,1,7,Atención muy buena,2025-01-25 19:16:04,202501251916
13000001400,485,1,7,No Comment,2024-12-18 05:47:17,202412180547
13000001401,1011,1,7,Tardó un poco más de lo esperado,2024-02-12 03:50:49,202402120350
13000001402,771,1,6,Atención muy buena,2024-12-27 01:27:11,202412270127
13000001403,478,2,0,Entrega rápida y producto excelente,2025-09-12 23:09:24,202509122309
13000001404,529,2,5,Volvería a comprar,2024-07-09 10:47:37,202407091047
13000001405,73,1,10,Muy conforme con la calidad,2024-04-29 11:09:57,202404291109
13000001406,615,1,5,Atención muy buena,2025-09-15 09:03:20,202509150903
13000001407,1048,2,5,No Comment,2025-04-22 23:37:30,202504222337
13000001408,1292,1,3,Atención muy buena,2024-05-17 05:18:10,202405170518
13000001409,1429,1,10,Tardó un poco más de lo esperado,2024-12-08 18:55:30,202412081855
13000001410,1353,1,9,No Comment,2024-11-01 03:43:32,202411010343
13000001411,1322,1,8,Atención muy buena,2025-02-18 15:01:09,202502181501
13000001412,325,1,7,Muy conforme con la calidad,2024-02-07 02:31:06,202402070231
13000001413,1004,1,7,No Comment,2025-03-15 14:11:47,202503151411
13000001414,509,2,9,Tardó un poco más de lo esperado,2025-07-02 23:12:58,202507022312
13000001415,1498,1,8,Entrega rápida y producto excelente,2024-11-03 03:48:44,202411030348
13000001416,166,2,4,Tardó un poco más de lo esperado,2025-02-28 16:00:00,202502281600
13000001417,971,2,8,Podría mejorar el empaque,2025-09-04 13:04:02,202509041304
13000001418,1301,2,8,No Comment,2025-07-05 07:41:03,202507050741
13000001419,573,2,9,Muy conforme con la calidad,2025-10-07 17:17:46,202510071717
13000001420,730,2,7,Muy conforme con la calidad,2024-08-03 06:25:42,202408030625
13000001421,650,2,9,Atención muy buena,2025-03-11 03:43:37,202503110343
13000001422,873,1,9,Muy conforme con la calidad,2024-10-07 09:17:43,202410070917
13000001423,658,2,9,Podría mejorar el empaque,2025-10-05 20:30:40,202510052030
13000001424,991,2,1,Tardó un poco más de lo esperado,2024-09-03 15:23:50,202409031523
13000001425,106,2,3,No Comment,2025-10-03 09:48:56,202510030948
13000001426,270,2,10,Tardó un poco más de lo esperado,2025-09-08 02:21:08,202509080221
13000001427,833,1,6,Muy conforme con la calidad,2025-03-16 12:00:17,202503161200
13000001428,604,1,6,Tardó un poco más de lo esperado,2024-08-23 13:50:08,202408231350
13000001429,1051,2,7,Tardó un poco más de lo esperado,2024-09-13 22:14:23,202409132214
13000001430,212,2,10,Tardó un poco más de lo esperado,2025-10-04 11:19:16,202510041119
13000001431,1149,1,8,Volvería a comprar,2024-02-16 09:51:16,202402160951
13000001432,456,2,8,Atención muy buena,2024-09-25 11:20:59,202409251120
13000001433,859,2,7,Todo perfecto,2025-04-26 11:57:07,202504261157
13000001434,728,2,5,Podría mejorar el empaque,2024-12-10 09:49:15,202412100949
13000001435,1062,1,9,Volvería a comprar,2024-07-14 16:00:14,202407141600
13000001436,995,1,7,Podría mejorar el empaque,2024-06-11 14:25:13,202406111425
13000001437,1173,1,8,Tardó un poco más de lo esperado,2025-05-04 12:02:13,202505041202
13000001438,1375,1,4,Tardó un poco más de lo esperado,2024-08-03 15:36:16,202408031536
13000001439,1073,2,3,Volvería a comprar,2024-06-03 04:46:39,202406030446
13000001440,767,1,7,Tardó un poco más de lo esperado,2025-09-30 01:03:53,202509300103
13000001441,969,2,8,Volvería a comprar,2025-04-06 20:07:32,202504062007
13000001442,466,2,10,Todo perfecto,2025-03-03 11:23:47,202503031123
13000001443,658,1,6,Atención muy buena,2025-03-07 20:21:33,202503072021
13000001444,503,2,1,Tardó un poco más de lo esperado,2024-10-23 09:48:01,202410230948
13000001445,810,2,0,Entrega rápida y producto excelente,2025-07-12 04:11:46,202507120411
13000001446,1161,2,7,Volvería a comprar,2024-04-27 08:43:48,202404270843
13000001447,373,2,7,Podría mejorar el empaque,2024-04-02 11:30:22,202404021130
13000001448,467,1,6,Entrega rápida y producto excelente,2024-04-02 17:16:19,202404021716
13000001449,165,1,8,Todo perfecto,2024-10-06 05:42:05,202410060542
13000001450,1212,2,7,Atención muy buena,2025-06-29 08:30:36,202506290830
13000001451,237,1,5,Entrega rápida y producto excelente,2025-03-01 03:13:21,202503010313
13000001452,447,2,10,Volvería a comprar,2024-08-25 17:48:00,202408251748
13000001453,272,1,3,Atención muy buena,2025-03-14 03:19:16,202503140319
13000001454,690,2,7,Podría mejorar el empaque,2025-01-09 10:48:54,202501091048
13000001455,254,1,7,Todo perfecto,2024-02-11 02:11:43,202402110211
13000001456,639,2,8,Muy conforme con la calidad,2024-08-20 02:13:50,202408200213
13000001457,1257,2,10,Entrega rápida y producto excelente,2024-11-14 09:19:16,202411140919
13000001458,1322,2,7,No Comment,2024-10-29 03:39:11,202410290339
13000001459,1418,2,9,Podría mejorar el empaque,2025-02-14 22:42:08,202502142242
13000001460,1163,1,5,Todo perfecto,2025-09-08 18:08:02,202509081808
13000001461,1237,1,7,Podría mejorar el empaque,2024-12-03 08:09:15,202412030809
13000001462,1313,1,10,Tardó un poco más de lo esperado,2024-11-24 23:28:11,202411242328
13000001463,558,2,7,Entrega rápida y producto excelente,2024-07-13 04:59:13,202407130459
13000001464,806,2,8,Tardó un poco más de lo esperado,2025-04-07 20:33:40,202504072033
13000001465,362,1,9,No Comment,2024-06-05 01:48:08,202406050148
13000001466,8,1,7,No Comment,2025-06-16 19:49:42,202506161949
13000001467,54,2,5,Podría mejorar el empaque,2024-11-22 23:26:31,202411222326
13000001468,554,2,3,Todo perfecto,2024-03-30 09:29:20,202403300929
13000001469,1409,1,9,Volvería a comprar,2025-03-14 14:45:27,202503141445
13000001470,259,2,6,Atención muy buena,2024-10-05 12:26:22,202410051226
13000001471,1397,1,9,Muy conforme con la calidad,2024-04-05 20:53:59,202404052053
13000001472,1378,2,10,Entrega rápida y producto excelente,2025-05-22 22:00:59,202505222200
13000001473,1170,2,8,Entrega rápida y producto excelente,2024-09-24 02:05:17,202409240205
13000001474,224,2,10,Podría mejorar el empaque,2025-08-29 12:13:48,202508291213
13000001475,1127,1,7,No Comment,2024-10-30 12:44:16,202410301244
13000001476,1321,2,9,Todo perfecto,2024-06-03 20:45:33,202406032045
13000001477,1371,2,6,Podría mejorar el empaque,2024-10-30 02:45:22,202410300245
13000001478,726,1,8,No Comment,2024-07-16 08:38:56,202407160838
13000001479,874,2,4,Entrega rápida y producto excelente,2024-12-05 03:16:10,202412050316
13000001480,370,2,5,Volvería a comprar,2024-11-19 21:08:52,202411192108
13000001481,712,1,9,Todo perfecto,2024-04-02 13:50:45,202404021350
13000001482,1315,2,9,Podría mejorar el empaque,2024-12-17 06:49:56,202412170649
13000001483,1494,2,6,Muy conforme con la calidad,2024-04-13 18:31:00,202404131831
13000001484,578,1,8,Muy conforme con la calidad,2024-04-30 06:29:45,202404300629
13000001485,380,2,8,No Comment,2025-07-21 03:49:23,202507210349
13000001486,969,1,7,Todo perfecto,2024-11-14 03:12:44,202411140312
13000001487,233,2,7,Muy conforme con la calidad,2024-07-23 18:23:46,202407231823
13000001488,1027,2,7,Tardó un poco más de lo esperado,2024-02-04 10:22:02,202402041022
13000001489,130,1,10,Muy conforme con la calidad,2025-07-04 01:26:27,202507040126
13000001490,688,1,10,Todo perfecto,2025-10-07 09:04:32,202510070904
13000001491,415,2,7,Entrega rápida y producto excelente,2024-10-29 03:34:43,202410290334
13000001492,691,2,1,Entrega rápida y producto excelente,2024-09-08 16:35:26,202409081635
13000001493,254,1,9,Muy conforme con la calidad,2024-05-18 13:02:00,202405181302
13000001494,966,1,10,Atención muy buena,2025-04-15 23:01:38,202504152301
13000001495,516,2,9,Tardó un poco más de lo esperado,2025-09-16 22:40:08,202509162240
13000001496,40,1,6,No Comment,2024-03-04 08:51:52,202403040851
13000001497,28,2,9,No Comment,2025-05-02 09:09:02,202505020909
13000001498,464,2,8,Atención muy buena,2024-02-12 13:21:39,202402121321
13000001499,1244,1,10,Podría mejorar el empaque,2024-10-28 07:21:21,202410280721
13000001500,904,2,10,No Comment,2025-04-08 02:57:04,202504080257
13000001501,371,1,8,Entrega rápida y producto excelente,2025-07-19 06:29:29,202507190629
13000001502,385,2,9,Atención muy buena,2024-12-14 15:30:06,202412141530
13000001503,655,1,7,Atención muy buena,2025-03-11 02:58:24,202503110258
13000001504,973,2,10,Atención muy buena,2024-09-09 04:42:04,202409090442
13000001505,159,1,3,Entrega rápida y producto excelente,2025-03-14 15:24:47,202503141524
13000001506,325,2,9,Atención muy buena,2024-02-19 15:33:25,202402191533
13000001507,908,1,7,Todo perfecto,2024-05-11 12:16:11,202405111216
13000001508,1022,1,10,Muy conforme con la calidad,2024-05-12 13:39:33,202405121339
13000001509,410,2,10,Tardó un poco más de lo esperado,2024-07-31 07:46:04,202407310746
13000001510,743,2,8,Todo perfecto,2024-06-23 18:56:10,202406231856
13000001511,937,1,8,Todo perfecto,2025-04-22 14:34:32,202504221434
13000001512,1301,1,10,Tardó un poco más de lo esperado,2025-03-21 21:06:34,202503212106
13000001513,1313,1,5,Volvería a comprar,2024-10-19 12:37:19,202410191237
13000001514,1245,2,10,Volvería a comprar,2025-06-10 06:43:38,202506100643
13000001515,519,1,10,Entrega rápida y producto excelente,2024-08-20 01:30:57,202408200130
13000001516,832,1,0,Atención muy buena,2025-02-13 21:40:10,202502132140
13000001517,37,1,2,Entrega rápida y producto excelente,2024-04-30 11:45:06,202404301145
13000001518,602,2,10,No Comment,2025-05-24 00:02:27,202505240002
13000001519,621,2,2,Entrega rápida y producto excelente,2024-12-26 00:18:23,202412260018
13000001520,369,2,8,Entrega rápida y producto excelente,2024-05-03 21:22:38,202405032122
13000001521,890,2,7,No Comment,2024-11-18 05:43:03,202411180543
13000001522,334,1,8,Tardó un poco más de lo esperado,2024-09-17 05:08:57,202409170508
13000001523,347,1,8,Podría mejorar el empaque,2024-12-16 13:14:04,202412161314
13000001524,1138,1,10,Tardó un poco más de lo esperado,2024-05-13 04:55:15,202405130455
13000001525,1271,1,8,Todo perfecto,2024-05-14 06:59:36,202405140659
13000001526,509,1,4,Volvería a comprar,2025-09-16 15:55:24,202509161555
13000001527,1409,1,7,Entrega rápida y producto excelente,2024-02-17 05:09:03,202402170509
13000001528,875,2,6,Todo perfecto,2024-04-10 16:13:44,202404101613
13000001529,867,2,8,Atención muy buena,2025-01-30 15:40:38,202501301540
13000001530,111,1,5,Todo perfecto,2024-11-24 06:27:05,202411240627
13000001531,1486,1,8,Muy conforme con la calidad,2025-03-26 19:39:50,202503261939
13000001532,1084,2,10,Atención muy buena,2025-08-19 19:42:56,202508191942
13000001533,780,2,8,Podría mejorar el empaque,2025-04-07 21:24:42,202504072124
13000001534,1037,1,1,Todo perfecto,2024-12-19 18:45:51,202412191845
13000001535,592,1,5,No Comment,2024-02-21 23:20:43,202402212320
13000001536,1010,1,10,Tardó un poco más de lo esperado,2025-09-18 20:55:25,202509182055
13000001537,1292,1,3,Entrega rápida y producto excelente,2025-05-12 07:07:07,202505120707
13000001538,594,1,5,Todo perfecto,2024-03-09 22:49:36,202403092249
13000001539,1453,1,9,Atención muy buena,2024-04-05 12:04:19,202404051204
13000001540,119,1,10,Volvería a comprar,2024-02-14 06:15:50,202402140615
13000001541,488,2,1,No Comment,2024-08-30 07:30:09,202408300730
13000001542,32,2,3,Muy conforme con la calidad,2025-04-05 12:11:23,202504051211
13000001543,1340,1,3,Todo perfecto,2024-04-14 12:17:44,202404141217
13000001544,783,1,9,Todo perfecto,2024-11-21 20:03:58,202411212003
13000001545,72,2,8,Tardó un poco más de lo esperado,2024-12-16 05:11:55,202412160511
13000001546,403,2,2,Volvería a comprar,2024-08-04 11:25:19,202408041125
13000001547,890,2,9,Tardó un poco más de lo esperado,2024-01-16 01:20:49,202401160120
13000001548,992,2,8,Entrega rápida y producto excelente,2024-09-19 12:23:09,202409191223
13000001549,538,2,6,Podría mejorar el empaque,2024-12-21 02:47:30,202412210247
13000001550,262,1,9,No Comment,2024-04-17 01:18:01,202404170118
13000001551,1256,2,8,Muy conforme con la calidad,2025-09-06 08:32:58,202509060832
13000001552,704,1,9,Podría mejorar el empaque,2025-03-27 16:48:20,202503271648
13000001553,417,2,9,Volvería a comprar,2025-04-02 01:24:23,202504020124
13000001554,984,1,9,No Comment,2025-06-26 02:35:43,202506260235
13000001555,768,1,7,Podría mejorar el empaque,2025-05-18 11:35:22,202505181135
13000001556,615,1,9,No Comment,2025-09-08 10:36:39,202509081036
13000001557,995,1,6,Volvería a comprar,2024-08-09 21:05:38,202408092105
13000001558,56,2,6,No Comment,2025-03-26 17:57:55,202503261757
13000001559,1440,1,7,Tardó un poco más de lo esperado,2024-08-09 10:42:07,202408091042
13000001560,832,1,8,Todo perfecto,2025-08-02 16:43:52,202508021643
13000001561,217,2,10,Podría mejorar el empaque,2024-12-10 11:08:52,202412101108
13000001562,1323,2,9,Volvería a comprar,2024-08-22 15:49:27,202408221549
13000001563,803,1,8,Atención muy buena,2025-02-12 14:42:07,202502121442
13000001564,512,1,10,Volvería a comprar,2025-01-08 10:12:25,202501081012
13000001565,952,2,10,Volvería a comprar,2024-09-03 05:40:52,202409030540
13000001566,1433,1,10,No Comment,2025-02-13 01:45:35,202502130145
13000001567,824,2,9,Tardó un poco más de lo esperado,2025-05-10 06:32:58,202505100632
13000001568,384,1,7,Volvería a comprar,2024-12-07 19:03:15,202412071903
13000001569,1029,2,8,Volvería a comprar,2024-09-10 06:53:28,202409100653
13000001570,297,2,8,Tardó un poco más de lo esperado,2025-02-28 18:17:37,202502281817
13000001571,1101,1,6,Todo perfecto,2025-05-04 03:20:57,202505040320
13000001572,464,2,2,Tardó un poco más de lo esperado,2024-04-10 20:04:31,202404102004
13000001573,727,1,7,Atención muy buena,2024-11-01 20:08:00,202411012008
13000001574,71,1,8,Entrega rápida y producto excelente,2024-02-07 16:00:36,202402071600
13000001575,520,2,8,Tardó un poco más de lo esperado,2024-04-01 15:03:18,202404011503
13000001576,930,1,9,Podría mejorar el empaque,2025-01-09 13:00:08,202501091300
13000001577,447,1,8,Entrega rápida y producto excelente,2025-05-03 22:52:56,202505032252
13000001578,900,1,8,Tardó un poco más de lo esperado,2024-11-21 03:34:24,202411210334
13000001579,304,1,8,Atención muy buena,2025-04-11 19:29:40,202504111929
13000001580,954,2,8,Podría mejorar el empaque,2025-09-11 19:54:54,202509111954
13000001581,765,1,5,Muy conforme con la calidad,2025-05-07 14:26:36,202505071426
13000001582,731,1,5,Podría mejorar el empaque,2025-09-02 17:40:41,202509021740
13000001583,938,1,7,No Comment,2025-09-23 03:42:04,202509230342
13000001584,105,1,3,Podría mejorar el empaque,2025-07-28 10:31:24,202507281031
13000001585,1346,1,7,Atención muy buena,2025-08-25 02:21:03,202508250221
13000001586,563,2,5,Atención muy buena,2024-07-30 11:19:42,202407301119
13000001587,41,1,7,Todo perfecto,2025-05-11 11:34:31,202505111134
13000001588,947,1,7,Volvería a comprar,2024-04-08 04:30:49,202404080430
13000001589,1259,2,9,Muy conforme con la calidad,2024-07-17 22:21:58,202407172221
13000001590,110,1,7,Entrega rápida y producto excelente,2025-01-02 11:17:50,202501021117
13000001591,375,2,6,No Comment,2024-06-11 12:31:55,202406111231
13000001592,229,1,5,Atención muy buena,2025-01-23 18:01:22,202501231801
13000001593,425,1,8,Todo perfecto,2024-08-25 05:40:01,202408250540
13000001594,1452,2,9,Muy conforme con la calidad,2025-02-03 15:10:20,202502031510
13000001595,366,1,10,No Comment,2025-02-25 12:37:45,202502251237
13000001596,983,2,9,Todo perfecto,2024-10-09 22:06:00,202410092206
13000001597,1418,2,10,Entrega rápida y producto excelente,2024-10-10 22:43:57,202410102243
13000001598,943,1,10,Tardó un poco más de lo esperado,2025-01-30 07:40:21,202501300740
13000001599,1162,1,10,Podría mejorar el empaque,2025-07-07 10:39:12,202507071039
13000001600,117,2,10,Podría mejorar el empaque,2024-02-24 03:36:46,202402240336
13000001601,68,1,9,No Comment,2024-06-13 12:05:49,202406131205
13000001602,763,1,10,Volvería a comprar,2025-08-08 10:56:28,202508081056
13000001603,45,1,8,Muy conforme con la calidad,2024-01-23 08:47:33,202401230847
13000001604,930,1,10,Tardó un poco más de lo esperado,2024-05-15 23:44:21,202405152344
13000001605,743,1,3,Entrega rápida y producto excelente,2024-03-18 19:03:20,202403181903
13000001606,578,2,7,Volvería a comprar,2025-03-17 16:49:30,202503171649
13000001607,1409,2,8,Tardó un poco más de lo esperado,2025-03-15 23:12:36,202503152312
13000001608,831,2,9,Volvería a comprar,2024-08-28 11:19:06,202408281119
13000001609,862,2,9,Podría mejorar el empaque,2025-04-04 00:46:52,202504040046
13000001610,391,1,5,Entrega rápida y producto excelente,2024-03-05 08:41:09,202403050841
13000001611,1044,1,9,Tardó un poco más de lo esperado,2024-06-19 14:45:19,202406191445
13000001612,539,2,8,Todo perfecto,2024-10-04 05:42:25,202410040542
13000001613,758,2,8,Volvería a comprar,2025-02-05 20:01:31,202502052001
13000001614,616,2,5,Volvería a comprar,2024-04-07 02:46:36,202404070246
13000001615,1281,1,8,Atención muy buena,2025-05-09 15:46:34,202505091546
13000001616,1029,2,9,Todo perfecto,2025-07-10 03:36:42,202507100336
13000001617,160,1,10,Muy conforme con la calidad,2025-09-17 19:16:32,202509171916
13000001618,1004,2,9,Muy conforme con la calidad,2024-11-27 00:08:36,202411270008
13000001619,522,2,9,Atención muy buena,2024-11-03 11:08:17,202411031108
13000001620,474,1,8,Todo perfecto,2025-07-02 05:12:24,202507020512
13000001621,809,2,3,Tardó un poco más de lo esperado,2024-07-29 05:23:37,202407290523
13000001622,1000,2,6,No Comment,2025-01-27 03:46:03,202501270346
13000001623,657,1,10,Volvería a comprar,2024-08-04 12:35:50,202408041235
13000001624,1183,1,8,Todo perfecto,2025-03-28 11:02:30,202503281102
13000001625,549,2,9,Entrega rápida y producto excelente,2025-09-22 14:07:40,202509221407
13000001626,1483,1,10,Tardó un poco más de lo esperado,2024-02-11 16:46:02,202402111646
13000001627,958,1,8,Tardó un poco más de lo esperado,2024-06-05 11:36:49,202406051136
13000001628,13,2,10,Entrega rápida y producto excelente,2024-07-06 01:35:29,202407060135
13000001629,810,1,10,Tardó un poco más de lo esperado,2025-08-22 11:48:20,202508221148
13000001630,1336,1,5,Volvería a comprar,2024-07-17 18:00:23,202407171800
13000001631,672,1,5,Todo perfecto,2024-04-11 04:10:08,202404110410
13000001632,445,1,8,Podría mejorar el empaque,2024-07-16 14:14:41,202407161414
13000001633,1127,2,6,Podría mejorar el empaque,2025-05-31 10:43:41,202505311043
13000001634,604,1,8,Entrega rápida y producto excelente,2024-10-07 17:53:50,202410071753
13000001635,433,1,7,Entrega rápida y producto excelente,2025-01-12 08:08:40,202501120808
13000001636,1234,1,5,Todo perfecto,2025-10-03 13:53:08,202510031353
13000001637,70,1,6,Todo perfecto,2024-06-15 17:28:27,202406151728
13000001638,540,1,9,Todo perfecto,2025-08-24 04:58:43,202508240458
13000001639,606,1,6,Atención muy buena,2025-02-24 11:13:36,202502241113
13000001640,1351,2,9,No Comment,2025-03-03 08:22:50,202503030822
13000001641,714,1,10,Muy conforme con la calidad,2025-01-06 04:29:25,202501060429
13000001642,1011,2,7,Entrega rápida y producto excelente,2024-11-24 19:56:41,202411241956
13000001643,349,2,10,No Comment,2025-04-09 00:52:11,202504090052
13000001644,422,2,9,Todo perfecto,2024-02-10 13:26:18,202402101326
13000001645,972,2,8,Muy conforme con la calidad,2024-03-27 15:41:57,202403271541
13000001646,1008,2,8,Atención muy buena,2024-09-01 14:05:08,202409011405
13000001647,14,1,2,Muy conforme con la calidad,2024-11-25 23:08:34,202411252308
13000001648,1124,1,7,Atención muy buena,2024-06-20 00:17:34,202406200017
13000001649,976,2,9,Entrega rápida y producto excelente,2024-11-17 04:05:47,202411170405
13000001650,1434,1,8,Podría mejorar el empaque,2025-02-21 20:25:45,202502212025
13000001651,1388,2,7,Entrega rápida y producto excelente,2024-09-04 20:34:17,202409042034
13000001652,1326,2,9,Volvería a comprar,2025-05-19 06:10:52,202505190610
13000001653,1296,1,8,Todo perfecto,2025-08-14 19:57:19,202508141957
13000001654,1414,1,7,Muy conforme con la calidad,2025-09-06 05:34:44,202509060534
13000001655,751,2,7,Todo perfecto,2024-03-12 04:12:55,202403120412
13000001656,825,2,10,Entrega rápida y producto excelente,2024-10-13 20:58:58,202410132058
13000001657,1199,2,8,Entrega rápida y producto excelente,2024-12-25 15:22:03,202412251522
13000001658,955,1,7,Podría mejorar el empaque,2024-09-21 21:45:43,202409212145
13000001659,433,2,7,Volvería a comprar,2024-08-29 05:17:33,202408290517
13000001660,1431,1,5,Muy conforme con la calidad,2024-03-01 19:41:38,202403011941
13000001661,1274,1,6,Podría mejorar el empaque,2025-10-04 11:01:41,202510041101
13000001662,1323,1,2,Todo perfecto,2024-01-14 01:42:50,202401140142
13000001663,712,1,3,Todo perfecto,2024-05-13 14:26:45,202405131426
13000001664,62,1,10,Atención muy buena,2024-10-05 06:04:05,202410050604
13000001665,269,2,4,Muy conforme con la calidad,2024-11-19 12:17:28,202411191217
13000001666,1214,1,8,Todo perfecto,2024-10-11 01:58:45,202410110158
13000001667,242,2,4,No Comment,2025-02-25 18:58:58,202502251858
13000001668,118,1,8,Tardó un poco más de lo esperado,2024-06-30 22:27:13,202406302227
13000001669,375,1,9,Tardó un poco más de lo esperado,2025-02-15 06:44:44,202502150644
13000001670,597,2,7,No Comment,2025-03-02 11:29:48,202503021129
13000001671,928,1,8,Tardó un poco más de lo esperado,2025-07-11 06:08:19,202507110608
13000001672,388,2,9,Muy conforme con la calidad,2024-02-02 09:03:48,202402020903
13000001673,1141,1,6,Tardó un poco más de lo esperado,2024-04-26 22:10:46,202404262210
13000001674,1358,2,8,Entrega rápida y producto excelente,2025-04-13 08:50:20,202504130850
13000001675,882,2,8,No Comment,2024-02-26 15:20:21,202402261520
13000001676,402,1,7,Todo perfecto,2025-08-02 07:06:39,202508020706
13000001677,542,1,9,Podría mejorar el empaque,2024-02-29 03:42:12,202402290342
13000001678,901,1,9,Atención muy buena,2024-11-29 11:32:25,202411291132
13000001679,386,1,7,Todo perfecto,2024-06-14 10:02:43,202406141002
13000001680,1359,2,7,Atención muy buena,2025-03-29 12:46:53,202503291246
13000001681,371,1,9,Atención muy buena,2024-06-17 20:00:18,202406172000
13000001682,511,1,7,Podría mejorar el empaque,2024-06-26 09:32:42,202406260932
13000001683,852,1,9,Volvería a comprar,2024-07-17 20:39:04,202407172039
13000001684,668,1,9,Podría mejorar el empaque,2025-08-04 20:27:28,202508042027
13000001685,999,2,8,Entrega rápida y producto excelente,2025-08-31 14:05:33,202508311405
13000001686,380,1,10,Volvería a comprar,2024-09-20 08:21:53,202409200821
13000001687,1485,2,1,No Comment,2025-01-17 19:49:47,202501171949
13000001688,1302,1,8,No Comment,2024-03-23 14:08:55,202403231408
13000001689,1319,1,6,Podría mejorar el empaque,2025-04-20 01:29:36,202504200129
13000001690,196,1,7,Muy conforme con la calidad,2024-01-15 10:14:14,202401151014
13000001691,343,2,6,Tardó un poco más de lo esperado,2025-09-28 15:08:27,202509281508
13000001692,518,2,9,Podría mejorar el empaque,2024-12-30 02:10:09,202412300210
13000001693,414,2,9,Entrega rápida y producto excelente,2024-03-18 13:14:34,202403181314
13000001694,415,2,9,Entrega rápida y producto excelente,2025-06-16 22:24:11,202506162224
13000001695,1372,1,8,Muy conforme con la calidad,2025-08-11 08:16:15,202508110816
13000001696,995,1,7,Muy conforme con la calidad,2024-03-16 01:41:15,202403160141
13000001697,487,1,3,Volvería a comprar,2025-07-07 07:41:47,202507070741
13000001698,279,1,8,No Comment,2024-03-09 13:10:13,202403091310
13000001699,1176,1,8,Todo perfecto,2024-05-08 08:31:28,202405080831
13000001700,1166,2,9,Todo perfecto,2024-11-28 06:30:59,202411280630
13000001701,996,2,8,Muy conforme con la calidad,2024-10-01 04:17:17,202410010417
13000001702,746,1,5,Podría mejorar el empaque,2024-06-02 01:53:58,202406020153
13000001703,1048,1,7,Entrega rápida y producto excelente,2025-09-27 14:54:10,202509271454
13000001704,1042,2,4,Podría mejorar el empaque,2024-01-09 16:42:49,202401091642
13000001705,433,1,7,Tardó un poco más de lo esperado,2025-08-30 04:27:01,202508300427
13000001706,671,1,10,Todo perfecto,2025-06-18 22:48:56,202506182248
13000001707,347,1,10,Muy conforme con la calidad,2025-08-29 13:27:02,202508291327
13000001708,878,1,1,Atención muy buena,2024-09-01 03:07:10,202409010307
13000001709,1432,1,2,Todo perfecto,2024-01-29 03:38:59,202401290338
13000001710,160,2,8,Todo perfecto,2025-08-27 03:29:32,202508270329
13000001711,339,1,9,Todo perfecto,2025-05-28 19:08:41,202505281908
13000001712,119,1,1,Entrega rápida y producto excelente,2025-04-25 05:35:26,202504250535
13000001713,462,2,9,Volvería a comprar,2024-11-05 14:14:44,202411051414
13000001714,744,1,7,Tardó un poco más de lo esperado,2025-08-03 09:04:04,202508030904
13000001715,760,2,6,Volvería a comprar,2024-03-28 09:10:20,202403280910
13000001716,189,2,7,Atención muy buena,2024-07-25 08:45:57,202407250845
13000001717,720,1,7,Volvería a comprar,2024-04-26 15:01:51,202404261501
13000001718,1034,2,9,No Comment,2024-09-03 23:37:16,202409032337
13000001719,1346,2,3,Volvería a comprar,2025-08-06 03:56:08,202508060356
13000001720,1281,1,8,Podría mejorar el empaque,2025-09-02 08:14:40,202509020814
13000001721,463,1,4,Todo perfecto,2024-12-25 14:52:21,202412251452
13000001722,665,2,0,Todo perfecto,2024-02-07 14:54:07,202402071454
13000001723,42,1,9,Todo perfecto,2025-03-18 17:29:05,202503181729
13000001724,24,1,8,Podría mejorar el empaque,2024-11-18 18:48:13,202411181848
13000001725,1004,1,7,No Comment,2024-11-26 04:45:24,202411260445
13000001726,1220,2,9,Podría mejorar el empaque,2024-01-25 01:11:59,202401250111
