payment_sk,payment_id,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,paid_at_sk,method,status,currency_code,subtotal,tax_amount,shipping_fee,amount,transaction_ref
9028,7000009027,1000009027,747,1,-1,-1,30,1176839,1177919,CARD,PAID,ARS,10260.0,2154.6,1500.0,13914.6,TX-6A218VTWYSKY
9029,7000009028,1000009028,493,1,-1,-1,2043,967059,-1,CARD,FAILED,ARS,66600.0,13986.0,900.0,81486.0,-1
9030,7000009029,1000009029,1170,1,-1,-1,2393,723886,725746,CARD,PAID,ARS,46440.0,9752.4,1200.0,57392.4,TX-JEZC4V4RK2TR
9031,7000009030,1000009030,1068,1,-1,-1,1091,915096,917856,GATEWAY,PAID,ARS,26460.0,5556.6,900.0,32916.6,TX-XHSY5YGIM1N0
9032,7000009031,1000009031,1416,1,-1,-1,875,1172110,1173250,CARD,PAID,ARS,44100.0,9261.0,900.0,54261.0,TX-BVAK3SX88L56
9033,7000009032,1000009032,818,2,2,2,2,1043266,1047466,CARD,PAID,ARS,23760.0,4989.6,0.0,28749.6,TX-MKU45T0JUK02
9034,7000009033,1000009033,212,2,4,4,4,449351,453251,CARD,PAID,ARS,44550.0,9355.5,0.0,53905.5,TX-QRX5DM7KT5F4
9035,7000009034,1000009034,1196,2,2,2,2,1142235,1143855,CARD,PAID,ARS,77616.0,16299.36,0.0,93915.36,TX-JDITM2Q38LYT
9036,7000009035,1000009035,336,2,4,4,4,423058,427078,CASH,PAID,ARS,40500.0,8505.0,0.0,49005.0,TX-NEZST8B68HE9
9037,7000009036,1000009036,205,1,-1,-1,2563,598823,600863,CARD,PAID,ARS,45600.0,9576.0,900.0,56076.0,TX-3P6K0GTFPYYT
9038,7000009037,1000009037,667,1,-1,-1,1283,864810,866250,GATEWAY,PAID,ARS,42750.0,8977.5,1200.0,52927.5,TX-NTGFOYJBRP5C
9039,7000009038,1000009038,1390,1,-1,-1,1379,703592,705752,CARD,PAID,ARS,24000.0,5040.0,1200.0,30240.0,TX-N4E7VJZY6IKF
9040,7000009039,1000009039,597,1,-1,-1,1281,709208,711728,CARD,PAID,ARS,54000.0,11340.0,1500.0,66840.0,TX-Y797WC54L8VZ
9041,7000009040,1000009040,1290,2,2,2,2,1041366,1043406,CASH,PAID,ARS,23520.0,4939.2,0.0,28459.2,TX-JX7KI27L8E19
9042,7000009041,1000009041,594,1,-1,-1,715,1132883,1133663,CARD,PAID,ARS,80190.0,16839.9,1200.0,98229.9,TX-DK5GZ2KLA2VD
9043,7000009042,1000009042,1192,1,-1,-1,2371,820492,822772,GATEWAY,PAID,ARS,45000.0,9450.0,900.0,55350.0,TX-YY60KGK5Y73O
9044,7000009043,1000009043,86,1,-1,-1,1212,1217904,1218564,CARD,PAID,ARS,47025.0,9875.25,1200.0,58100.25,TX-EGAE5TLS7XAX
9045,7000009044,1000009044,178,1,-1,-1,848,816902,817262,GATEWAY,PAID,ARS,13500.0,2835.0,1200.0,17535.0,TX-EC5E5EHWX0DU
9046,7000009045,1000009045,659,2,2,2,2,1166852,1167452,CARD,PAID,ARS,35280.0,7408.8,0.0,42688.8,TX-QJ5AXGEGE0WS
9047,7000009046,1000009046,349,2,3,3,3,1009493,1012433,CARD,PAID,ARS,20520.0,4309.2,0.0,24829.2,TX-1S25SIVH0IQH
9048,7000009047,1000009047,653,1,-1,-1,3185,500806,-1,CARD,FAILED,ARS,12000.0,2520.0,1200.0,15720.0,-1
9049,7000009048,1000009048,984,1,-1,-1,1297,534837,538737,GATEWAY,PAID,ARS,42750.0,8977.5,1200.0,52927.5,TX-6T3GGXS2KJBI
9050,7000009049,1000009049,1397,1,-1,-1,2310,730619,733919,CARD,PAID,ARS,55200.0,11592.0,900.0,67692.0,TX-WLB5IYGFK2LA
9051,7000009050,1000009050,400,2,3,3,3,486586,488506,CARD,PAID,ARS,59700.0,12537.0,0.0,72237.0,TX-3G3GZD8RCUUD
9052,7000009051,1000009051,1227,2,3,3,3,1120180,1120780,CASH,PAID,ARS,11760.0,2469.6,0.0,14229.6,TX-ISOB1YP7M7RW
9053,7000009052,1000009052,714,1,-1,-1,2463,988386,991326,GATEWAY,PAID,ARS,80388.0,16881.48,900.0,98169.48,TX-OYNLFUYN04BB
9054,7000009053,1000009053,677,1,-1,-1,2436,480249,480849,CARD,PAID,ARS,45000.0,9450.0,900.0,55350.0,TX-S4RJYY1R84B6
9055,7000009054,1000009054,145,1,-1,-1,2414,1230962,1232102,CARD,PAID,ARS,25872.0,5433.12,1200.0,32505.12,TX-I4OYQHHNHIWZ
9056,7000009055,1000009055,1366,2,4,4,4,367779,369939,CASH,PAID,ARS,45000.0,9450.0,0.0,54450.0,TX-967MX2LP170X
9057,7000009056,1000009056,824,2,2,2,2,751791,755631,CARD,PAID,ARS,10260.0,2154.6,0.0,12414.6,TX-O1QSRTS4ZL6K
9058,7000009057,1000009057,1165,1,-1,-1,28,1010543,1013183,CARD,PAID,ARS,14250.0,2992.5,1500.0,18742.5,TX-KFLX2WZF3I7E
9059,7000009058,1000009058,1158,1,-1,-1,743,770970,772650,CARD,PAID,ARS,12150.0,2551.5,1200.0,15901.5,TX-KR4A3OH12UJI
9060,7000009059,1000009059,1410,1,-1,-1,1402,516272,518672,CARD,PAID,ARS,34200.0,7182.0,0.0,41382.0,TX-Z7VBKP4F13PE
9061,7000009060,1000009060,952,1,-1,-1,2815,1198381,1201621,CARD,PAID,ARS,15000.0,3150.0,0.0,18150.0,TX-WC2OEVQ7KKUY
9062,7000009061,1000009061,709,1,-1,-1,28,804906,805626,CARD,REFUNDED,ARS,47040.0,9878.4,0.0,56918.4,TX-HRX80TUE4KML
9063,7000009062,1000009062,1029,1,-1,-1,2525,1050543,1054683,CARD,PAID,ARS,22800.0,4788.0,1200.0,28788.0,TX-R5K48MT6F0T8
9064,7000009063,1000009063,1392,2,1,1,1,573751,574051,CASH,PAID,ARS,12825.0,2693.25,0.0,15518.25,TX-AE3HX9JS2M3K
9065,7000009064,1000009064,1020,2,1,1,1,556684,557464,CARD,REFUNDED,ARS,13500.0,2835.0,0.0,16335.0,TX-2WPKMM9DG7AR
9066,7000009065,1000009065,649,1,-1,-1,1034,914405,917945,CARD,PAID,ARS,43200.0,9072.0,0.0,52272.0,TX-40UFOGKMR6XD
9067,7000009066,1000009066,21,1,-1,-1,1559,628114,631534,CARD,PAID,ARS,29400.0,6174.0,900.0,36474.0,TX-A1LNIIOEYME3
9068,7000009067,1000009067,459,1,-1,-1,2888,823870,826570,CARD,PAID,ARS,15750.0,3307.5,0.0,19057.5,TX-124Z0HIXSJSA
9069,7000009068,1000009068,322,2,3,3,3,792081,795381,CARD,PAID,ARS,24300.0,5103.0,0.0,29403.0,TX-2CREJ05HQSR3
9070,7000009069,1000009069,446,2,1,1,1,729019,732739,CARD,PAID,ARS,28500.0,5985.0,0.0,34485.0,TX-3S1M0BVNDWO4
9071,7000009070,1000009070,589,2,3,3,3,600003,601203,CASH,PAID,ARS,24000.0,5040.0,0.0,29040.0,TX-I9OMS72OTRZL
9072,7000009071,1000009071,1377,2,3,3,3,1080561,-1,CARD,PENDING,ARS,45000.0,9450.0,0.0,54450.0,-1
9073,7000009072,1000009072,352,1,-1,-1,146,928939,928999,GATEWAY,PAID,ARS,12825.0,2693.25,1200.0,16718.25,TX-BXPUJQ5Q8STC
9074,7000009073,1000009073,895,1,-1,-1,50,1181279,1183019,CARD,PAID,ARS,26460.0,5556.6,1500.0,33516.6,TX-Z5GC2O0OA89U
9075,7000009074,1000009074,785,2,1,1,1,628953,631353,CASH,PAID,ARS,44100.0,9261.0,0.0,53361.0,TX-2C0W90P5MPIR
9076,7000009075,1000009075,1338,1,-1,-1,2004,845199,847899,GATEWAY,PAID,ARS,40500.0,8505.0,1200.0,50205.0,TX-HU2UL9NC176O
9077,7000009076,1000009076,587,2,3,3,3,538083,538743,CASH,PAID,ARS,36000.0,7560.0,0.0,43560.0,TX-PTQNTL1N51ZP
9078,7000009077,1000009077,69,2,4,4,4,722756,724556,CARD,PAID,ARS,10800.0,2268.0,0.0,13068.0,TX-1T9DXUCMYXWQ
9079,7000009078,1000009078,1370,2,2,2,2,929033,930113,TRANSFER,PAID,ARS,16500.0,3465.0,0.0,19965.0,TX-OQVNQC0B3BC0
9080,7000009079,1000009079,1143,1,-1,-1,1417,556780,-1,CARD,PENDING,ARS,62568.0,13139.28,1200.0,76907.28,-1
9081,7000009080,1000009080,768,1,-1,-1,2713,962065,965245,CARD,PAID,ARS,14700.0,3087.0,900.0,18687.0,TX-3TR11TSWBQ9Q
9082,7000009081,1000009081,1440,1,-1,-1,2631,416967,418407,GATEWAY,PAID,ARS,10584.0,2222.64,900.0,13706.64,TX-0ZGPHB11H04W
9083,7000009082,1000009082,319,1,-1,-1,2064,520079,-1,CARD,FAILED,ARS,31752.0,6667.92,0.0,38419.92,-1
9084,7000009083,1000009083,1300,2,1,1,1,395043,396963,CARD,PAID,ARS,32400.0,6804.0,0.0,39204.0,TX-0V8NJYXMJ00U
9085,7000009084,1000009084,488,1,-1,-1,1106,616672,618952,CARD,PAID,ARS,12000.0,2520.0,900.0,15420.0,TX-SUG2490A72JN
9086,7000009085,1000009085,1192,2,1,1,1,573011,573971,CASH,PAID,ARS,22020.0,4624.2,0.0,26644.2,TX-URQD72KHD8XY
9087,7000009086,1000009086,1394,1,-1,-1,1178,768464,771584,GATEWAY,PAID,ARS,80100.0,16821.0,1500.0,98421.0,TX-9LJHQ7WSXBPP
9088,7000009087,1000009087,286,2,4,4,4,625596,-1,CASH,FAILED,ARS,23940.0,5027.4,0.0,28967.4,-1
9089,7000009088,1000009088,267,2,2,2,2,865213,866713,CARD,PAID,ARS,9720.0,2041.2,0.0,11761.2,TX-Q8CUS8OCYM5J
9090,7000009089,1000009089,1273,1,-1,-1,1917,1170651,1173231,GATEWAY,REFUNDED,ARS,29400.0,6174.0,1200.0,36774.0,TX-VJ6JR9NOS6Z1
9091,7000009090,1000009090,573,1,-1,-1,1390,401330,404690,CARD,PAID,ARS,32400.0,6804.0,900.0,40104.0,TX-2TNIC8AFROJR
9092,7000009091,1000009091,1328,1,-1,-1,2072,566372,567932,CARD,PAID,ARS,42750.0,8977.5,1500.0,53227.5,TX-7C2M414R6HOD
9093,7000009092,1000009092,445,1,-1,-1,2245,717499,721759,CARD,PAID,ARS,40500.0,8505.0,0.0,49005.0,TX-LC9O7DFF4III
9094,7000009093,1000009093,185,2,3,3,3,1178990,1180490,CASH,PAID,ARS,35520.0,7459.2,0.0,42979.2,TX-12PGMB29NSZ7
9095,7000009094,1000009094,38,2,4,4,4,854966,858866,TRANSFER,PAID,ARS,42750.0,8977.5,0.0,51727.5,TX-FRTPPB5DF42D
9096,7000009095,1000009095,203,2,1,1,1,756871,760711,CARD,PAID,ARS,24000.0,5040.0,0.0,29040.0,TX-KS1HU5C5B69N
9097,7000009096,1000009096,669,1,-1,-1,10,675530,678890,CARD,PAID,ARS,43800.0,9198.0,0.0,52998.0,TX-3AIXTEVWPZ7X
9098,7000009097,1000009097,21,1,-1,-1,1683,1189243,1191163,GATEWAY,PAID,ARS,11760.0,2469.6,1200.0,15429.6,TX-1YPVZY4JLC0V
9099,7000009098,1000009098,114,2,2,2,2,1217836,-1,TRANSFER,FAILED,ARS,11760.0,2469.6,0.0,14229.6,-1
9100,7000009099,1000009099,1186,1,-1,-1,825,755100,758100,CARD,PAID,ARS,47100.0,9891.0,900.0,57891.0,TX-KP6VHX73PGM8
9101,7000009100,1000009100,680,1,-1,-1,568,588515,589835,CARD,REFUNDED,ARS,34200.0,7182.0,0.0,41382.0,TX-GJCGX77LI89P
9102,7000009101,1000009101,1336,1,-1,-1,1415,912880,914080,GATEWAY,PAID,ARS,45000.0,9450.0,0.0,54450.0,TX-STEVYTAY36QB
9103,7000009102,1000009102,1253,1,-1,-1,1096,667582,668062,GATEWAY,PAID,ARS,81480.0,17110.8,1200.0,99790.8,TX-7J6XLMMK0BZX
9104,7000009103,1000009103,722,2,3,3,3,680350,680470,CASH,PAID,ARS,77283.0,16229.43,0.0,93512.43,TX-RKQG9HOH7GJ0
9105,7000009104,1000009104,73,1,-1,-1,2447,515657,-1,GATEWAY,FAILED,ARS,22800.0,4788.0,1200.0,28788.0,-1
9106,7000009105,1000009105,1374,1,-1,-1,2340,388789,390889,GATEWAY,PAID,ARS,23520.0,4939.2,0.0,28459.2,TX-LQM0DGR7ZJLJ
9107,7000009106,1000009106,490,2,2,2,2,1242133,1244353,CASH,PAID,ARS,23520.0,4939.2,0.0,28459.2,TX-VFI1KMDWBWNP
9108,7000009107,1000009107,711,1,-1,-1,784,1075146,1076226,GATEWAY,PAID,ARS,29400.0,6174.0,1200.0,36774.0,TX-FQ4JYK7Z9ID3
9109,7000009108,1000009108,847,1,-1,-1,809,915205,915325,GATEWAY,PAID,ARS,31500.0,6615.0,1200.0,39315.0,TX-AL83JP07VUYM
9110,7000009109,1000009109,533,2,3,3,3,406791,408111,CASH,PAID,ARS,13200.0,2772.0,0.0,15972.0,TX-2BA6KBZM5O22
9111,7000009110,1000009110,897,2,4,4,4,692954,693374,CASH,PAID,ARS,63750.0,13387.5,0.0,77137.5,TX-1BJ0Q6VRVLBH
9112,7000009111,1000009111,1169,1,-1,-1,1067,792292,795232,GATEWAY,PAID,ARS,35280.0,7408.8,1500.0,44188.8,TX-I81KDNB7NDWE
9113,7000009112,1000009112,165,1,-1,-1,689,788623,792583,CARD,PAID,ARS,30000.0,6300.0,1500.0,37800.0,TX-SFPZXWXSWXNO
9114,7000009113,1000009113,566,1,-1,-1,364,600070,601990,GATEWAY,PAID,ARS,22800.0,4788.0,900.0,28488.0,TX-APJIAIFUCGP2
9115,7000009114,1000009114,1221,2,4,4,4,449450,450650,CARD,PAID,ARS,22680.0,4762.8,0.0,27442.8,TX-M03YXVN628D4
9116,7000009115,1000009115,429,2,1,1,1,561739,564259,TRANSFER,PAID,ARS,44100.0,9261.0,0.0,53361.0,TX-JSE5PRFUHCIB
9117,7000009116,1000009116,654,2,4,4,4,588311,589031,CASH,PAID,ARS,14700.0,3087.0,0.0,17787.0,TX-ORDKQOZ542IC
9118,7000009117,1000009117,1375,2,1,1,1,883974,886134,CARD,PAID,ARS,37800.0,7938.0,0.0,45738.0,TX-UCTG2BGI983K
9119,7000009118,1000009118,805,1,-1,-1,416,1069887,1070727,GATEWAY,PAID,ARS,78030.0,16386.3,1500.0,95916.3,TX-SYAVOSWSWBVR
9120,7000009119,1000009119,264,1,-1,-1,2573,661315,663535,CARD,PAID,ARS,28350.0,5953.5,900.0,35203.5,TX-RYR0SVXVMLHD
9121,7000009120,1000009120,1085,2,4,4,4,1087706,-1,CASH,FAILED,ARS,14700.0,3087.0,0.0,17787.0,-1
9122,7000009121,1000009121,785,1,-1,-1,2705,1130237,1133597,CARD,PAID,ARS,32400.0,6804.0,1200.0,40404.0,TX-NLN8CWG9RXJ5
9123,7000009122,1000009122,800,1,-1,-1,1716,527530,-1,CARD,FAILED,ARS,97470.0,20468.7,1200.0,119138.7,-1
9124,7000009123,1000009123,866,2,2,2,2,575755,579655,CASH,PAID,ARS,23520.0,4939.2,0.0,28459.2,TX-3R5MVGXGRS49
9125,7000009124,1000009124,1088,2,2,2,2,843742,844342,CARD,PAID,ARS,10800.0,2268.0,0.0,13068.0,TX-V9KXJ1JOZ2OP
9126,7000009125,1000009125,1322,2,1,1,1,776380,779860,CARD,PAID,ARS,62910.0,13211.1,0.0,76121.1,TX-KXGHKGGKVEE4
9127,7000009126,1000009126,1083,1,-1,-1,1186,650037,651177,CARD,PAID,ARS,62520.0,13129.2,1200.0,76849.2,TX-OAKHKXBDX0CO
9128,7000009127,1000009127,1135,1,-1,-1,1735,1245315,1247535,CARD,PAID,ARS,32568.0,6839.28,0.0,39407.28,TX-1BK600CZZFX9
9129,7000009128,1000009128,985,2,1,1,1,700583,701663,CASH,PAID,ARS,54750.0,11497.5,0.0,66247.5,TX-GK5B1RF05BMR
9130,7000009129,1000009129,571,1,-1,-1,671,867690,-1,CARD,FAILED,ARS,22680.0,4762.8,1200.0,28642.8,-1
9131,7000009130,1000009130,1105,1,-1,-1,227,1097881,1098841,CARD,PAID,ARS,24750.0,5197.5,1200.0,31147.5,TX-NC6DDIHMQAHA
9132,7000009131,1000009131,772,1,-1,-1,823,696123,699123,CARD,PAID,ARS,52725.0,11072.25,900.0,64697.25,TX-GR7PYFT6ZNR5
9133,7000009132,1000009132,1097,1,-1,-1,792,756743,760883,GATEWAY,PAID,ARS,24000.0,5040.0,1200.0,30240.0,TX-60HGMXAIOML0
9134,7000009133,1000009133,1274,1,-1,-1,2385,1263542,1264082,CARD,PAID,ARS,63600.0,13356.0,900.0,77856.0,TX-FF4XYJBQA54O
9135,7000009134,1000009134,972,1,-1,-1,3013,639922,644122,GATEWAY,PAID,ARS,25080.0,5266.8,1200.0,31546.8,TX-TR3J86FOB5C7
9136,7000009135,1000009135,1298,2,4,4,4,396494,399374,CARD,PAID,ARS,40500.0,8505.0,0.0,49005.0,TX-BHLW6EBRLGNJ
9137,7000009136,1000009136,257,2,2,2,2,806137,808717,CARD,PAID,ARS,25500.0,5355.0,0.0,30855.0,TX-WRN7P1GZTB3I
9138,7000009137,1000009137,1326,2,4,4,4,883900,886660,CASH,PAID,ARS,14962.5,3142.12,0.0,18104.62,TX-BQUE5Z7W1R58
9139,7000009138,1000009138,814,2,3,3,3,857737,860857,CARD,PAID,ARS,10800.0,2268.0,0.0,13068.0,TX-XT5TEIAFZC6G
9140,7000009139,1000009139,838,1,-1,-1,831,388733,-1,CARD,PENDING,ARS,38475.0,8079.75,900.0,47454.75,-1
9141,7000009140,1000009140,938,1,-1,-1,450,1120656,1124316,CARD,PAID,ARS,13500.0,2835.0,900.0,17235.0,TX-7JGGKF8SUMD4
9142,7000009141,1000009141,209,1,-1,-1,2133,1153703,1154003,GATEWAY,PAID,ARS,24000.0,5040.0,900.0,29940.0,TX-MQC7WDRSJ47L
9143,7000009142,1000009142,1318,1,-1,-1,425,401870,404690,GATEWAY,PAID,ARS,48780.0,10243.8,900.0,59923.8,TX-JM35VZ8IRJDM
9144,7000009143,1000009143,1041,2,2,2,2,380995,382555,CASH,PAID,ARS,26700.0,5607.0,0.0,32307.0,TX-TUW34P2PBGCI
9145,7000009144,1000009144,568,1,-1,-1,1411,896384,900164,CARD,PAID,ARS,33600.0,7056.0,1200.0,41856.0,TX-GCMCXOCCV8V2
9146,7000009145,1000009145,884,2,2,2,2,1206440,1207940,CARD,PAID,ARS,53550.0,11245.5,0.0,64795.5,TX-4M95RXQCKZ4I
9147,7000009146,1000009146,465,2,2,2,2,1196904,1199724,CARD,PAID,ARS,13500.0,2835.0,0.0,16335.0,TX-6G40VC8XAQFF
9148,7000009147,1000009147,436,1,-1,-1,1899,1148235,1148415,GATEWAY,PAID,ARS,64020.0,13444.2,1200.0,78664.2,TX-24G91TIQRW5S
9149,7000009148,1000009148,1246,1,-1,-1,2924,949747,949927,CARD,REFUNDED,ARS,49620.0,10420.2,900.0,60940.2,TX-3EWN3IF9QKK3
9150,7000009149,1000009149,436,2,4,4,4,423770,424910,CARD,PAID,ARS,23760.0,4989.6,0.0,28749.6,TX-WBX9JC81W4T0
9151,7000009150,1000009150,407,2,2,2,2,925402,928342,CASH,PAID,ARS,42525.0,8930.25,0.0,51455.25,TX-F8GUYXZC0076
9152,7000009151,1000009151,625,1,-1,-1,1563,833237,837377,GATEWAY,PAID,ARS,29400.0,6174.0,900.0,36474.0,TX-FZACCTI2MHWX
9153,7000009152,1000009152,987,1,-1,-1,1280,673697,677837,CARD,PAID,ARS,34200.0,7182.0,0.0,41382.0,TX-4RT6XU3CBI6Y
9154,7000009153,1000009153,811,2,4,4,4,513276,513576,CARD,PAID,ARS,58500.0,12285.0,0.0,70785.0,TX-GLSYEALWPJJ6
9155,7000009154,1000009154,537,1,-1,-1,2507,1052918,1053098,CARD,PAID,ARS,12000.0,2520.0,1200.0,15720.0,TX-CU4EQ0UK6SBT
9156,7000009155,1000009155,1346,1,-1,-1,618,1201102,1202242,CARD,PAID,ARS,15000.0,3150.0,900.0,19050.0,TX-RARZUNVNG23B
9157,7000009156,1000009156,1117,2,3,3,3,701512,702112,CASH,PAID,ARS,40230.0,8448.3,0.0,48678.3,TX-J2F6G4P5LB0C
9158,7000009157,1000009157,140,1,-1,-1,2024,1165501,1169221,GATEWAY,PAID,ARS,32400.0,6804.0,900.0,40104.0,TX-0BT9MRLN2FEQ
9159,7000009158,1000009158,209,1,-1,-1,2416,1071569,1073909,GATEWAY,PAID,ARS,16170.0,3395.7,900.0,20465.7,TX-K1AJZOUQ4WR0
9160,7000009159,1000009159,1466,2,3,3,3,910766,913166,CARD,PAID,ARS,52650.0,11056.5,0.0,63706.5,TX-WK2YRXZRWB8W
9161,7000009160,1000009160,1260,2,1,1,1,863555,866015,CASH,PAID,ARS,42000.0,8820.0,0.0,50820.0,TX-PTXZZ82BXXPL
9162,7000009161,1000009161,247,1,-1,-1,1764,770756,771116,CARD,PAID,ARS,24000.0,5040.0,900.0,29940.0,TX-GJSA0FG92YLX
9163,7000009162,1000009162,1267,1,-1,-1,1149,874941,875481,GATEWAY,PAID,ARS,23520.0,4939.2,900.0,29359.2,TX-Y6EKNSX50UL2
9164,7000009163,1000009163,327,2,1,1,1,1132843,1136143,CARD,PAID,ARS,42750.0,8977.5,0.0,51727.5,TX-NZKPBGIE9GJG
9165,7000009164,1000009164,735,1,-1,-1,2398,574230,576030,GATEWAY,PAID,ARS,55500.0,11655.0,0.0,67155.0,TX-5D0Q2OVZGQHZ
9166,7000009165,1000009165,779,1,-1,-1,887,760741,761461,GATEWAY,PAID,ARS,37620.0,7900.2,900.0,46420.2,TX-CLK3R1GL58NQ
9167,7000009166,1000009166,1270,2,2,2,2,601781,602621,CARD,PAID,ARS,25650.0,5386.5,0.0,31036.5,TX-M4WVG2A5Y526
9168,7000009167,1000009167,1316,1,-1,-1,1069,728132,731552,GATEWAY,PAID,ARS,60900.0,12789.0,900.0,74589.0,TX-KB6GNFIWAYKJ
9169,7000009168,1000009168,323,2,2,2,2,456042,458922,CARD,PAID,ARS,56520.0,11869.2,0.0,68389.2,TX-SSK0HT0G82I9
9170,7000009169,1000009169,1414,1,-1,-1,1725,507178,509518,CARD,PAID,ARS,36000.0,7560.0,1200.0,44760.0,TX-YUUAZ4X8BPYR
9171,7000009170,1000009170,666,1,-1,-1,3020,1069523,1072763,CARD,PAID,ARS,21168.0,4445.28,1200.0,26813.28,TX-9N3907EI1END
9172,7000009171,1000009171,408,2,3,3,3,450661,-1,CASH,PENDING,ARS,43218.0,9075.78,0.0,52293.78,-1
9173,7000009172,1000009172,1141,1,-1,-1,1794,838849,841189,CARD,PAID,ARS,46560.0,9777.6,900.0,57237.6,TX-HSKTBO8JS464
9174,7000009173,1000009173,1444,1,-1,-1,1397,771806,774266,CARD,PAID,ARS,44887.5,9426.38,1500.0,55813.88,TX-LJ58964GG7MP
9175,7000009174,1000009174,1174,2,1,1,1,1270431,1273311,CARD,PAID,ARS,12000.0,2520.0,0.0,14520.0,TX-1FNX0PAJK2S0
9176,7000009175,1000009175,284,1,-1,-1,2598,911251,912331,CARD,PAID,ARS,11760.0,2469.6,900.0,15129.6,TX-X5GDPWMKI25M
9177,7000009176,1000009176,601,1,-1,-1,1103,505720,508840,CARD,PAID,ARS,35280.0,7408.8,900.0,43588.8,TX-LB8PT1MEUT7E
9178,7000009177,1000009177,664,1,-1,-1,2953,1064563,1065523,CARD,REFUNDED,ARS,53445.0,11223.45,0.0,64668.45,TX-1510AXZQFFG4
9179,7000009178,1000009178,50,2,3,3,3,772180,775540,CARD,PAID,ARS,38880.0,8164.8,0.0,47044.8,TX-BBMLMBAI1SCK
9180,7000009179,1000009179,878,1,-1,-1,2716,370905,372285,CARD,PAID,ARS,32400.0,6804.0,900.0,40104.0,TX-XN6IT7MQAJFM
9181,7000009180,1000009180,1004,1,-1,-1,1459,1073437,1076017,CARD,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-EZ0QL1GWAL7U
9182,7000009181,1000009181,180,1,-1,-1,703,1216211,1216931,CARD,PAID,ARS,22800.0,4788.0,1200.0,28788.0,TX-U5WKKYSPP9UU
9183,7000009182,1000009182,1384,1,-1,-1,1681,995476,995956,CARD,PAID,ARS,55500.0,11655.0,900.0,68055.0,TX-SE0K31BW7F9V
9184,7000009183,1000009183,575,2,3,3,3,841630,842710,CASH,PAID,ARS,46680.0,9802.8,0.0,56482.8,TX-H200OA316K1C
9185,7000009184,1000009184,702,1,-1,-1,2893,554194,554854,GATEWAY,PAID,ARS,26460.0,5556.6,900.0,32916.6,TX-NO8WGG6BY9C2
9186,7000009185,1000009185,396,2,3,3,3,584035,585775,CARD,PAID,ARS,30780.0,6463.8,0.0,37243.8,TX-TN4I25KN6JNX
9187,7000009186,1000009186,1388,2,3,3,3,529786,-1,TRANSFER,FAILED,ARS,37236.0,7819.56,0.0,45055.56,-1
9188,7000009187,1000009187,35,1,-1,-1,221,765097,766177,CARD,PAID,ARS,20520.0,4309.2,1200.0,26029.2,TX-WUW1N21IEZZI
9189,7000009188,1000009188,840,1,-1,-1,33,494869,496549,GATEWAY,PAID,ARS,13500.0,2835.0,1500.0,17835.0,TX-0AE0KVMEVLQ3
9190,7000009189,1000009189,1458,2,4,4,4,751480,753460,TRANSFER,PAID,ARS,15000.0,3150.0,0.0,18150.0,TX-6G566Y1G39EL
9191,7000009190,1000009190,528,1,-1,-1,228,939204,939924,CARD,PAID,ARS,35400.0,7434.0,0.0,42834.0,TX-QNSTBP9B0D65
9192,7000009191,1000009191,320,1,-1,-1,1835,499891,502531,CARD,PAID,ARS,13500.0,2835.0,1200.0,17535.0,TX-PUL3F96EUYET
9193,7000009192,1000009192,902,1,-1,-1,3200,963890,965630,GATEWAY,REFUNDED,ARS,67044.0,14079.24,0.0,81123.24,TX-WTXCCR466BTG
9194,7000009193,1000009193,822,1,-1,-1,1918,664728,667428,GATEWAY,PAID,ARS,38700.0,8127.0,900.0,47727.0,TX-JNLP0M4ZIIBC
9195,7000009194,1000009194,155,2,3,3,3,712887,714687,CARD,PAID,ARS,10800.0,2268.0,0.0,13068.0,TX-AYYHDQG74MK8
9196,7000009195,1000009195,1029,1,-1,-1,1849,508882,512362,GATEWAY,PAID,ARS,35280.0,7408.8,1500.0,44188.8,TX-RAC749IK3RLA
9197,7000009196,1000009196,137,2,4,4,4,368201,372281,CASH,PAID,ARS,22800.0,4788.0,0.0,27588.0,TX-U8U2D9UUGXKF
9198,7000009197,1000009197,1109,1,-1,-1,3131,468379,470659,GATEWAY,PAID,ARS,25260.0,5304.6,1500.0,32064.6,TX-BPSL1GW2AVA8
9199,7000009198,1000009198,451,1,-1,-1,2410,366948,370368,GATEWAY,PAID,ARS,42600.0,8946.0,900.0,52446.0,TX-AGXOYZXLEWYM
9200,7000009199,1000009199,610,2,3,3,3,485447,487487,CARD,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-XZDH3LS62JWT
9201,7000009200,1000009200,1469,1,-1,-1,235,1105600,-1,GATEWAY,FAILED,ARS,44550.0,9355.5,0.0,53905.5,-1
9202,7000009201,1000009201,313,1,-1,-1,1849,512772,515892,CARD,PAID,ARS,10800.0,2268.0,900.0,13968.0,TX-H20HLHDSZ827
9203,7000009202,1000009202,61,2,1,1,1,1246031,1247891,TRANSFER,PAID,ARS,46320.0,9727.2,0.0,56047.2,TX-G4QGFBVETYB1
9204,7000009203,1000009203,717,2,3,3,3,1190592,1192272,CARD,PAID,ARS,29925.0,6284.25,0.0,36209.25,TX-OZGQ7MVGM09Z
