shipment_sk,shipment_id,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,shipped_at_sk,delivered_at_sk,carrier,tracking_number,status,shipping_fee
6565,9000006564,1000006564,10,1,-1,-1,1210,1086461,-1,-1,Correo Argentino,-1,CANCELLED,900.0
6566,9000006565,1000006565,54,1,-1,-1,1295,746094,747534,753294,Correo Argentino,TRK-RHMUUSQS2E,DELIVERED,1200.0
6567,9000006566,1000006566,361,1,-1,-1,1392,720733,-1,-1,Correo Argentino,-1,CANCELLED,1500.0
6568,9000006567,1000006567,1392,1,-1,-1,3193,392036,393476,397796,Correo Argentino,TRK-IUNPKSNQKW,DELIVERED,1500.0
6569,9000006568,1000006568,856,1,-1,-1,408,1126232,1127672,1133432,Correo Argentino,TRK-KUAFSI0W1G,SHIPPED,1200.0
6570,9000006569,1000006569,543,2,3,3,3,632950,632950,634390,PICKUP,-1,SHIPPED,0.0
6571,9000006570,1000006570,1356,1,-1,-1,2788,763003,764443,770203,Correo Argentino,TRK-ZOP7P77YLW,SHIPPED,1500.0
6572,9000006571,1000006571,656,2,3,3,3,516154,516154,517594,PICKUP,-1,SHIPPED,0.0
6573,9000006572,1000006572,1096,2,2,2,2,1212288,1212288,1213728,PICKUP,-1,DELIVERED,0.0
6574,9000006573,1000006573,478,1,-1,-1,2848,1223826,1225266,1229586,Correo Argentino,TRK-YNWEC3PJQP,DELIVERED,1500.0
6575,9000006574,1000006574,328,1,-1,-1,2333,856918,-1,-1,Correo Argentino,-1,CANCELLED,0.0
6576,9000006575,1000006575,585,2,2,2,2,493582,493582,495022,PICKUP,-1,SHIPPED,0.0
6577,9000006576,1000006576,65,1,-1,-1,1047,412411,413851,416731,Correo Argentino,TRK-R3LC4Z8E1L,DELIVERED,900.0
6578,9000006577,1000006577,1379,1,-1,-1,3196,978714,980154,990234,Correo Argentino,TRK-SYL8SG8O59,DELIVERED,900.0
6579,9000006578,1000006578,212,2,4,4,4,484919,484919,486359,PICKUP,-1,DELIVERED,0.0
6580,9000006579,1000006579,705,1,-1,-1,691,511864,513304,517624,Correo Argentino,TRK-Y5TJSA14E7,DELIVERED,900.0
6581,9000006580,1000006580,1249,1,-1,-1,1766,1218543,1219983,1222863,Correo Argentino,TRK-BBNZH2LCPD,DELIVERED,900.0
6582,9000006581,1000006581,702,2,4,4,4,824377,824377,825817,PICKUP,-1,DELIVERED,0.0
6583,9000006582,1000006582,764,2,2,2,2,878437,878437,879877,PICKUP,-1,DELIVERED,0.0
6584,9000006583,1000006583,1378,2,4,4,4,1002139,1002139,1003579,PICKUP,-1,DELIVERED,0.0
6585,9000006584,1000006584,204,1,-1,-1,1291,1062302,1063742,1068062,Correo Argentino,TRK-1IP2RGMUPE,DELIVERED,1200.0
6586,9000006585,1000006585,1383,1,-1,-1,1008,1140609,-1,-1,Correo Argentino,-1,CANCELLED,900.0
6587,9000006586,1000006586,738,1,-1,-1,2691,1173832,1175272,1181032,Correo Argentino,TRK-AXX8HKKISS,DELIVERED,1200.0
6588,9000006587,1000006587,332,1,-1,-1,2427,808431,809871,817071,Correo Argentino,TRK-PGU0W3WLNE,DELIVERED,1200.0
6589,9000006588,1000006588,1338,1,-1,-1,2816,914267,915707,922907,Correo Argentino,TRK-HUQM0YPRLD,DELIVERED,1200.0
6590,9000006589,1000006589,727,2,2,2,2,589199,589199,590639,PICKUP,-1,DELIVERED,0.0
6591,9000006590,1000006590,1491,1,-1,-1,489,628174,629614,632494,Correo Argentino,TRK-OHJXTI8FIE,DELIVERED,1200.0
6592,9000006591,1000006591,136,2,2,2,2,760057,-1,-1,PICKUP,-1,CANCELLED,0.0
6593,9000006592,1000006592,1396,1,-1,-1,1186,727618,729058,734818,Correo Argentino,TRK-UIVRNK92BG,DELIVERED,1500.0
6594,9000006593,1000006593,555,2,1,1,1,427680,-1,-1,PICKUP,-1,CANCELLED,0.0
6595,9000006594,1000006594,1178,2,1,1,1,709368,709368,710808,PICKUP,-1,SHIPPED,0.0
6596,9000006595,1000006595,235,1,-1,-1,1169,577403,578843,586043,Correo Argentino,TRK-CI4OQYTLBO,SHIPPED,1200.0
6597,9000006596,1000006596,539,1,-1,-1,1746,878590,880030,887230,Correo Argentino,TRK-N4JNUEWYAV,DELIVERED,0.0
6598,9000006597,1000006597,553,2,2,2,2,1030612,1030612,1032052,PICKUP,-1,DELIVERED,0.0
6599,9000006598,1000006598,376,2,4,4,4,845938,845938,847378,PICKUP,-1,SHIPPED,0.0
6600,9000006599,1000006599,1377,1,-1,-1,151,1021640,1023080,1025960,Correo Argentino,TRK-JU63E4P4P9,DELIVERED,1200.0
6601,9000006600,1000006600,619,2,1,1,1,486794,486794,488234,PICKUP,-1,DELIVERED,0.0
6602,9000006601,1000006601,47,1,-1,-1,1483,479742,481182,484062,Correo Argentino,TRK-72AD8EKSQT,DELIVERED,1200.0
6603,9000006602,1000006602,666,2,2,2,2,408693,408693,410133,PICKUP,-1,DELIVERED,0.0
6604,9000006603,1000006603,778,1,-1,-1,938,730701,732141,736461,Correo Argentino,TRK-2I4RA2FK59,DELIVERED,1200.0
6605,9000006604,1000006604,1457,1,-1,-1,552,732016,733456,737776,Correo Argentino,TRK-OOJWZDUZJ5,DELIVERED,1500.0
6606,9000006605,1000006605,932,1,-1,-1,1798,578382,579822,588462,Correo Argentino,TRK-16DGTDLMN9,DELIVERED,1200.0
6607,9000006606,1000006606,478,1,-1,-1,2298,733153,734593,737473,Correo Argentino,TRK-HFU7URU8UB,SHIPPED,900.0
6608,9000006607,1000006607,1480,1,-1,-1,1162,1233831,1235271,1241031,Correo Argentino,TRK-987UTMEC48,DELIVERED,1500.0
6609,9000006608,1000006608,994,1,-1,-1,2345,1033404,1034844,1037724,Correo Argentino,TRK-1B6BOEO6B3,DELIVERED,1200.0
6610,9000006609,1000006609,165,2,1,1,1,811773,811773,813213,PICKUP,-1,DELIVERED,0.0
6611,9000006610,1000006610,1126,1,-1,-1,1207,849661,851101,858301,Correo Argentino,TRK-GEBE0AVJ5A,DELIVERED,0.0
6612,9000006611,1000006611,445,1,-1,-1,2411,622935,624375,627255,Correo Argentino,TRK-Q5VO356FQ6,DELIVERED,0.0
6613,9000006612,1000006612,321,1,-1,-1,2149,573830,575270,582470,Correo Argentino,TRK-C7U9K2EYYL,DELIVERED,900.0
6614,9000006613,1000006613,975,1,-1,-1,158,1175276,1176716,1185356,Correo Argentino,TRK-7MZ8X4NYQ7,DELIVERED,0.0
6615,9000006614,1000006614,916,2,4,4,4,643249,643249,644689,PICKUP,-1,SHIPPED,0.0
6616,9000006615,1000006615,814,1,-1,-1,387,535375,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
6617,9000006616,1000006616,1227,2,3,3,3,1115043,1115043,1116483,PICKUP,-1,DELIVERED,0.0
6618,9000006617,1000006617,528,2,1,1,1,413341,413341,414781,PICKUP,-1,DELIVERED,0.0
6619,9000006618,1000006618,809,2,1,1,1,855286,855286,856726,PICKUP,-1,DELIVERED,0.0
6620,9000006619,1000006619,1105,2,1,1,1,1130522,1130522,1131962,PICKUP,-1,DELIVERED,0.0
6621,9000006620,1000006620,261,1,-1,-1,1790,1053720,1055160,1060920,Correo Argentino,TRK-FHHA2CWHRI,SHIPPED,1200.0
6622,9000006621,1000006621,751,2,2,2,2,551105,551105,552545,PICKUP,-1,SHIPPED,0.0
6623,9000006622,1000006622,648,2,3,3,3,1199177,-1,-1,PICKUP,-1,CANCELLED,0.0
6624,9000006623,1000006623,118,2,3,3,3,1198616,1198616,1200056,PICKUP,-1,SHIPPED,0.0
6625,9000006624,1000006624,100,1,-1,-1,1668,862881,864321,868641,Correo Argentino,TRK-254PTZZV8C,DELIVERED,900.0
6626,9000006625,1000006625,780,1,-1,-1,1274,1201042,1202482,1209682,Correo Argentino,TRK-WDNPSE97FF,SHIPPED,1500.0
6627,9000006626,1000006626,91,2,4,4,4,371798,371798,373238,PICKUP,-1,DELIVERED,0.0
6628,9000006627,1000006627,1355,2,1,1,1,984791,984791,986231,PICKUP,-1,DELIVERED,0.0
6629,9000006628,1000006628,279,1,-1,-1,3025,437111,438551,441431,Correo Argentino,TRK-AAFN2Y8KB2,DELIVERED,900.0
6630,9000006629,1000006629,651,1,-1,-1,2818,989551,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
6631,9000006630,1000006630,1359,1,-1,-1,2574,457509,458949,464709,Correo Argentino,TRK-14VXEVC66L,DELIVERED,900.0
6632,9000006631,1000006631,589,1,-1,-1,311,623828,625268,629588,Correo Argentino,TRK-5L4LLEUJ15,SHIPPED,900.0
6633,9000006632,1000006632,1489,2,1,1,1,1245049,1245049,1246489,PICKUP,-1,SHIPPED,0.0
6634,9000006633,1000006633,776,2,1,1,1,724276,724276,725716,PICKUP,-1,DELIVERED,0.0
6635,9000006634,1000006634,257,1,-1,-1,2532,930650,932090,939290,Correo Argentino,TRK-EFCF5P8H0Y,DELIVERED,900.0
6636,9000006635,1000006635,252,1,-1,-1,1907,1252565,1254005,1256885,Correo Argentino,TRK-RYRSJBYJXN,DELIVERED,1200.0
6637,9000006636,1000006636,1036,1,-1,-1,1231,968928,970368,974688,Correo Argentino,TRK-9NQNW8XZDA,DELIVERED,900.0
6638,9000006637,1000006637,456,1,-1,-1,2541,883882,885322,891082,Correo Argentino,TRK-QYOTPGOCT7,DELIVERED,0.0
6639,9000006638,1000006638,707,1,-1,-1,1363,1060384,1061824,1069024,Correo Argentino,TRK-L599S9QCK3,DELIVERED,1200.0
6640,9000006639,1000006639,548,1,-1,-1,508,1179968,-1,-1,Correo Argentino,-1,CANCELLED,0.0
6641,9000006640,1000006640,575,1,-1,-1,2727,869416,870856,875176,Correo Argentino,TRK-F5G334OP7H,DELIVERED,900.0
6642,9000006641,1000006641,970,1,-1,-1,337,392005,393445,397765,Correo Argentino,TRK-IBCS7IB36Q,DELIVERED,1200.0
6643,9000006642,1000006642,1310,1,-1,-1,284,1183669,1185109,1187989,Correo Argentino,TRK-7MH2089GJV,DELIVERED,900.0
6644,9000006643,1000006643,135,1,-1,-1,1323,1184937,1186377,1189257,Correo Argentino,TRK-5U892IWRCU,DELIVERED,1500.0
6645,9000006644,1000006644,814,1,-1,-1,2399,1229828,1231268,1235588,Correo Argentino,TRK-ZAFUULI79X,SHIPPED,1200.0
6646,9000006645,1000006645,248,1,-1,-1,1462,819281,820721,827921,Correo Argentino,TRK-OW8ERKF6Z3,DELIVERED,900.0
6647,9000006646,1000006646,966,1,-1,-1,419,526960,528400,532720,Correo Argentino,TRK-742PX4OROK,DELIVERED,1200.0
6648,9000006647,1000006647,380,1,-1,-1,2087,717622,719062,721942,Correo Argentino,TRK-ZACCWGSG1L,DELIVERED,0.0
6649,9000006648,1000006648,1144,1,-1,-1,2826,378760,380200,385960,Correo Argentino,TRK-66G3C6JCLB,SHIPPED,1500.0
6650,9000006649,1000006649,487,2,3,3,3,1182355,1182355,1183795,PICKUP,-1,DELIVERED,0.0
6651,9000006650,1000006650,903,2,3,3,3,871643,-1,-1,PICKUP,-1,CANCELLED,0.0
6652,9000006651,1000006651,1383,1,-1,-1,1652,1217866,1219306,1223626,Correo Argentino,TRK-T5HW1ODOJK,DELIVERED,1500.0
6653,9000006652,1000006652,1292,1,-1,-1,822,1054508,1055948,1058828,Correo Argentino,TRK-4317GHXTBI,DELIVERED,1200.0
6654,9000006653,1000006653,190,1,-1,-1,1962,699460,700900,703780,Correo Argentino,TRK-L9ESAM98AM,DELIVERED,900.0
6655,9000006654,1000006654,159,2,4,4,4,906755,906755,908195,PICKUP,-1,DELIVERED,0.0
6656,9000006655,1000006655,1229,1,-1,-1,16,729089,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
6657,9000006656,1000006656,886,1,-1,-1,2341,529123,-1,-1,Correo Argentino,-1,CANCELLED,900.0
6658,9000006657,1000006657,271,2,2,2,2,853087,853087,854527,PICKUP,-1,DELIVERED,0.0
6659,9000006658,1000006658,143,1,-1,-1,474,964386,965826,970146,Correo Argentino,TRK-BH7M4IUB9Q,DELIVERED,900.0
6660,9000006659,1000006659,1043,2,1,1,1,1169634,1169634,1171074,PICKUP,-1,DELIVERED,0.0
6661,9000006660,1000006660,432,2,3,3,3,1182799,1182799,1184239,PICKUP,-1,DELIVERED,0.0
6662,9000006661,1000006661,521,1,-1,-1,1654,697431,698871,707511,Correo Argentino,TRK-H49KTUV7NU,SHIPPED,1200.0
6663,9000006662,1000006662,1159,1,-1,-1,2255,447890,449330,455090,Correo Argentino,TRK-VMT3UZTVTA,DELIVERED,1200.0
6664,9000006663,1000006663,668,2,2,2,2,357355,357355,358795,PICKUP,-1,DELIVERED,0.0
6665,9000006664,1000006664,789,1,-1,-1,2688,928732,930172,940252,Correo Argentino,TRK-6ABZTIP6T1,READY,900.0
6666,9000006665,1000006665,1315,1,-1,-1,2068,1028910,1030350,1038990,Correo Argentino,TRK-E5X2VO8OIR,DELIVERED,0.0
6667,9000006666,1000006666,760,2,3,3,3,1118510,1118510,1119950,PICKUP,-1,DELIVERED,0.0
6668,9000006667,1000006667,419,2,4,4,4,617035,-1,-1,PICKUP,-1,CANCELLED,0.0
6669,9000006668,1000006668,1231,2,1,1,1,676400,676400,677840,PICKUP,-1,DELIVERED,0.0
6670,9000006669,1000006669,1222,2,3,3,3,437555,437555,438995,PICKUP,-1,DELIVERED,0.0
6671,9000006670,1000006670,1480,1,-1,-1,2573,652337,653777,660977,Correo Argentino,TRK-OT80XJCHXT,SHIPPED,900.0
6672,9000006671,1000006671,1476,2,3,3,3,768004,-1,-1,PICKUP,-1,CANCELLED,0.0
6673,9000006672,1000006672,873,1,-1,-1,2581,1047189,1048629,1052949,Correo Argentino,TRK-UXGVEGETGP,SHIPPED,900.0
6674,9000006673,1000006673,201,2,3,3,3,682153,682153,683593,PICKUP,-1,DELIVERED,0.0
6675,9000006674,1000006674,301,2,2,2,2,475048,475048,476488,PICKUP,-1,DELIVERED,0.0
6676,9000006675,1000006675,1413,2,2,2,2,508785,508785,510225,PICKUP,-1,SHIPPED,0.0
6677,9000006676,1000006676,881,2,1,1,1,461188,461188,462628,PICKUP,-1,DELIVERED,0.0
6678,9000006677,1000006677,606,1,-1,-1,2973,646332,647772,652092,Correo Argentino,TRK-Y6V9L8DHJU,READY,1200.0
6679,9000006678,1000006678,649,1,-1,-1,3169,1241147,1242587,1245467,Correo Argentino,TRK-9TQ6DS6ATW,DELIVERED,0.0
6680,9000006679,1000006679,286,2,4,4,4,767979,767979,769419,PICKUP,-1,DELIVERED,0.0
6681,9000006680,1000006680,318,1,-1,-1,2032,1272596,1274036,1281236,Correo Argentino,TRK-D5AIKPIPLB,DELIVERED,1200.0
6682,9000006681,1000006681,1143,2,1,1,1,1060520,1060520,1061960,PICKUP,-1,DELIVERED,0.0
6683,9000006682,1000006682,1228,2,2,2,2,632347,632347,633787,PICKUP,-1,SHIPPED,0.0
6684,9000006683,1000006683,948,1,-1,-1,2558,680804,682244,689444,Correo Argentino,TRK-B83HRJWCGS,DELIVERED,0.0
6685,9000006684,1000006684,1078,1,-1,-1,996,845759,847199,852959,Correo Argentino,TRK-6CNQ75YA0S,DELIVERED,1500.0
6686,9000006685,1000006685,400,2,2,2,2,794134,794134,795574,PICKUP,-1,SHIPPED,0.0
6687,9000006686,1000006686,942,2,3,3,3,607790,-1,-1,PICKUP,-1,CANCELLED,0.0
6688,9000006687,1000006687,518,1,-1,-1,2484,1183323,1184763,1187643,Correo Argentino,TRK-8XTNTJ2XRH,SHIPPED,1200.0
6689,9000006688,1000006688,815,2,4,4,4,557616,557616,559056,PICKUP,-1,DELIVERED,0.0
6690,9000006689,1000006689,743,1,-1,-1,2433,403094,404534,411734,Correo Argentino,TRK-426SYMI62F,DELIVERED,900.0
6691,9000006690,1000006690,736,2,3,3,3,397562,397562,399002,PICKUP,-1,DELIVERED,0.0
6692,9000006691,1000006691,445,2,4,4,4,634742,634742,636182,PICKUP,-1,DELIVERED,0.0
6693,9000006692,1000006692,557,2,2,2,2,879553,879553,880993,PICKUP,-1,DELIVERED,0.0
6694,9000006693,1000006693,141,1,-1,-1,3104,1214159,1215599,1221359,Correo Argentino,TRK-1GBFY9GSZ1,DELIVERED,1200.0
6695,9000006694,1000006694,174,2,1,1,1,1010417,1010417,1011857,PICKUP,-1,DELIVERED,0.0
6696,9000006695,1000006695,958,1,-1,-1,2987,645722,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
6697,9000006696,1000006696,990,1,-1,-1,1791,1055326,1056766,1059646,Correo Argentino,TRK-F3PPPFNROA,DELIVERED,1500.0
6698,9000006697,1000006697,1137,1,-1,-1,584,642158,643598,647918,Correo Argentino,TRK-Y044S1LDE2,DELIVERED,0.0
6699,9000006698,1000006698,402,1,-1,-1,2841,738895,740335,747535,Correo Argentino,TRK-XE2FAZ0HX5,SHIPPED,1200.0
6700,9000006699,1000006699,1143,2,2,2,2,656021,-1,-1,PICKUP,-1,CANCELLED,0.0
6701,9000006700,1000006700,547,2,4,4,4,547228,547228,548668,PICKUP,-1,DELIVERED,0.0
6702,9000006701,1000006701,22,2,2,2,2,764078,764078,765518,PICKUP,-1,DELIVERED,0.0
6703,9000006702,1000006702,1222,1,-1,-1,1813,628402,629842,632722,Correo Argentino,TRK-ZJPLBHL1US,DELIVERED,0.0
6704,9000006703,1000006703,340,1,-1,-1,1385,403918,405358,411118,Correo Argentino,TRK-X4CBRX5H3H,DELIVERED,1200.0
6705,9000006704,1000006704,243,1,-1,-1,2605,450165,451605,454485,Correo Argentino,TRK-WSGBLQ143W,SHIPPED,1200.0
6706,9000006705,1000006705,28,1,-1,-1,1355,1175812,1177252,1183012,Correo Argentino,TRK-MLNLSUYEP9,DELIVERED,1200.0
6707,9000006706,1000006706,158,2,4,4,4,836667,836667,838107,PICKUP,-1,DELIVERED,0.0
6708,9000006707,1000006707,238,2,3,3,3,391425,391425,392865,PICKUP,-1,DELIVERED,0.0
6709,9000006708,1000006708,1410,2,4,4,4,854629,-1,-1,PICKUP,-1,CANCELLED,0.0
6710,9000006709,1000006709,343,1,-1,-1,1470,1046338,1047778,1052098,Correo Argentino,TRK-NTQ09TCGXV,DELIVERED,1200.0
6711,9000006710,1000006710,1252,1,-1,-1,913,694832,696272,703472,Correo Argentino,TRK-DMT0TX5FNT,SHIPPED,900.0
6712,9000006711,1000006711,1347,1,-1,-1,1127,602745,604185,611385,Correo Argentino,TRK-0N53P1PFUP,DELIVERED,0.0
6713,9000006712,1000006712,765,1,-1,-1,1369,973562,975002,982202,Correo Argentino,TRK-EIVHPM1M2L,DELIVERED,0.0
6714,9000006713,1000006713,841,1,-1,-1,2873,1175247,1176687,1182447,Correo Argentino,TRK-QDG4FVFG2S,DELIVERED,1200.0
6715,9000006714,1000006714,1487,1,-1,-1,1199,919562,921002,925322,Correo Argentino,TRK-IX2N6AARHN,DELIVERED,1200.0
6716,9000006715,1000006715,837,1,-1,-1,2469,985390,986830,992590,Correo Argentino,TRK-4HL8FE3YD9,SHIPPED,0.0
6717,9000006716,1000006716,184,2,2,2,2,413146,413146,414586,PICKUP,-1,DELIVERED,0.0
6718,9000006717,1000006717,1166,2,1,1,1,763920,763920,765360,PICKUP,-1,DELIVERED,0.0
6719,9000006718,1000006718,997,1,-1,-1,1535,766947,768387,777027,Correo Argentino,TRK-382MDIBV83,DELIVERED,1500.0
6720,9000006719,1000006719,1034,1,-1,-1,364,912908,914348,921548,Correo Argentino,TRK-KIQB6LCZ61,DELIVERED,1500.0
6721,9000006720,1000006720,398,1,-1,-1,2667,674527,675967,683167,Correo Argentino,TRK-XSSXOSCCX1,DELIVERED,0.0
6722,9000006721,1000006721,162,2,1,1,1,408031,408031,409471,PICKUP,-1,DELIVERED,0.0
6723,9000006722,1000006722,501,2,2,2,2,671881,671881,673321,PICKUP,-1,SHIPPED,0.0
6724,9000006723,1000006723,794,1,-1,-1,70,1020480,1021920,1026240,Correo Argentino,TRK-J3I6Y7CKFU,DELIVERED,900.0
6725,9000006724,1000006724,8,1,-1,-1,2547,807080,808520,814280,Correo Argentino,TRK-4E84WEPK8E,DELIVERED,900.0
6726,9000006725,1000006725,176,1,-1,-1,995,1156779,-1,-1,Correo Argentino,-1,CANCELLED,900.0
6727,9000006726,1000006726,52,1,-1,-1,1358,539968,541408,548608,Correo Argentino,TRK-8RIZFTC52H,DELIVERED,900.0
6728,9000006727,1000006727,451,1,-1,-1,1517,980932,982372,985252,Correo Argentino,TRK-STDFKMYG0E,DELIVERED,900.0
6729,9000006728,1000006728,913,2,4,4,4,736231,736231,737671,PICKUP,-1,DELIVERED,0.0
6730,9000006729,1000006729,1425,1,-1,-1,1700,665146,666586,672346,Correo Argentino,TRK-G0T4YBSP4Y,DELIVERED,900.0
6731,9000006730,1000006730,1163,1,-1,-1,360,1211440,1212880,1220080,Correo Argentino,TRK-UUBSPKV2L1,DELIVERED,1200.0
6732,9000006731,1000006731,1199,1,-1,-1,2014,436168,437608,443368,Correo Argentino,TRK-R0ZK20BCUA,DELIVERED,1200.0
6733,9000006732,1000006732,1433,1,-1,-1,1716,465930,467370,470250,Correo Argentino,TRK-S2YTOB88JV,DELIVERED,0.0
6734,9000006733,1000006733,1321,1,-1,-1,777,605881,607321,611641,Correo Argentino,TRK-I4FRVM27TH,DELIVERED,900.0
6735,9000006734,1000006734,713,1,-1,-1,595,1122211,1123651,1127971,Correo Argentino,TRK-AK7P3MXLLM,DELIVERED,1200.0
6736,9000006735,1000006735,1331,1,-1,-1,1766,956916,958356,964116,Correo Argentino,TRK-86ANKMM71Q,DELIVERED,0.0
6737,9000006736,1000006736,979,2,4,4,4,613356,613356,614796,PICKUP,-1,DELIVERED,0.0
6738,9000006737,1000006737,820,1,-1,-1,2380,1221109,1222549,1231189,Correo Argentino,TRK-MPNHUW85XP,SHIPPED,900.0
6739,9000006738,1000006738,1267,1,-1,-1,2065,1109352,1110792,1116552,Correo Argentino,TRK-8SQSIOL8GB,DELIVERED,1200.0
6740,9000006739,1000006739,184,2,3,3,3,1183850,1183850,1185290,PICKUP,-1,DELIVERED,0.0
6741,9000006740,1000006740,486,1,-1,-1,2787,918760,920200,928840,Correo Argentino,TRK-8BCK952DCI,DELIVERED,1200.0
6742,9000006741,1000006741,417,1,-1,-1,1480,778373,779813,787013,Correo Argentino,TRK-4W1DUJXP8Z,DELIVERED,1200.0
6743,9000006742,1000006742,982,1,-1,-1,537,552761,554201,559961,Correo Argentino,TRK-WW0Z2CYX3U,SHIPPED,1500.0
6744,9000006743,1000006743,1491,2,2,2,2,741956,-1,-1,PICKUP,-1,CANCELLED,0.0
6745,9000006744,1000006744,45,1,-1,-1,797,399822,401262,411342,Correo Argentino,TRK-6WZELI4QB9,DELIVERED,1500.0
6746,9000006745,1000006745,535,1,-1,-1,2907,1087155,1088595,1095795,Correo Argentino,TRK-HSAW4GHAQ5,DELIVERED,900.0
6747,9000006746,1000006746,177,1,-1,-1,2033,541828,543268,546148,Correo Argentino,TRK-4RKKV23ET3,SHIPPED,1200.0
6748,9000006747,1000006747,1229,2,4,4,4,1162938,1162938,1164378,PICKUP,-1,DELIVERED,0.0
6749,9000006748,1000006748,1317,1,-1,-1,411,987851,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
6750,9000006749,1000006749,737,1,-1,-1,2283,1164021,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
6751,9000006750,1000006750,158,1,-1,-1,727,455909,457349,464549,Correo Argentino,TRK-G8FUG9YTSY,DELIVERED,900.0
6752,9000006751,1000006751,915,2,3,3,3,650786,650786,652226,PICKUP,-1,DELIVERED,0.0
6753,9000006752,1000006752,281,1,-1,-1,122,923431,924871,932071,Correo Argentino,TRK-2M6Q8H9SPC,DELIVERED,1500.0
6754,9000006753,1000006753,403,1,-1,-1,3105,957446,958886,961766,Correo Argentino,TRK-WV9WIA1KDP,DELIVERED,900.0
6755,9000006754,1000006754,955,1,-1,-1,1970,1161282,1162722,1169922,Correo Argentino,TRK-MLWJQ4CFPD,DELIVERED,900.0
6756,9000006755,1000006755,991,1,-1,-1,212,590575,592015,599215,Correo Argentino,TRK-8ASSA0D1WL,DELIVERED,900.0
6757,9000006756,1000006756,1128,2,2,2,2,1242785,1242785,1244225,PICKUP,-1,DELIVERED,0.0
6758,9000006757,1000006757,1399,2,4,4,4,493688,493688,495128,PICKUP,-1,DELIVERED,0.0
6759,9000006758,1000006758,1366,2,4,4,4,917100,917100,918540,PICKUP,-1,DELIVERED,0.0
6760,9000006759,1000006759,654,1,-1,-1,1244,647402,648842,651722,Correo Argentino,TRK-ZB01PFZYSU,DELIVERED,1200.0
6761,9000006760,1000006760,791,1,-1,-1,931,627601,629041,636241,Correo Argentino,TRK-CYLRORFD81,DELIVERED,1200.0
6762,9000006761,1000006761,246,2,3,3,3,1190696,1190696,1192136,PICKUP,-1,DELIVERED,0.0
6763,9000006762,1000006762,997,2,2,2,2,843950,843950,845390,PICKUP,-1,DELIVERED,0.0
6764,9000006763,1000006763,122,1,-1,-1,3195,946026,947466,953226,Correo Argentino,TRK-0XD5880F5N,DELIVERED,900.0
6765,9000006764,1000006764,522,2,4,4,4,1024441,1024441,1025881,PICKUP,-1,SHIPPED,0.0
6766,9000006765,1000006765,978,1,-1,-1,2652,725512,726952,729832,Correo Argentino,TRK-NWTS9PT6VX,DELIVERED,0.0
6767,9000006766,1000006766,1380,1,-1,-1,2730,1126322,1127762,1133522,Correo Argentino,TRK-4FYS4IT0QW,DELIVERED,1200.0
6768,9000006767,1000006767,731,2,1,1,1,978732,978732,980172,PICKUP,-1,DELIVERED,0.0
6769,9000006768,1000006768,406,1,-1,-1,1083,1050091,1051531,1054411,Correo Argentino,TRK-AOOIN7AQP9,DELIVERED,0.0
6770,9000006769,1000006769,254,2,1,1,1,389038,389038,390478,PICKUP,-1,DELIVERED,0.0
6771,9000006770,1000006770,412,1,-1,-1,2952,380169,381609,387369,Correo Argentino,TRK-SRQAA06IOU,DELIVERED,1200.0
6772,9000006771,1000006771,1233,1,-1,-1,2237,851872,853312,857632,Correo Argentino,TRK-0R8QA9IR6Y,DELIVERED,1200.0
6773,9000006772,1000006772,335,2,2,2,2,431007,431007,432447,PICKUP,-1,READY,0.0
6774,9000006773,1000006773,867,1,-1,-1,2,1051646,1053086,1057406,Correo Argentino,TRK-71XKQR999E,DELIVERED,900.0
6775,9000006774,1000006774,155,1,-1,-1,933,852964,854404,860164,Correo Argentino,TRK-J9NYPU4KT4,DELIVERED,900.0
6776,9000006775,1000006775,168,2,2,2,2,758039,758039,759479,PICKUP,-1,DELIVERED,0.0
6777,9000006776,1000006776,1405,1,-1,-1,2411,387995,389435,395195,Correo Argentino,TRK-OS1A3RKP58,DELIVERED,900.0
6778,9000006777,1000006777,1255,1,-1,-1,646,823753,825193,832393,Correo Argentino,TRK-4U2K9PLTJS,DELIVERED,900.0
6779,9000006778,1000006778,66,1,-1,-1,193,1019777,1021217,1026977,Correo Argentino,TRK-YJ2XEQLO3M,DELIVERED,0.0
6780,9000006779,1000006779,228,2,2,2,2,472196,-1,-1,PICKUP,-1,CANCELLED,0.0
6781,9000006780,1000006780,1191,2,2,2,2,533571,533571,535011,PICKUP,-1,SHIPPED,0.0
6782,9000006781,1000006781,549,2,3,3,3,795468,795468,796908,PICKUP,-1,DELIVERED,0.0
6783,9000006782,1000006782,384,1,-1,-1,1854,1016463,1017903,1023663,Correo Argentino,TRK-QHY5IYESY3,DELIVERED,0.0
6784,9000006783,1000006783,565,2,1,1,1,630085,630085,631525,PICKUP,-1,SHIPPED,0.0
6785,9000006784,1000006784,1398,2,3,3,3,1215944,1215944,1217384,PICKUP,-1,SHIPPED,0.0
