order_item_sk,order_item_id,order_id,product_sk,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,quantity,unit_price,discount_amount,line_total,status,currency_code,tax_amount,shipping_fee
5928,5000005927,1000004427,2,973,1,-1,-1,555,1246444,3,15000.0,2250.0,42750.0,PAID,ARS,8977.5,1200.0
5929,5000005928,1000004428,1,1058,2,2,2,2,401675,2,10800.0,1080.0,20520.0,FULFILLED,ARS,11850.3,0.0
5930,5000005929,1000004428,1,1058,2,2,2,2,401675,3,12600.0,1890.0,35910.0,FULFILLED,ARS,11850.3,0.0
5931,5000005930,1000004429,2,665,1,-1,-1,123,959806,1,15750.0,315.0,15435.0,PAID,ARS,3241.35,900.0
5932,5000005931,1000004430,1,1168,1,-1,-1,3005,1003798,3,12000.0,1800.0,34200.0,FULFILLED,ARS,7182.0,1200.0
5933,5000005932,1000004431,2,41,2,4,4,4,611493,1,15750.0,315.0,15435.0,FULFILLED,ARS,3241.35,0.0
5934,5000005933,1000004432,1,677,1,-1,-1,2008,511879,1,12600.0,1260.0,11340.0,FULFILLED,ARS,2381.4,900.0
5935,5000005934,1000004433,1,404,1,-1,-1,169,1011250,3,10800.0,3240.0,29160.0,FULFILLED,ARS,6123.6,900.0
5936,5000005935,1000004434,1,642,2,4,4,4,675623,2,12000.0,0.0,24000.0,FULFILLED,ARS,5040.0,0.0
5937,5000005936,1000004435,1,896,1,-1,-1,793,464544,1,12600.0,252.0,12348.0,FULFILLED,ARS,8893.08,900.0
5938,5000005937,1000004435,2,896,1,-1,-1,793,464544,2,15000.0,0.0,30000.0,FULFILLED,ARS,8893.08,900.0
5939,5000005938,1000004436,2,555,2,2,2,2,1094181,1,15000.0,750.0,14250.0,FULFILLED,ARS,12253.5,0.0
5940,5000005939,1000004436,2,555,2,2,2,2,1094181,3,15000.0,900.0,44100.0,FULFILLED,ARS,12253.5,0.0
5941,5000005940,1000004437,1,423,1,-1,-1,901,621927,2,13200.0,0.0,26400.0,FULFILLED,ARS,5544.0,1500.0
5942,5000005941,1000004438,1,694,1,-1,-1,2491,715065,1,12000.0,600.0,11400.0,FULFILLED,ARS,10173.24,1200.0
5943,5000005942,1000004438,1,694,1,-1,-1,2491,715065,3,12600.0,756.0,37044.0,FULFILLED,ARS,10173.24,1200.0
5944,5000005943,1000004439,2,1299,2,3,3,3,1114661,1,15000.0,750.0,14250.0,PAID,ARS,2992.5,0.0
5945,5000005944,1000004440,2,1373,2,3,3,3,488213,2,13500.0,2700.0,24300.0,FULFILLED,ARS,5103.0,0.0
5946,5000005945,1000004441,2,1037,1,-1,-1,2503,1184392,2,15000.0,600.0,29400.0,CANCELLED,ARS,13686.75,900.0
5947,5000005946,1000004441,1,1037,1,-1,-1,2503,1184392,2,12000.0,2400.0,21600.0,CANCELLED,ARS,13686.75,900.0
5948,5000005947,1000004441,2,1037,1,-1,-1,2503,1184392,1,15750.0,1575.0,14175.0,CANCELLED,ARS,13686.75,900.0
5949,5000005948,1000004442,2,302,1,-1,-1,1948,1238705,2,15000.0,0.0,30000.0,FULFILLED,ARS,6300.0,900.0
5950,5000005949,1000004443,2,940,1,-1,-1,1992,645618,3,15000.0,0.0,45000.0,FULFILLED,ARS,12285.0,900.0
5951,5000005950,1000004443,2,940,1,-1,-1,1992,645618,1,15000.0,1500.0,13500.0,FULFILLED,ARS,12285.0,900.0
5952,5000005951,1000004444,2,714,1,-1,-1,1794,1257558,1,15000.0,750.0,14250.0,CANCELLED,ARS,2992.5,1200.0
5953,5000005952,1000004445,2,1026,2,1,1,1,856130,1,13500.0,0.0,13500.0,REFUNDED,ARS,2835.0,0.0
5954,5000005953,1000004446,1,259,2,3,3,3,872267,2,12000.0,2400.0,21600.0,FULFILLED,ARS,4536.0,0.0
5955,5000005954,1000004447,1,430,2,1,1,1,581030,2,12000.0,480.0,23520.0,FULFILLED,ARS,4939.2,0.0
5956,5000005955,1000004448,2,1017,2,4,4,4,639005,1,15000.0,750.0,14250.0,FULFILLED,ARS,2992.5,0.0
5957,5000005956,1000004449,2,26,1,-1,-1,2220,893641,1,16500.0,1650.0,14850.0,FULFILLED,ARS,3118.5,1500.0
5958,5000005957,1000004450,2,736,2,4,4,4,437004,3,15750.0,0.0,47250.0,FULFILLED,ARS,18427.5,0.0
5959,5000005958,1000004450,2,736,2,4,4,4,437004,3,15000.0,4500.0,40500.0,FULFILLED,ARS,18427.5,0.0
5960,5000005959,1000004451,1,1481,1,-1,-1,1410,936975,2,12600.0,504.0,24696.0,FULFILLED,ARS,5186.16,1200.0
5961,5000005960,1000004452,1,1483,1,-1,-1,1857,1048414,3,12600.0,0.0,37800.0,FULFILLED,ARS,16443.0,900.0
5962,5000005961,1000004452,2,1483,1,-1,-1,1857,1048414,3,15000.0,4500.0,40500.0,FULFILLED,ARS,16443.0,900.0
5963,5000005962,1000004453,1,522,2,3,3,3,672842,3,12000.0,0.0,36000.0,FULFILLED,ARS,17284.05,0.0
5964,5000005963,1000004453,2,522,2,3,3,3,672842,3,15750.0,945.0,46305.0,FULFILLED,ARS,17284.05,0.0
5965,5000005964,1000004454,1,1450,2,4,4,4,607604,1,12000.0,0.0,12000.0,FULFILLED,ARS,2520.0,0.0
5966,5000005965,1000004455,2,1033,1,-1,-1,2182,427412,2,13500.0,540.0,26460.0,FULFILLED,ARS,5556.6,1500.0
5967,5000005966,1000004456,1,957,1,-1,-1,3157,643439,2,12000.0,1200.0,22800.0,FULFILLED,ARS,4788.0,1200.0
5968,5000005967,1000004457,1,1363,1,-1,-1,124,937528,1,13200.0,0.0,13200.0,FULFILLED,ARS,2772.0,900.0
5969,5000005968,1000004458,1,1300,1,-1,-1,1877,985706,3,12600.0,3780.0,34020.0,FULFILLED,ARS,7144.2,1200.0
5970,5000005969,1000004459,1,620,2,1,1,1,1111167,1,12000.0,0.0,12000.0,CANCELLED,ARS,4989.6,0.0
5971,5000005970,1000004459,1,620,2,1,1,1,1111167,1,12000.0,240.0,11760.0,CANCELLED,ARS,4989.6,0.0
5972,5000005971,1000004460,2,1024,2,4,4,4,618318,1,15000.0,750.0,14250.0,PAID,ARS,2992.5,0.0
5973,5000005972,1000004461,1,995,1,-1,-1,117,987133,1,12600.0,252.0,12348.0,PAID,ARS,2593.08,1200.0
5974,5000005973,1000004462,2,119,1,-1,-1,1204,1028496,3,15000.0,2250.0,42750.0,FULFILLED,ARS,8977.5,900.0
5975,5000005974,1000004463,2,124,2,4,4,4,1061642,1,15000.0,0.0,15000.0,FULFILLED,ARS,3150.0,0.0
5976,5000005975,1000004464,1,603,1,-1,-1,1306,1032806,3,12000.0,1800.0,34200.0,FULFILLED,ARS,7182.0,1200.0
5977,5000005976,1000004465,2,500,2,2,2,2,1130172,1,15000.0,1500.0,13500.0,FULFILLED,ARS,2835.0,0.0
5978,5000005977,1000004466,1,1464,2,4,4,4,399466,3,13200.0,792.0,38808.0,REFUNDED,ARS,23590.98,0.0
5979,5000005978,1000004466,1,1464,2,4,4,4,399466,3,13200.0,1980.0,37620.0,REFUNDED,ARS,23590.98,0.0
5980,5000005979,1000004466,1,1464,2,4,4,4,399466,3,12600.0,1890.0,35910.0,REFUNDED,ARS,23590.98,0.0
5981,5000005980,1000004467,2,515,1,-1,-1,913,1205974,3,15000.0,4500.0,40500.0,FULFILLED,ARS,11497.5,1500.0
5982,5000005981,1000004467,2,515,1,-1,-1,913,1205974,1,15000.0,750.0,14250.0,FULFILLED,ARS,11497.5,1500.0
5983,5000005982,1000004468,2,359,1,-1,-1,2289,691149,3,15000.0,2250.0,42750.0,FULFILLED,ARS,8977.5,900.0
5984,5000005983,1000004469,2,207,1,-1,-1,462,936580,3,16500.0,0.0,49500.0,CANCELLED,ARS,10395.0,900.0
5985,5000005984,1000004470,2,362,1,-1,-1,2857,558829,1,15750.0,787.5,14962.5,FULFILLED,ARS,3142.12,1500.0
5986,5000005985,1000004471,2,254,1,-1,-1,651,752075,3,15000.0,2250.0,42750.0,PAID,ARS,8977.5,1200.0
5987,5000005986,1000004472,1,809,1,-1,-1,260,811995,2,12000.0,480.0,23520.0,REFUNDED,ARS,4939.2,900.0
5988,5000005987,1000004473,1,494,1,-1,-1,2640,1212739,2,12600.0,1260.0,23940.0,CANCELLED,ARS,18572.4,1200.0
5989,5000005988,1000004473,2,494,1,-1,-1,2640,1212739,3,15000.0,4500.0,40500.0,CANCELLED,ARS,18572.4,1200.0
5990,5000005989,1000004473,1,494,1,-1,-1,2640,1212739,2,12000.0,0.0,24000.0,CANCELLED,ARS,18572.4,1200.0
5991,5000005990,1000004474,1,879,2,1,1,1,898545,3,12000.0,720.0,35280.0,REFUNDED,ARS,7408.8,0.0
5992,5000005991,1000004475,1,159,1,-1,-1,587,1148472,3,12600.0,0.0,37800.0,REFUNDED,ARS,17388.0,1200.0
5993,5000005992,1000004475,2,159,1,-1,-1,587,1148472,3,15000.0,0.0,45000.0,REFUNDED,ARS,17388.0,1200.0
5994,5000005993,1000004476,1,1074,2,4,4,4,528431,2,12000.0,1200.0,22800.0,FULFILLED,ARS,4788.0,0.0
5995,5000005994,1000004477,1,29,2,4,4,4,478400,3,10800.0,3240.0,29160.0,FULFILLED,ARS,6123.6,0.0
5996,5000005995,1000004478,2,338,1,-1,-1,2061,1263143,3,15000.0,0.0,45000.0,FULFILLED,ARS,9450.0,1200.0
5997,5000005996,1000004479,2,751,1,-1,-1,3,376282,1,15000.0,0.0,15000.0,FULFILLED,ARS,11466.0,900.0
5998,5000005997,1000004479,1,751,1,-1,-1,3,376282,3,13200.0,0.0,39600.0,FULFILLED,ARS,11466.0,900.0
5999,5000005998,1000004480,2,1461,1,-1,-1,429,914932,1,15000.0,0.0,15000.0,FULFILLED,ARS,3150.0,900.0
6000,5000005999,1000004481,2,772,1,-1,-1,43,537350,2,15000.0,3000.0,27000.0,PAID,ARS,5670.0,1200.0
6001,5000006000,1000004482,1,878,1,-1,-1,973,1143668,3,12000.0,1800.0,34200.0,PAID,ARS,7182.0,900.0
6002,5000006001,1000004483,1,332,1,-1,-1,1156,656837,2,12000.0,480.0,23520.0,FULFILLED,ARS,21429.45,1500.0
6003,5000006002,1000004483,2,332,1,-1,-1,1156,656837,3,16500.0,2475.0,47025.0,FULFILLED,ARS,21429.45,1500.0
6004,5000006003,1000004483,2,332,1,-1,-1,1156,656837,2,15750.0,0.0,31500.0,FULFILLED,ARS,21429.45,1500.0
6005,5000006004,1000004484,1,464,2,2,2,2,402562,2,12600.0,0.0,25200.0,FULFILLED,ARS,8442.0,0.0
6006,5000006005,1000004484,2,464,2,2,2,2,402562,1,15000.0,0.0,15000.0,FULFILLED,ARS,8442.0,0.0
6007,5000006006,1000004485,1,1146,1,-1,-1,1154,743524,1,12000.0,1200.0,10800.0,PAID,ARS,2268.0,1200.0
6008,5000006007,1000004486,1,1212,2,4,4,4,1126591,1,12000.0,0.0,12000.0,FULFILLED,ARS,2520.0,0.0
6009,5000006008,1000004487,1,1050,2,4,4,4,539655,1,12000.0,600.0,11400.0,FULFILLED,ARS,2394.0,0.0
6010,5000006009,1000004488,1,938,1,-1,-1,2859,1245823,2,13200.0,2640.0,23760.0,FULFILLED,ARS,8131.72,1200.0
6011,5000006010,1000004488,2,938,1,-1,-1,2859,1245823,1,15750.0,787.5,14962.5,FULFILLED,ARS,8131.72,1200.0
6012,5000006011,1000004489,2,300,1,-1,-1,3188,975987,1,15000.0,1500.0,13500.0,FULFILLED,ARS,2835.0,0.0
6013,5000006012,1000004490,1,992,1,-1,-1,3025,868858,3,12000.0,1800.0,34200.0,PAID,ARS,7182.0,1200.0
6014,5000006013,1000004491,2,447,2,1,1,1,751511,2,15000.0,1500.0,28500.0,FULFILLED,ARS,5985.0,0.0
6015,5000006014,1000004492,2,957,2,1,1,1,1188292,3,16500.0,990.0,48510.0,FULFILLED,ARS,24362.1,0.0
6016,5000006015,1000004492,2,957,2,1,1,1,1188292,3,15000.0,4500.0,40500.0,FULFILLED,ARS,24362.1,0.0
6017,5000006016,1000004492,2,957,2,1,1,1,1188292,2,15000.0,3000.0,27000.0,FULFILLED,ARS,24362.1,0.0
6018,5000006017,1000004493,1,472,2,4,4,4,772685,1,12600.0,0.0,12600.0,FULFILLED,ARS,2646.0,0.0
6019,5000006018,1000004494,2,1304,2,4,4,4,1155581,1,15000.0,1500.0,13500.0,FULFILLED,ARS,2835.0,0.0
6020,5000006019,1000004495,1,254,1,-1,-1,2383,1230757,3,12000.0,720.0,35280.0,FULFILLED,ARS,14968.8,1500.0
6021,5000006020,1000004495,1,254,1,-1,-1,2383,1230757,3,12000.0,0.0,36000.0,FULFILLED,ARS,14968.8,1500.0
6022,5000006021,1000004496,1,1125,2,1,1,1,922151,3,10800.0,648.0,31752.0,FULFILLED,ARS,6667.92,0.0
6023,5000006022,1000004497,2,107,1,-1,-1,1563,1258599,3,15000.0,900.0,44100.0,FULFILLED,ARS,9261.0,900.0
6024,5000006023,1000004498,1,1237,1,-1,-1,2198,1076079,1,12000.0,600.0,11400.0,FULFILLED,ARS,11844.0,900.0
6025,5000006024,1000004498,2,1237,1,-1,-1,2198,1076079,3,15000.0,0.0,45000.0,FULFILLED,ARS,11844.0,900.0
6026,5000006025,1000004499,1,293,2,4,4,4,871294,3,12600.0,1890.0,35910.0,FULFILLED,ARS,7541.1,0.0
6027,5000006026,1000004500,1,879,2,1,1,1,693031,1,12600.0,0.0,12600.0,FULFILLED,ARS,2646.0,0.0
6028,5000006027,1000004501,1,246,1,-1,-1,1949,646578,1,12000.0,600.0,11400.0,PAID,ARS,2394.0,1200.0
6029,5000006028,1000004502,2,1032,2,1,1,1,1072010,2,16500.0,1650.0,31350.0,FULFILLED,ARS,6583.5,0.0
6030,5000006029,1000004503,2,1021,2,2,2,2,630699,3,13500.0,0.0,40500.0,CANCELLED,ARS,11796.75,0.0
6031,5000006030,1000004503,2,1021,2,2,2,2,630699,1,16500.0,825.0,15675.0,CANCELLED,ARS,11796.75,0.0
6032,5000006031,1000004504,1,1024,1,-1,-1,270,493170,2,12000.0,1200.0,22800.0,PAID,ARS,13293.0,1500.0
6033,5000006032,1000004504,2,1024,1,-1,-1,270,493170,3,15000.0,4500.0,40500.0,PAID,ARS,13293.0,1500.0
6034,5000006033,1000004505,1,525,2,2,2,2,1017198,3,12000.0,3600.0,32400.0,PAID,ARS,6804.0,0.0
6035,5000006034,1000004506,2,1080,1,-1,-1,3008,716224,3,15000.0,0.0,45000.0,FULFILLED,ARS,17010.0,0.0
6036,5000006035,1000004506,1,1080,1,-1,-1,3008,716224,3,12000.0,0.0,36000.0,FULFILLED,ARS,17010.0,0.0
6037,5000006036,1000004507,1,610,2,4,4,4,578134,3,10800.0,648.0,31752.0,FULFILLED,ARS,10977.12,0.0
6038,5000006037,1000004507,1,610,2,4,4,4,578134,2,10800.0,1080.0,20520.0,FULFILLED,ARS,10977.12,0.0
6039,5000006038,1000004508,2,485,1,-1,-1,1818,729397,3,15000.0,0.0,45000.0,PAID,ARS,9450.0,1200.0
6040,5000006039,1000004509,2,1034,1,-1,-1,826,484294,1,15000.0,750.0,14250.0,FULFILLED,ARS,2992.5,900.0
6041,5000006040,1000004510,2,61,2,1,1,1,591936,1,15000.0,750.0,14250.0,PAID,ARS,10401.3,0.0
6042,5000006041,1000004510,1,61,2,1,1,1,591936,3,12000.0,720.0,35280.0,PAID,ARS,10401.3,0.0
6043,5000006042,1000004511,1,801,2,1,1,1,758536,2,12000.0,1200.0,22800.0,FULFILLED,ARS,9233.28,0.0
6044,5000006043,1000004511,1,801,2,1,1,1,758536,2,10800.0,432.0,21168.0,FULFILLED,ARS,9233.28,0.0
6045,5000006044,1000004512,1,382,1,-1,-1,3155,579385,3,12000.0,720.0,35280.0,FULFILLED,ARS,13708.8,900.0
6046,5000006045,1000004512,2,382,1,-1,-1,3155,579385,2,15000.0,0.0,30000.0,FULFILLED,ARS,13708.8,900.0
6047,5000006046,1000004513,1,774,1,-1,-1,132,1223159,2,12000.0,0.0,24000.0,FULFILLED,ARS,5040.0,1200.0
6048,5000006047,1000004514,1,634,2,1,1,1,483129,2,13200.0,528.0,25872.0,CANCELLED,ARS,5433.12,0.0
6049,5000006048,1000004515,2,1029,1,-1,-1,1925,881500,3,15000.0,2250.0,42750.0,REFUNDED,ARS,8977.5,900.0
6050,5000006049,1000004516,2,1363,1,-1,-1,2179,360329,2,13500.0,0.0,27000.0,CANCELLED,ARS,5670.0,900.0
6051,5000006050,1000004517,1,690,2,2,2,2,449588,3,10800.0,1620.0,30780.0,FULFILLED,ARS,6463.8,0.0
6052,5000006051,1000004518,2,178,1,-1,-1,2500,560632,2,13500.0,1350.0,25650.0,PAID,ARS,5386.5,1200.0
6053,5000006052,1000004519,1,811,2,1,1,1,1223078,1,12000.0,1200.0,10800.0,REFUNDED,ARS,10206.0,0.0
6054,5000006053,1000004519,1,811,2,1,1,1,1223078,3,12600.0,0.0,37800.0,REFUNDED,ARS,10206.0,0.0
6055,5000006054,1000004520,2,251,1,-1,-1,2617,860588,3,15750.0,0.0,47250.0,FULFILLED,ARS,19646.55,900.0
6056,5000006055,1000004520,2,251,1,-1,-1,2617,860588,3,15750.0,945.0,46305.0,FULFILLED,ARS,19646.55,900.0
6057,5000006056,1000004521,1,70,1,-1,-1,637,723230,1,12600.0,0.0,12600.0,PAID,ARS,2646.0,0.0
6058,5000006057,1000004522,2,1281,2,1,1,1,1136105,3,13500.0,0.0,40500.0,PAID,ARS,8505.0,0.0
6059,5000006058,1000004523,1,435,1,-1,-1,2779,858295,3,10800.0,3240.0,29160.0,FULFILLED,ARS,6123.6,900.0
6060,5000006059,1000004524,1,383,1,-1,-1,1830,1084889,3,13200.0,1980.0,37620.0,FULFILLED,ARS,7900.2,900.0
6061,5000006060,1000004525,1,34,1,-1,-1,2776,911927,2,12000.0,1200.0,22800.0,FULFILLED,ARS,7308.0,1200.0
6062,5000006061,1000004525,1,34,1,-1,-1,2776,911927,1,12000.0,0.0,12000.0,FULFILLED,ARS,7308.0,1200.0
6063,5000006062,1000004526,1,217,2,2,2,2,439116,2,12000.0,0.0,24000.0,CANCELLED,ARS,5040.0,0.0
6064,5000006063,1000004527,1,851,2,1,1,1,542584,2,13200.0,2640.0,23760.0,FULFILLED,ARS,4989.6,0.0
6065,5000006064,1000004528,1,1428,2,3,3,3,709173,1,12000.0,240.0,11760.0,FULFILLED,ARS,2469.6,0.0
6066,5000006065,1000004529,2,1448,1,-1,-1,858,787947,1,13500.0,1350.0,12150.0,FULFILLED,ARS,4774.14,900.0
6067,5000006066,1000004529,1,1448,1,-1,-1,858,787947,1,10800.0,216.0,10584.0,FULFILLED,ARS,4774.14,900.0
6068,5000006067,1000004530,1,1383,2,1,1,1,495879,3,13200.0,792.0,38808.0,FULFILLED,ARS,15709.68,0.0
6069,5000006068,1000004530,1,1383,2,1,1,1,495879,3,12000.0,0.0,36000.0,FULFILLED,ARS,15709.68,0.0
6070,5000006069,1000004531,1,1497,2,1,1,1,775160,1,12000.0,240.0,11760.0,FULFILLED,ARS,2469.6,0.0
6071,5000006070,1000004532,1,661,2,2,2,2,936375,2,13200.0,0.0,26400.0,PAID,ARS,5544.0,0.0
6072,5000006071,1000004533,2,1165,1,-1,-1,2022,528255,1,15000.0,0.0,15000.0,FULFILLED,ARS,3150.0,1200.0
6073,5000006072,1000004534,1,145,2,4,4,4,798518,3,12000.0,3600.0,32400.0,REFUNDED,ARS,6804.0,0.0
6074,5000006073,1000004535,2,961,1,-1,-1,1924,427694,2,16500.0,660.0,32340.0,FULFILLED,ARS,6791.4,900.0
6075,5000006074,1000004536,1,960,1,-1,-1,1863,954150,3,10800.0,3240.0,29160.0,FULFILLED,ARS,6123.6,1500.0
6076,5000006075,1000004537,2,1270,2,4,4,4,971686,3,13500.0,2025.0,38475.0,FULFILLED,ARS,15488.55,0.0
6077,5000006076,1000004537,1,1270,2,4,4,4,971686,3,12000.0,720.0,35280.0,FULFILLED,ARS,15488.55,0.0
6078,5000006077,1000004538,1,508,1,-1,-1,2864,1135043,3,10800.0,1620.0,30780.0,FULFILLED,ARS,12133.8,1500.0
6079,5000006078,1000004538,2,508,1,-1,-1,2864,1135043,2,13500.0,0.0,27000.0,FULFILLED,ARS,12133.8,1500.0
6080,5000006079,1000004539,1,1232,2,4,4,4,951255,3,12000.0,3600.0,32400.0,FULFILLED,ARS,9072.0,0.0
6081,5000006080,1000004539,1,1232,2,4,4,4,951255,1,12000.0,1200.0,10800.0,FULFILLED,ARS,9072.0,0.0
6082,5000006081,1000004540,2,1494,2,3,3,3,490712,1,15000.0,1500.0,13500.0,FULFILLED,ARS,7938.0,0.0
6083,5000006082,1000004540,2,1494,2,3,3,3,490712,2,13500.0,2700.0,24300.0,FULFILLED,ARS,7938.0,0.0
6084,5000006083,1000004541,2,422,2,1,1,1,889389,2,15000.0,0.0,30000.0,PAID,ARS,6300.0,0.0
6085,5000006084,1000004542,1,1157,1,-1,-1,1245,565729,2,12000.0,1200.0,22800.0,CANCELLED,ARS,4788.0,1500.0
6086,5000006085,1000004543,1,154,1,-1,-1,1107,388046,3,12000.0,3600.0,32400.0,REFUNDED,ARS,6804.0,1200.0
6087,5000006086,1000004544,1,394,2,1,1,1,1082487,1,10800.0,216.0,10584.0,REFUNDED,ARS,2222.64,0.0
6088,5000006087,1000004545,2,394,2,1,1,1,944807,2,15000.0,3000.0,27000.0,FULFILLED,ARS,12852.0,0.0
6089,5000006088,1000004545,1,394,2,1,1,1,944807,3,12000.0,1800.0,34200.0,FULFILLED,ARS,12852.0,0.0
6090,5000006089,1000004546,2,153,2,4,4,4,1182272,3,15000.0,900.0,44100.0,CANCELLED,ARS,9261.0,0.0
6091,5000006090,1000004547,1,1465,2,4,4,4,1128452,1,12000.0,240.0,11760.0,REFUNDED,ARS,2469.6,0.0
6092,5000006091,1000004548,1,461,2,4,4,4,1246847,3,12000.0,1800.0,34200.0,FULFILLED,ARS,7182.0,0.0
6093,5000006092,1000004549,1,900,2,4,4,4,818519,1,10800.0,540.0,10260.0,FULFILLED,ARS,2154.6,0.0
6094,5000006093,1000004550,1,852,1,-1,-1,341,1078491,1,12000.0,0.0,12000.0,FULFILLED,ARS,2520.0,900.0
6095,5000006094,1000004551,2,1015,2,2,2,2,615626,3,15000.0,4500.0,40500.0,FULFILLED,ARS,13293.0,0.0
6096,5000006095,1000004551,1,1015,2,2,2,2,615626,2,12000.0,1200.0,22800.0,FULFILLED,ARS,13293.0,0.0
6097,5000006096,1000004552,2,1385,2,2,2,2,1220837,3,15750.0,0.0,47250.0,FULFILLED,ARS,12303.9,0.0
6098,5000006097,1000004552,1,1385,2,2,2,2,1220837,1,12600.0,1260.0,11340.0,FULFILLED,ARS,12303.9,0.0
6099,5000006098,1000004553,2,1311,1,-1,-1,2650,466053,3,16500.0,0.0,49500.0,PAID,ARS,16065.0,1200.0
6100,5000006099,1000004553,2,1311,1,-1,-1,2650,466053,2,15000.0,3000.0,27000.0,PAID,ARS,16065.0,1200.0
6101,5000006100,1000004554,2,1034,1,-1,-1,3116,879306,2,15000.0,3000.0,27000.0,FULFILLED,ARS,5670.0,900.0
6102,5000006101,1000004555,1,384,1,-1,-1,1190,988539,3,12000.0,1800.0,34200.0,FULFILLED,ARS,12121.2,0.0
6103,5000006102,1000004555,1,384,1,-1,-1,1190,988539,2,12000.0,480.0,23520.0,FULFILLED,ARS,12121.2,0.0
6104,5000006103,1000004556,2,744,1,-1,-1,130,1174145,2,15000.0,0.0,30000.0,FULFILLED,ARS,11592.0,900.0
6105,5000006104,1000004556,1,744,1,-1,-1,130,1174145,2,12600.0,0.0,25200.0,FULFILLED,ARS,11592.0,900.0
6106,5000006105,1000004557,1,932,2,4,4,4,761043,2,12000.0,480.0,23520.0,FULFILLED,ARS,10231.2,0.0
6107,5000006106,1000004557,1,932,2,4,4,4,761043,2,12600.0,0.0,25200.0,FULFILLED,ARS,10231.2,0.0
6108,5000006107,1000004558,1,640,1,-1,-1,2977,839950,1,12000.0,0.0,12000.0,FULFILLED,ARS,2520.0,1200.0
6109,5000006108,1000004559,1,930,2,2,2,2,1179159,2,12000.0,2400.0,21600.0,FULFILLED,ARS,4536.0,0.0
6110,5000006109,1000004560,1,1164,1,-1,-1,540,998644,3,12000.0,720.0,35280.0,CANCELLED,ARS,17016.3,1500.0
6111,5000006110,1000004560,2,1164,1,-1,-1,540,998644,1,15000.0,750.0,14250.0,CANCELLED,ARS,17016.3,1500.0
6112,5000006111,1000004560,2,1164,1,-1,-1,540,998644,2,15750.0,0.0,31500.0,CANCELLED,ARS,17016.3,1500.0
6113,5000006112,1000004561,2,700,1,-1,-1,1470,558786,2,15000.0,600.0,29400.0,FULFILLED,ARS,15529.5,900.0
6114,5000006113,1000004561,2,700,1,-1,-1,1470,558786,3,16500.0,4950.0,44550.0,FULFILLED,ARS,15529.5,900.0
6115,5000006114,1000004562,1,608,1,-1,-1,2541,475325,3,12000.0,3600.0,32400.0,FULFILLED,ARS,6804.0,0.0
6116,5000006115,1000004563,2,1076,1,-1,-1,706,953264,1,15000.0,300.0,14700.0,FULFILLED,ARS,3087.0,1500.0
6117,5000006116,1000004564,2,113,2,1,1,1,1160940,2,15000.0,0.0,30000.0,FULFILLED,ARS,6300.0,0.0
6118,5000006117,1000004565,2,883,1,-1,-1,43,728620,3,15000.0,900.0,44100.0,PAID,ARS,9261.0,0.0
6119,5000006118,1000004566,2,177,1,-1,-1,1130,951071,1,15750.0,1575.0,14175.0,FULFILLED,ARS,10517.85,900.0
6120,5000006119,1000004566,1,177,1,-1,-1,1130,951071,3,12600.0,1890.0,35910.0,FULFILLED,ARS,10517.85,900.0
6121,5000006120,1000004567,2,609,1,-1,-1,2745,717110,2,13500.0,1350.0,25650.0,PAID,ARS,5386.5,1200.0
6122,5000006121,1000004568,2,688,2,2,2,2,678470,2,15000.0,0.0,30000.0,FULFILLED,ARS,15655.5,0.0
6123,5000006122,1000004568,2,688,2,2,2,2,678470,3,16500.0,4950.0,44550.0,FULFILLED,ARS,15655.5,0.0
6124,5000006123,1000004569,2,438,1,-1,-1,304,1089345,2,15000.0,3000.0,27000.0,REFUNDED,ARS,5670.0,1200.0
6125,5000006124,1000004570,1,315,1,-1,-1,1335,606163,3,10800.0,0.0,32400.0,PAID,ARS,6804.0,0.0
6126,5000006125,1000004571,1,67,2,2,2,2,407690,3,10800.0,3240.0,29160.0,CANCELLED,ARS,8593.2,0.0
6127,5000006126,1000004571,1,67,2,2,2,2,407690,1,12000.0,240.0,11760.0,CANCELLED,ARS,8593.2,0.0
6128,5000006127,1000004572,2,868,2,1,1,1,1107743,3,13500.0,2025.0,38475.0,FULFILLED,ARS,14364.0,0.0
6129,5000006128,1000004572,2,868,2,1,1,1,1107743,2,15750.0,1575.0,29925.0,FULFILLED,ARS,14364.0,0.0
6130,5000006129,1000004573,1,110,1,-1,-1,1776,864678,2,12000.0,2400.0,21600.0,FULFILLED,ARS,7686.0,900.0
6131,5000006130,1000004573,2,110,1,-1,-1,1776,864678,1,15000.0,0.0,15000.0,FULFILLED,ARS,7686.0,900.0
6132,5000006131,1000004574,1,482,2,3,3,3,1018427,3,12000.0,3600.0,32400.0,FULFILLED,ARS,6804.0,0.0
6133,5000006132,1000004575,2,684,2,1,1,1,542879,1,13500.0,1350.0,12150.0,PAID,ARS,2551.5,0.0
6134,5000006133,1000004576,1,1116,1,-1,-1,3106,742420,3,12000.0,720.0,35280.0,FULFILLED,ARS,14590.8,1200.0
6135,5000006134,1000004576,1,1116,1,-1,-1,3106,742420,3,12000.0,1800.0,34200.0,FULFILLED,ARS,14590.8,1200.0
6136,5000006135,1000004577,1,371,1,-1,-1,499,1256711,2,12000.0,2400.0,21600.0,FULFILLED,ARS,9475.2,900.0
