order_sk,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
7053,1000007052,255,1,-1,-1,2508,755787,PAID,ARS,34200.0,7182.0,0.0,41382.0
7054,1000007053,1074,1,-1,-1,1626,354219,FULFILLED,ARS,24696.0,5186.16,900.0,30782.16
7055,1000007054,1259,1,-1,-1,732,389118,FULFILLED,ARS,23760.0,4989.6,1500.0,30249.6
7056,1000007055,95,2,4,4,4,982606,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
7057,1000007056,498,2,4,4,4,1226701,FULFILLED,ARS,14962.5,3142.12,0.0,18104.62
7058,1000007057,214,1,-1,-1,286,752687,FULFILLED,ARS,90705.0,19048.05,900.0,110653.05
7059,1000007058,346,2,2,2,2,362841,PAID,ARS,22020.0,4624.2,0.0,26644.2
7060,1000007059,1205,1,-1,-1,206,1062365,CREATED,ARS,38115.0,8004.15,900.0,47019.15
7061,1000007060,1398,1,-1,-1,1440,1203559,FULFILLED,ARS,30870.0,6482.7,1200.0,38552.7
7062,1000007061,437,1,-1,-1,22,1086977,FULFILLED,ARS,38808.0,8149.68,1500.0,48457.68
7063,1000007062,1265,2,1,1,1,1242258,FULFILLED,ARS,23940.0,5027.4,0.0,28967.4
7064,1000007063,12,2,1,1,1,458468,PAID,ARS,28350.0,5953.5,0.0,34303.5
7065,1000007064,500,1,-1,-1,620,1137943,PAID,ARS,34830.0,7314.3,900.0,43044.3
7066,1000007065,946,1,-1,-1,1973,829593,FULFILLED,ARS,81420.0,17098.2,1500.0,100018.2
7067,1000007066,1415,2,2,2,2,759152,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
7068,1000007067,468,1,-1,-1,416,554245,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
7069,1000007068,1236,1,-1,-1,18,973341,FULFILLED,ARS,34200.0,7182.0,900.0,42282.0
7070,1000007069,583,1,-1,-1,260,430362,PAID,ARS,63600.0,13356.0,1500.0,78456.0
7071,1000007070,113,1,-1,-1,219,649330,PAID,ARS,90000.0,18900.0,1200.0,110100.0
7072,1000007071,266,1,-1,-1,642,981236,FULFILLED,ARS,27480.0,5770.8,900.0,34150.8
7073,1000007072,1253,1,-1,-1,1380,600220,REFUNDED,ARS,24840.0,5216.4,0.0,30056.4
7074,1000007073,477,2,1,1,1,531253,FULFILLED,ARS,11970.0,2513.7,0.0,14483.7
7075,1000007074,180,1,-1,-1,1701,570996,PAID,ARS,39150.0,8221.5,900.0,48271.5
7076,1000007075,1012,1,-1,-1,1699,732685,FULFILLED,ARS,59250.0,12442.5,900.0,72592.5
7077,1000007076,492,2,4,4,4,650090,CREATED,ARS,22800.0,4788.0,0.0,27588.0
7078,1000007077,488,2,3,3,3,1216850,FULFILLED,ARS,14175.0,2976.75,0.0,17151.75
7079,1000007078,529,2,2,2,2,408912,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
7080,1000007079,956,1,-1,-1,2282,589696,FULFILLED,ARS,61020.0,12814.2,1200.0,75034.2
7081,1000007080,1377,2,1,1,1,455159,FULFILLED,ARS,13200.0,2772.0,0.0,15972.0
7082,1000007081,905,1,-1,-1,165,583836,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
7083,1000007082,1468,2,2,2,2,358086,FULFILLED,ARS,91950.0,19309.5,0.0,111259.5
7084,1000007083,646,2,2,2,2,1191916,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
7085,1000007084,634,1,-1,-1,2284,1091618,FULFILLED,ARS,60300.0,12663.0,900.0,73863.0
7086,1000007085,1075,1,-1,-1,765,828906,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
7087,1000007086,1026,1,-1,-1,2642,738071,PAID,ARS,15000.0,3150.0,0.0,18150.0
7088,1000007087,1226,1,-1,-1,787,475477,FULFILLED,ARS,32400.0,6804.0,1500.0,40704.0
7089,1000007088,1224,1,-1,-1,991,844416,FULFILLED,ARS,33000.0,6930.0,1200.0,41130.0
7090,1000007089,407,2,2,2,2,644699,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
7091,1000007090,971,1,-1,-1,2359,1121816,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08
7092,1000007091,398,1,-1,-1,3124,690506,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
7093,1000007092,724,2,2,2,2,690783,FULFILLED,ARS,25650.0,5386.5,0.0,31036.5
7094,1000007093,1204,1,-1,-1,170,365233,PAID,ARS,51870.0,10892.7,1200.0,63962.7
7095,1000007094,49,1,-1,-1,2106,939543,CANCELLED,ARS,13500.0,2835.0,0.0,16335.0
7096,1000007095,818,1,-1,-1,2945,986112,FULFILLED,ARS,45960.0,9651.6,900.0,56511.6
7097,1000007096,1457,2,1,1,1,698178,FULFILLED,ARS,25200.0,5292.0,0.0,30492.0
7098,1000007097,206,1,-1,-1,1668,1033765,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
7099,1000007098,483,1,-1,-1,1502,698668,CREATED,ARS,47250.0,9922.5,1500.0,58672.5
7100,1000007099,31,1,-1,-1,842,1246021,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
7101,1000007100,110,1,-1,-1,3196,981670,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
7102,1000007101,447,1,-1,-1,2866,1079067,PAID,ARS,36000.0,7560.0,900.0,44460.0
7103,1000007102,264,2,2,2,2,837138,FULFILLED,ARS,38475.0,8079.75,0.0,46554.75
7104,1000007103,1187,2,4,4,4,395426,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
7105,1000007104,134,1,-1,-1,745,595873,PAID,ARS,35280.0,7408.8,1200.0,43888.8
7106,1000007105,1412,1,-1,-1,2675,1271379,FULFILLED,ARS,12540.0,2633.4,900.0,16073.4
7107,1000007106,1209,1,-1,-1,1215,1225373,FULFILLED,ARS,16170.0,3395.7,1200.0,20765.7
7108,1000007107,621,2,4,4,4,1006587,FULFILLED,ARS,70080.0,14716.8,0.0,84796.8
7109,1000007108,1348,1,-1,-1,3189,1103880,FULFILLED,ARS,47100.0,9891.0,1200.0,58191.0
7110,1000007109,383,2,3,3,3,859853,CANCELLED,ARS,22680.0,4762.8,0.0,27442.8
7111,1000007110,230,2,4,4,4,401957,FULFILLED,ARS,61710.0,12959.1,0.0,74669.1
7112,1000007111,1420,1,-1,-1,723,558608,PAID,ARS,36000.0,7560.0,1200.0,44760.0
7113,1000007112,1180,1,-1,-1,1566,1053420,FULFILLED,ARS,21600.0,4536.0,1500.0,27636.0
7114,1000007113,1338,1,-1,-1,3001,1000398,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0
7115,1000007114,168,2,2,2,2,1104394,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
7116,1000007115,1465,2,4,4,4,703679,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
7117,1000007116,832,1,-1,-1,604,1188692,PAID,ARS,24000.0,5040.0,1500.0,30540.0
7118,1000007117,569,1,-1,-1,665,922885,FULFILLED,ARS,30780.0,6463.8,1200.0,38443.8
7119,1000007118,845,2,4,4,4,1041107,PAID,ARS,32400.0,6804.0,0.0,39204.0
7120,1000007119,961,1,-1,-1,2380,856468,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
7121,1000007120,1383,2,3,3,3,962661,PAID,ARS,23760.0,4989.6,0.0,28749.6
7122,1000007121,1211,2,1,1,1,1133703,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
7123,1000007122,316,1,-1,-1,1675,1210854,FULFILLED,ARS,75450.0,15844.5,0.0,91294.5
7124,1000007123,1067,1,-1,-1,553,1034145,CANCELLED,ARS,44160.0,9273.6,900.0,54333.6
7125,1000007124,916,2,3,3,3,712954,FULFILLED,ARS,47250.0,9922.5,0.0,57172.5
7126,1000007125,1125,2,3,3,3,443174,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
7127,1000007126,1120,2,4,4,4,1106087,FULFILLED,ARS,65160.0,13683.6,0.0,78843.6
7128,1000007127,1130,1,-1,-1,2307,455024,FULFILLED,ARS,34200.0,7182.0,900.0,42282.0
7129,1000007128,1426,1,-1,-1,1322,1264028,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
7130,1000007129,101,2,1,1,1,710608,REFUNDED,ARS,45000.0,9450.0,0.0,54450.0
7131,1000007130,1233,2,2,2,2,454012,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4
7132,1000007131,441,1,-1,-1,2146,514245,FULFILLED,ARS,31500.0,6615.0,1200.0,39315.0
7133,1000007132,1424,1,-1,-1,1287,851405,CANCELLED,ARS,32340.0,6791.4,900.0,40031.4
7134,1000007133,357,2,1,1,1,578565,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
7135,1000007134,875,2,4,4,4,895832,FULFILLED,ARS,41760.0,8769.6,0.0,50529.6
7136,1000007135,405,1,-1,-1,1756,1186462,REFUNDED,ARS,49455.0,10385.55,0.0,59840.55
7137,1000007136,32,2,2,2,2,1004412,FULFILLED,ARS,16170.0,3395.7,0.0,19565.7
7138,1000007137,229,1,-1,-1,3096,929099,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
7139,1000007138,140,1,-1,-1,2488,1025822,PAID,ARS,11340.0,2381.4,900.0,14621.4
7140,1000007139,1271,1,-1,-1,464,786370,REFUNDED,ARS,21168.0,4445.28,900.0,26513.28
7141,1000007140,297,2,1,1,1,952938,FULFILLED,ARS,67500.0,14175.0,0.0,81675.0
7142,1000007141,171,1,-1,-1,1116,864850,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0
7143,1000007142,1022,1,-1,-1,962,782892,REFUNDED,ARS,25650.0,5386.5,1200.0,32236.5
7144,1000007143,425,2,1,1,1,702624,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
7145,1000007144,250,1,-1,-1,1970,691145,FULFILLED,ARS,48450.0,10174.5,1500.0,60124.5
7146,1000007145,1472,2,1,1,1,875847,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
7147,1000007146,1294,2,1,1,1,1183422,PAID,ARS,76650.0,16096.5,0.0,92746.5
7148,1000007147,364,2,4,4,4,536811,FULFILLED,ARS,41175.0,8646.75,0.0,49821.75
7149,1000007148,669,2,2,2,2,1173181,PAID,ARS,21600.0,4536.0,0.0,26136.0
7150,1000007149,439,2,3,3,3,1152675,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
7151,1000007150,887,2,1,1,1,859550,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
7152,1000007151,1377,2,2,2,2,1169576,PAID,ARS,125055.0,26261.55,0.0,151316.55
7153,1000007152,390,1,-1,-1,41,1236164,FULFILLED,ARS,32400.0,6804.0,1500.0,40704.0
7154,1000007153,1374,2,4,4,4,1183338,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
7155,1000007154,751,1,-1,-1,1530,1237749,FULFILLED,ARS,44887.5,9426.38,1200.0,55513.88
7156,1000007155,906,1,-1,-1,2839,723507,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
7157,1000007156,1041,2,4,4,4,1267951,FULFILLED,ARS,78300.0,16443.0,0.0,94743.0
7158,1000007157,94,2,4,4,4,743858,FULFILLED,ARS,79200.0,16632.0,0.0,95832.0
7159,1000007158,1224,2,2,2,2,1217291,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
7160,1000007159,1026,1,-1,-1,2179,744676,PAID,ARS,42750.0,8977.5,900.0,52627.5
7161,1000007160,223,2,4,4,4,780283,FULFILLED,ARS,16170.0,3395.7,0.0,19565.7
7162,1000007161,1030,1,-1,-1,1431,603168,FULFILLED,ARS,11400.0,2394.0,1200.0,14994.0
7163,1000007162,1458,2,2,2,2,1080998,PAID,ARS,10800.0,2268.0,0.0,13068.0
7164,1000007163,1180,2,2,2,2,377505,FULFILLED,ARS,45927.0,9644.67,0.0,55571.67
7165,1000007164,1498,1,-1,-1,802,780709,FULFILLED,ARS,24300.0,5103.0,900.0,30303.0
7166,1000007165,771,1,-1,-1,2389,739383,REFUNDED,ARS,15675.0,3291.75,900.0,19866.75
7167,1000007166,414,1,-1,-1,209,591506,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0
7168,1000007167,705,2,2,2,2,938721,FULFILLED,ARS,64140.0,13469.4,0.0,77609.4
7169,1000007168,1282,1,-1,-1,2896,892701,FULFILLED,ARS,37800.0,7938.0,0.0,45738.0
7170,1000007169,713,1,-1,-1,2487,1245560,PAID,ARS,11400.0,2394.0,1200.0,14994.0
7171,1000007170,737,1,-1,-1,2471,1012273,FULFILLED,ARS,51000.0,10710.0,900.0,62610.0
7172,1000007171,1337,2,3,3,3,916707,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
7173,1000007172,1060,1,-1,-1,2860,1156465,FULFILLED,ARS,47250.0,9922.5,900.0,58072.5
7174,1000007173,1100,2,1,1,1,899515,FULFILLED,ARS,29160.0,6123.6,0.0,35283.6
7175,1000007174,719,1,-1,-1,2123,880937,FULFILLED,ARS,35910.0,7541.1,1200.0,44651.1
7176,1000007175,1450,1,-1,-1,1837,883557,FULFILLED,ARS,60000.0,12600.0,900.0,73500.0
7177,1000007176,176,1,-1,-1,2815,708671,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
7178,1000007177,756,1,-1,-1,723,1020900,PAID,ARS,9720.0,2041.2,1200.0,12961.2
7179,1000007178,1246,2,1,1,1,765268,FULFILLED,ARS,41362.5,8686.12,0.0,50048.62
7180,1000007179,383,1,-1,-1,754,961985,REFUNDED,ARS,115650.0,24286.5,900.0,140836.5
7181,1000007180,1463,2,2,2,2,926990,REFUNDED,ARS,40500.0,8505.0,0.0,49005.0
7182,1000007181,1177,1,-1,-1,3002,438184,FULFILLED,ARS,46740.0,9815.4,900.0,57455.4
7183,1000007182,321,2,1,1,1,1074890,FULFILLED,ARS,10260.0,2154.6,0.0,12414.6
7184,1000007183,130,2,1,1,1,640148,FULFILLED,ARS,64680.0,13582.8,0.0,78262.8
7185,1000007184,1083,2,3,3,3,428905,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
7186,1000007185,1161,1,-1,-1,3168,911015,FULFILLED,ARS,23160.0,4863.6,1200.0,29223.6
7187,1000007186,785,2,2,2,2,487198,CANCELLED,ARS,41760.0,8769.6,0.0,50529.6
7188,1000007187,487,1,-1,-1,1689,353822,PAID,ARS,24000.0,5040.0,1200.0,30240.0
7189,1000007188,306,1,-1,-1,2687,869258,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0
7190,1000007189,1062,2,4,4,4,621364,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
7191,1000007190,1356,2,1,1,1,559886,PAID,ARS,32400.0,6804.0,0.0,39204.0
7192,1000007191,709,1,-1,-1,618,823611,PAID,ARS,49500.0,10395.0,900.0,60795.0
7193,1000007192,524,1,-1,-1,2743,1042414,FULFILLED,ARS,39600.0,8316.0,1500.0,49416.0
7194,1000007193,1063,2,1,1,1,818499,FULFILLED,ARS,52200.0,10962.0,0.0,63162.0
7195,1000007194,1149,1,-1,-1,2124,400912,FULFILLED,ARS,10584.0,2222.64,900.0,13706.64
7196,1000007195,552,2,4,4,4,609515,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
7197,1000007196,1011,2,3,3,3,708303,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
7198,1000007197,896,1,-1,-1,2072,1113998,FULFILLED,ARS,67800.0,14238.0,1200.0,83238.0
7199,1000007198,762,1,-1,-1,2407,763558,FULFILLED,ARS,58248.0,12232.08,900.0,71380.08
7200,1000007199,812,2,3,3,3,894279,FULFILLED,ARS,60435.0,12691.35,0.0,73126.35
7201,1000007200,785,1,-1,-1,3051,507801,FULFILLED,ARS,47250.0,9922.5,900.0,58072.5
7202,1000007201,1088,2,4,4,4,911797,PAID,ARS,13500.0,2835.0,0.0,16335.0
7203,1000007202,137,2,2,2,2,915676,FULFILLED,ARS,32340.0,6791.4,0.0,39131.4
7204,1000007203,1341,1,-1,-1,1783,788163,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
7205,1000007204,790,1,-1,-1,2284,812201,FULFILLED,ARS,52050.0,10930.5,900.0,63880.5
7206,1000007205,194,1,-1,-1,2987,979861,FULFILLED,ARS,10260.0,2154.6,1200.0,13614.6
7207,1000007206,1373,1,-1,-1,2083,982989,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0
7208,1000007207,754,2,4,4,4,1211131,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
7209,1000007208,841,1,-1,-1,1228,1105414,FULFILLED,ARS,21168.0,4445.28,900.0,26513.28
7210,1000007209,1292,1,-1,-1,2651,911969,CANCELLED,ARS,26010.0,5462.1,1200.0,32672.1
7211,1000007210,1300,1,-1,-1,2764,1049476,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
7212,1000007211,1059,2,4,4,4,1102399,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
7213,1000007212,1420,2,2,2,2,1212233,FULFILLED,ARS,60322.5,12667.72,0.0,72990.22
7214,1000007213,1099,1,-1,-1,3140,1104218,FULFILLED,ARS,10800.0,2268.0,900.0,13968.0
7215,1000007214,219,1,-1,-1,1451,1092800,PAID,ARS,20520.0,4309.2,900.0,25729.2
7216,1000007215,516,2,4,4,4,853763,CANCELLED,ARS,15000.0,3150.0,0.0,18150.0
7217,1000007216,355,2,2,2,2,867729,PAID,ARS,21600.0,4536.0,0.0,26136.0
7218,1000007217,1448,1,-1,-1,977,822409,FULFILLED,ARS,76734.0,16114.14,1500.0,94348.14
7219,1000007218,821,2,1,1,1,667854,FULFILLED,ARS,29700.0,6237.0,0.0,35937.0
7220,1000007219,1494,1,-1,-1,2321,1158302,PAID,ARS,32400.0,6804.0,900.0,40104.0
7221,1000007220,1265,1,-1,-1,1470,620758,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
7222,1000007221,901,1,-1,-1,89,1182591,FULFILLED,ARS,51900.0,10899.0,1200.0,63999.0
7223,1000007222,1268,1,-1,-1,799,897161,FULFILLED,ARS,44700.0,9387.0,0.0,54087.0
7224,1000007223,692,2,4,4,4,1118506,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
7225,1000007224,1497,1,-1,-1,589,1079554,PAID,ARS,15435.0,3241.35,1500.0,20176.35
7226,1000007225,1104,1,-1,-1,3139,967767,FULFILLED,ARS,10800.0,2268.0,1500.0,14568.0
7227,1000007226,862,1,-1,-1,18,625848,FULFILLED,ARS,32340.0,6791.4,900.0,40031.4
7228,1000007227,535,2,3,3,3,1213715,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
7229,1000007228,281,1,-1,-1,124,391610,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
7230,1000007229,629,1,-1,-1,1161,1098498,FULFILLED,ARS,15435.0,3241.35,1500.0,20176.35
7231,1000007230,1161,1,-1,-1,2947,1257143,CANCELLED,ARS,57240.0,12020.4,900.0,70160.4
7232,1000007231,826,2,4,4,4,966516,FULFILLED,ARS,48450.0,10174.5,0.0,58624.5
7233,1000007232,890,2,3,3,3,845805,FULFILLED,ARS,34740.0,7295.4,0.0,42035.4
7234,1000007233,333,1,-1,-1,836,564156,PAID,ARS,54000.0,11340.0,1200.0,66540.0
7235,1000007234,894,1,-1,-1,2172,694760,FULFILLED,ARS,29250.0,6142.5,1200.0,36592.5
7236,1000007235,994,2,3,3,3,1182740,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
7237,1000007236,936,1,-1,-1,1415,641392,FULFILLED,ARS,64950.0,13639.5,1500.0,80089.5
7238,1000007237,902,2,4,4,4,692794,CREATED,ARS,49200.0,10332.0,0.0,59532.0
7239,1000007238,1139,1,-1,-1,252,1244905,FULFILLED,ARS,25935.0,5446.35,0.0,31381.35
7240,1000007239,968,2,1,1,1,421547,FULFILLED,ARS,44748.0,9397.08,0.0,54145.08
7241,1000007240,410,1,-1,-1,2365,470209,CANCELLED,ARS,24840.0,5216.4,0.0,30056.4
7242,1000007241,875,1,-1,-1,194,519109,CANCELLED,ARS,36000.0,7560.0,900.0,44460.0
7243,1000007242,387,2,3,3,3,1091646,FULFILLED,ARS,33600.0,7056.0,0.0,40656.0
7244,1000007243,880,1,-1,-1,2818,1228060,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
7245,1000007244,954,1,-1,-1,1073,1001560,FULFILLED,ARS,108810.0,22850.1,900.0,132560.1
7246,1000007245,933,1,-1,-1,8,412236,FULFILLED,ARS,44400.0,9324.0,900.0,54624.0
7247,1000007246,1154,1,-1,-1,380,807014,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
7248,1000007247,527,2,1,1,1,1073912,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
7249,1000007248,1353,1,-1,-1,2927,619015,PAID,ARS,12150.0,2551.5,1200.0,15901.5
7250,1000007249,667,2,3,3,3,945399,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
7251,1000007250,506,1,-1,-1,1879,837749,FULFILLED,ARS,25872.0,5433.12,0.0,31305.12
7252,1000007251,517,2,2,2,2,906237,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
7253,1000007252,609,1,-1,-1,994,810605,PAID,ARS,31350.0,6583.5,900.0,38833.5
7254,1000007253,1139,1,-1,-1,2105,1262864,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
7255,1000007254,440,1,-1,-1,761,582844,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
7256,1000007255,32,2,3,3,3,788785,FULFILLED,ARS,11340.0,2381.4,0.0,13721.4
7257,1000007256,452,1,-1,-1,1944,858094,PAID,ARS,45000.0,9450.0,1200.0,55650.0
7258,1000007257,903,1,-1,-1,2389,1137463,FULFILLED,ARS,42750.0,8977.5,1500.0,53227.5
7259,1000007258,850,2,1,1,1,958219,FULFILLED,ARS,30780.0,6463.8,0.0,37243.8
7260,1000007259,1186,1,-1,-1,2468,770393,FULFILLED,ARS,67200.0,14112.0,900.0,82212.0
7261,1000007260,905,1,-1,-1,1089,1084750,FULFILLED,ARS,37044.0,7779.24,900.0,45723.24
7262,1000007261,1317,1,-1,-1,586,655848,FULFILLED,ARS,24696.0,5186.16,1500.0,31382.16
7263,1000007262,1224,1,-1,-1,177,765312,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
7264,1000007263,515,1,-1,-1,2189,556145,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
7265,1000007264,81,2,1,1,1,474948,PAID,ARS,28035.0,5887.35,0.0,33922.35
7266,1000007265,838,1,-1,-1,2823,880735,FULFILLED,ARS,48600.0,10206.0,900.0,59706.0
7267,1000007266,1047,1,-1,-1,2178,935343,FULFILLED,ARS,34200.0,7182.0,900.0,42282.0
7268,1000007267,949,2,3,3,3,1120083,PAID,ARS,15750.0,3307.5,0.0,19057.5
7269,1000007268,127,2,1,1,1,843398,FULFILLED,ARS,45780.0,9613.8,0.0,55393.8
7270,1000007269,1192,2,3,3,3,1231473,FULFILLED,ARS,65280.0,13708.8,0.0,78988.8
7271,1000007270,1389,1,-1,-1,1176,798212,PAID,ARS,33000.0,6930.0,1200.0,41130.0
7272,1000007271,1226,1,-1,-1,1427,1043015,FULFILLED,ARS,58200.0,12222.0,1500.0,71922.0
7273,1000007272,895,2,1,1,1,1072431,REFUNDED,ARS,72600.0,15246.0,0.0,87846.0
7274,1000007273,390,1,-1,-1,2793,469073,FULFILLED,ARS,31350.0,6583.5,900.0,38833.5
7275,1000007274,1130,2,4,4,4,1238771,PAID,ARS,10800.0,2268.0,0.0,13068.0
7276,1000007275,915,1,-1,-1,1602,386721,FULFILLED,ARS,24696.0,5186.16,900.0,30782.16
7277,1000007276,354,2,4,4,4,1172175,PAID,ARS,40500.0,8505.0,0.0,49005.0
7278,1000007277,552,1,-1,-1,106,503083,CANCELLED,ARS,44100.0,9261.0,1200.0,54561.0
7279,1000007278,944,1,-1,-1,1296,1102686,FULFILLED,ARS,24696.0,5186.16,900.0,30782.16
7280,1000007279,746,1,-1,-1,2781,1017133,FULFILLED,ARS,30870.0,6482.7,1500.0,38852.7
7281,1000007280,988,1,-1,-1,1963,1004176,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
7282,1000007281,1184,2,3,3,3,916841,PAID,ARS,21600.0,4536.0,0.0,26136.0
7283,1000007282,1019,1,-1,-1,1864,623236,FULFILLED,ARS,31500.0,6615.0,900.0,39015.0
7284,1000007283,433,1,-1,-1,1675,387786,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
7285,1000007284,678,2,1,1,1,621990,PAID,ARS,36450.0,7654.5,0.0,44104.5
7286,1000007285,873,1,-1,-1,1524,734958,FULFILLED,ARS,67800.0,14238.0,900.0,82938.0
7287,1000007286,1463,2,4,4,4,947347,CANCELLED,ARS,25200.0,5292.0,0.0,30492.0
7288,1000007287,658,1,-1,-1,362,1162224,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
7289,1000007288,181,2,1,1,1,913761,PAID,ARS,24300.0,5103.0,0.0,29403.0
7290,1000007289,1268,1,-1,-1,1147,655351,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
7291,1000007290,435,1,-1,-1,597,1090232,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
7292,1000007291,543,1,-1,-1,93,805690,FULFILLED,ARS,22800.0,4788.0,1200.0,28788.0
7293,1000007292,848,1,-1,-1,1609,795122,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
7294,1000007293,61,2,4,4,4,932007,FULFILLED,ARS,60105.0,12622.05,0.0,72727.05
7295,1000007294,273,1,-1,-1,2899,1155298,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
7296,1000007295,597,1,-1,-1,731,1081250,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
7297,1000007296,1395,2,4,4,4,792650,FULFILLED,ARS,78390.0,16461.9,0.0,94851.9
7298,1000007297,1371,1,-1,-1,2279,567165,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
7299,1000007298,1455,1,-1,-1,7,742176,FULFILLED,ARS,37248.0,7822.08,1200.0,46270.08
7300,1000007299,1141,1,-1,-1,212,987422,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
7301,1000007300,512,1,-1,-1,1969,541156,FULFILLED,ARS,38760.0,8139.6,900.0,47799.6
7302,1000007301,350,2,2,2,2,1043691,CANCELLED,ARS,56820.0,11932.2,0.0,68752.2
7303,1000007302,812,2,3,3,3,1025171,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
7304,1000007303,923,1,-1,-1,85,1123719,FULFILLED,ARS,14700.0,3087.0,1500.0,19287.0
7305,1000007304,547,1,-1,-1,69,600290,FULFILLED,ARS,53550.0,11245.5,0.0,64795.5
7306,1000007305,1468,2,3,3,3,975981,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
7307,1000007306,1107,1,-1,-1,747,857304,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
7308,1000007307,486,2,3,3,3,807987,FULFILLED,ARS,110052.0,23110.92,0.0,133162.92
7309,1000007308,393,1,-1,-1,1713,501005,PAID,ARS,31752.0,6667.92,1200.0,39619.92
7310,1000007309,1076,2,1,1,1,866033,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
7311,1000007310,474,2,1,1,1,752092,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
7312,1000007311,1312,1,-1,-1,2329,1018620,REFUNDED,ARS,23520.0,4939.2,0.0,28459.2
7313,1000007312,1305,1,-1,-1,2329,546517,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
7314,1000007313,1307,1,-1,-1,1211,800329,CANCELLED,ARS,35910.0,7541.1,1200.0,44651.1
