nps_sk,responded_at_sk,nps_id,score,comment
1218,611886,13000001217,9,Entrega rápida y producto excelente
1219,620774,13000001218,8,Atención muy buena
1220,1168950,13000001219,7,No Comment
1221,1280594,13000001220,9,Tardó un poco más de lo esperado
1222,863065,13000001221,4,Tardó un poco más de lo esperado
1223,1084526,13000001222,3,Muy conforme con la calidad
1224,719166,13000001223,5,Muy conforme con la calidad
1225,1158677,13000001224,10,Podría mejorar el empaque
1226,1018576,13000001225,9,Tardó un poco más de lo esperado
1227,626089,13000001226,8,Atención muy buena
1228,423607,13000001227,8,No Comment
1229,427206,13000001228,7,Volvería a comprar
1230,1132496,13000001229,9,Atención muy buena
1231,408692,13000001230,0,Muy conforme con la calidad
1232,508892,13000001231,6,Muy conforme con la calidad
1233,903667,13000001232,3,Entrega rápida y producto excelente
1234,1021608,13000001233,9,No Comment
1235,467955,13000001234,9,No Comment
1236,954797,13000001235,7,Muy conforme con la calidad
1237,958297,13000001236,8,Tardó un poco más de lo esperado
1238,373991,13000001237,3,Tardó un poco más de lo esperado
1239,919992,13000001238,6,Volvería a comprar
1240,765896,13000001239,9,Tardó un poco más de lo esperado
1241,1049806,13000001240,5,Entrega rápida y producto excelente
1242,1235828,13000001241,7,Todo perfecto
1243,491819,13000001242,6,No Comment
1244,1233712,13000001243,9,Tardó un poco más de lo esperado
1245,965814,13000001244,7,Muy conforme con la calidad
1246,1020265,13000001245,10,Todo perfecto
1247,725942,13000001246,7,Tardó un poco más de lo esperado
1248,1049773,13000001247,5,Muy conforme con la calidad
1249,586504,13000001248,7,Entrega rápida y producto excelente
1250,519336,13000001249,9,No Comment
1251,1266563,13000001250,9,Muy conforme con la calidad
1252,852701,13000001251,4,Atención muy buena
1253,502841,13000001252,8,Atención muy buena
1254,653240,13000001253,10,Todo perfecto
1255,1148382,13000001254,9,Tardó un poco más de lo esperado
1256,940464,13000001255,0,Volvería a comprar
1257,894810,13000001256,5,Volvería a comprar
1258,614529,13000001257,6,No Comment
1259,507136,13000001258,10,Entrega rápida y producto excelente
1260,510732,13000001259,3,Todo perfecto
1261,482449,13000001260,10,Tardó un poco más de lo esperado
1262,958050,13000001261,8,Podría mejorar el empaque
1263,970663,13000001262,8,Podría mejorar el empaque
1264,981048,13000001263,8,No Comment
1265,566893,13000001264,9,Entrega rápida y producto excelente
1266,633478,13000001265,6,Todo perfecto
1267,453996,13000001266,6,No Comment
1268,561578,13000001267,10,Todo perfecto
1269,1086339,13000001268,8,No Comment
1270,453032,13000001269,2,Entrega rápida y producto excelente
1271,1009634,13000001270,10,Atención muy buena
1272,756079,13000001271,7,Tardó un poco más de lo esperado
1273,952681,13000001272,8,Volvería a comprar
1274,430581,13000001273,8,No Comment
1275,1018570,13000001274,8,Volvería a comprar
1276,654952,13000001275,10,Volvería a comprar
1277,387287,13000001276,8,Tardó un poco más de lo esperado
1278,872172,13000001277,8,Volvería a comprar
1279,560040,13000001278,9,Entrega rápida y producto excelente
1280,504645,13000001279,9,Podría mejorar el empaque
1281,1270494,13000001280,8,Todo perfecto
1282,959364,13000001281,9,Muy conforme con la calidad
1283,527704,13000001282,7,Todo perfecto
1284,1167101,13000001283,3,Volvería a comprar
1285,583838,13000001284,5,Podría mejorar el empaque
1286,1175159,13000001285,1,Volvería a comprar
1287,833760,13000001286,1,Atención muy buena
1288,1143205,13000001287,10,Tardó un poco más de lo esperado
1289,854938,13000001288,9,No Comment
1290,1100619,13000001289,7,Todo perfecto
1291,405437,13000001290,6,Atención muy buena
1292,437357,13000001291,6,Muy conforme con la calidad
1293,994887,13000001292,10,Todo perfecto
1294,1081001,13000001293,9,Tardó un poco más de lo esperado
1295,734847,13000001294,6,Atención muy buena
1296,906482,13000001295,7,Muy conforme con la calidad
1297,1139717,13000001296,6,No Comment
1298,856028,13000001297,10,No Comment
1299,1125221,13000001298,10,Volvería a comprar
1300,737104,13000001299,6,Podría mejorar el empaque
1301,1196771,13000001300,9,Volvería a comprar
1302,423669,13000001301,7,Todo perfecto
1303,372621,13000001302,10,Todo perfecto
1304,844311,13000001303,4,Atención muy buena
1305,800304,13000001304,8,Podría mejorar el empaque
1306,720261,13000001305,4,Todo perfecto
1307,1275595,13000001306,8,Tardó un poco más de lo esperado
1308,910672,13000001307,10,Podría mejorar el empaque
1309,1007657,13000001308,8,Entrega rápida y producto excelente
1310,740074,13000001309,6,Muy conforme con la calidad
1311,1228073,13000001310,4,No Comment
1312,1024112,13000001311,8,Todo perfecto
1313,524402,13000001312,3,Entrega rápida y producto excelente
1314,429508,13000001313,6,No Comment
1315,680816,13000001314,1,Muy conforme con la calidad
1316,870244,13000001315,6,Entrega rápida y producto excelente
1317,586289,13000001316,7,Tardó un poco más de lo esperado
1318,383879,13000001317,9,No Comment
1319,1272032,13000001318,6,No Comment
1320,1232466,13000001319,0,Muy conforme con la calidad
1321,683759,13000001320,6,No Comment
1322,971321,13000001321,7,No Comment
1323,411551,13000001322,0,Muy conforme con la calidad
1324,389039,13000001323,9,Muy conforme con la calidad
1325,788957,13000001324,6,Tardó un poco más de lo esperado
1326,392917,13000001325,9,Muy conforme con la calidad
1327,453672,13000001326,0,No Comment
1328,1129910,13000001327,7,Atención muy buena
1329,671478,13000001328,9,Todo perfecto
1330,940814,13000001329,6,Entrega rápida y producto excelente
1331,862855,13000001330,10,Atención muy buena
1332,449075,13000001331,9,Muy conforme con la calidad
1333,523669,13000001332,6,Entrega rápida y producto excelente
1334,667482,13000001333,9,Volvería a comprar
1335,1122515,13000001334,9,Entrega rápida y producto excelente
1336,1016135,13000001335,10,Atención muy buena
1337,980648,13000001336,10,Entrega rápida y producto excelente
1338,700416,13000001337,8,No Comment
1339,1221623,13000001338,9,Tardó un poco más de lo esperado
1340,1111119,13000001339,3,Volvería a comprar
1341,1175776,13000001340,9,Podría mejorar el empaque
1342,1115641,13000001341,10,Todo perfecto
1343,990371,13000001342,10,Atención muy buena
1344,728585,13000001343,8,No Comment
1345,977934,13000001344,10,Todo perfecto
1346,1275622,13000001345,7,Podría mejorar el empaque
1347,429516,13000001346,3,Entrega rápida y producto excelente
1348,1269630,13000001347,9,Volvería a comprar
1349,779925,13000001348,7,Tardó un poco más de lo esperado
1350,1206506,13000001349,5,Volvería a comprar
1351,1107850,13000001350,8,Muy conforme con la calidad
1352,1136322,13000001351,9,No Comment
1353,1084173,13000001352,5,Podría mejorar el empaque
1354,1155084,13000001353,7,Entrega rápida y producto excelente
1355,1215121,13000001354,7,Entrega rápida y producto excelente
1356,433995,13000001355,5,Volvería a comprar
1357,1076927,13000001356,9,Tardó un poco más de lo esperado
1358,1271157,13000001357,8,No Comment
1359,1087274,13000001358,5,Muy conforme con la calidad
1360,1132648,13000001359,10,Muy conforme con la calidad
1361,472863,13000001360,10,No Comment
1362,593863,13000001361,10,Volvería a comprar
1363,392111,13000001362,10,Tardó un poco más de lo esperado
1364,542803,13000001363,9,No Comment
1365,986036,13000001364,9,Atención muy buena
1366,1248389,13000001365,5,Todo perfecto
1367,731773,13000001366,8,No Comment
1368,650997,13000001367,2,Muy conforme con la calidad
1369,1260885,13000001368,0,Atención muy buena
1370,1235358,13000001369,7,Podría mejorar el empaque
1371,433309,13000001370,10,Todo perfecto
1372,1240853,13000001371,5,Muy conforme con la calidad
1373,871605,13000001372,8,No Comment
1374,1162310,13000001373,9,Volvería a comprar
1375,627704,13000001374,9,Podría mejorar el empaque
1376,1284274,13000001375,9,No Comment
1377,1089828,13000001376,5,Todo perfecto
1378,442947,13000001377,9,Podría mejorar el empaque
1379,595138,13000001378,9,Volvería a comprar
1380,544992,13000001379,8,Volvería a comprar
1381,611768,13000001380,10,Muy conforme con la calidad
1382,1083846,13000001381,9,Todo perfecto
1383,927030,13000001382,3,No Comment
1384,549603,13000001383,9,Entrega rápida y producto excelente
1385,949370,13000001384,7,Todo perfecto
1386,831282,13000001385,0,Atención muy buena
1387,1187774,13000001386,8,Entrega rápida y producto excelente
1388,1290027,13000001387,0,Podría mejorar el empaque
1389,932225,13000001388,9,No Comment
1390,1258367,13000001389,8,Atención muy buena
1391,518152,13000001390,4,Volvería a comprar
1392,1110968,13000001391,9,No Comment
1393,1074096,13000001392,10,No Comment
1394,706127,13000001393,9,Muy conforme con la calidad
1395,1206010,13000001394,9,No Comment
1396,577042,13000001395,3,Entrega rápida y producto excelente
1397,851323,13000001396,7,Muy conforme con la calidad
1398,1184894,13000001397,3,Podría mejorar el empaque
1399,661572,13000001398,7,Atención muy buena
1400,915557,13000001399,7,Atención muy buena
1401,860028,13000001400,7,No Comment
1402,413511,13000001401,7,Tardó un poco más de lo esperado
1403,872728,13000001402,6,Atención muy buena
1404,1246990,13000001403,0,Entrega rápida y producto excelente
1405,627048,13000001404,5,Volvería a comprar
1406,524830,13000001405,10,Muy conforme con la calidad
1407,1250464,13000001406,5,Atención muy buena
1408,1041098,13000001407,5,No Comment
1409,550399,13000001408,3,Atención muy buena
1410,846416,13000001409,10,Tardó un poco más de lo esperado
1411,792224,13000001410,9,No Comment
1412,949862,13000001411,8,Atención muy buena
1413,406232,13000001412,7,Muy conforme con la calidad
1414,985812,13000001413,7,No Comment
1415,1143313,13000001414,9,Tardó un poco más de lo esperado
1416,795109,13000001415,8,Entrega rápida y producto excelente
1417,964321,13000001416,4,Tardó un poco más de lo esperado
1418,1234865,13000001417,8,Podría mejorar el empaque
1419,1146702,13000001418,8,No Comment
1420,1282638,13000001419,9,Muy conforme con la calidad
1421,662786,13000001420,7,Muy conforme con la calidad
1422,979424,13000001421,9,Atención muy buena
1423,756558,13000001422,9,Muy conforme con la calidad
1424,1279951,13000001423,9,Podría mejorar el empaque
1425,707964,13000001424,1,Tardó un poco más de lo esperado
1426,1276429,13000001425,3,No Comment
1427,1239982,13000001426,10,Tardó un poco más de lo esperado
1428,987121,13000001427,6,Muy conforme con la calidad
1429,692031,13000001428,6,Tardó un poco más de lo esperado
1430,722775,13000001429,7,Tardó un poco más de lo esperado
1431,1277960,13000001430,10,Tardó un poco más de lo esperado
1432,419632,13000001431,8,Volvería a comprar
1433,739401,13000001432,8,Atención muy buena
1434,1046158,13000001433,7,Todo perfecto
1435,848750,13000001434,5,Podría mejorar el empaque
1436,634561,13000001435,9,Volvería a comprar
1437,586946,13000001436,7,Podría mejorar el empaque
1438,1057683,13000001437,8,Tardó un poco más de lo esperado
1439,663337,13000001438,4,Tardó un poco más de lo esperado
1440,574847,13000001439,3,Volvería a comprar
1441,1271584,13000001440,7,Tardó un poco más de lo esperado
1442,1017848,13000001441,8,Volvería a comprar
1443,968364,13000001442,10,Todo perfecto
1444,974662,13000001443,6,Atención muy buena
1445,779629,13000001444,1,Tardó un poco más de lo esperado
1446,1156572,13000001445,0,Entrega rápida y producto excelente
1447,521804,13000001446,7,Volvería a comprar
1448,485971,13000001447,7,Podría mejorar el empaque
1449,486317,13000001448,6,Entrega rápida y producto excelente
1450,754903,13000001449,8,Todo perfecto
1451,1138111,13000001450,7,Atención muy buena
1452,964994,13000001451,5,Entrega rápida y producto excelente
1453,695149,13000001452,10,Volvería a comprar
1454,983720,13000001453,3,Atención muy buena
1455,892009,13000001454,7,Podría mejorar el empaque
1456,411972,13000001455,7,Todo perfecto
1457,687014,13000001456,8,Muy conforme con la calidad
1458,811280,13000001457,10,Entrega rápida y producto excelente
1459,787900,13000001458,7,No Comment
1460,944563,13000001459,9,Podría mejorar el empaque
1461,1240929,13000001460,5,Todo perfecto
1462,838570,13000001461,7,Podría mejorar el empaque
1463,826529,13000001462,10,Tardó un poco más de lo esperado
1464,632460,13000001463,7,Entrega rápida y producto excelente
1465,1019314,13000001464,8,Tardó un poco más de lo esperado
1466,577549,13000001465,9,No Comment
1467,1120070,13000001466,7,No Comment
1468,823647,13000001467,5,Podría mejorar el empaque
1469,481530,13000001468,3,Todo perfecto
1470,984406,13000001469,9,Volvería a comprar
1471,753867,13000001470,6,Atención muy buena
1472,490854,13000001471,9,Muy conforme con la calidad
1473,1084201,13000001472,10,Entrega rápida y producto excelente
1474,737406,13000001473,8,Entrega rápida y producto excelente
1475,1226174,13000001474,10,Podría mejorar el empaque
1476,789885,13000001475,7,No Comment
1477,575806,13000001476,9,Todo perfecto
1478,789286,13000001477,6,Podría mejorar el empaque
1479,636999,13000001478,8,No Comment
1480,841157,13000001479,4,Entrega rápida y producto excelente
1481,819189,13000001480,5,Volvería a comprar
1482,486111,13000001481,9,Todo perfecto
1483,858650,13000001482,9,Podría mejorar el empaque
1484,502232,13000001483,6,Muy conforme con la calidad
1485,525990,13000001484,8,Muy conforme con la calidad
1486,1169510,13000001485,8,No Comment
1487,810913,13000001486,7,Todo perfecto
1488,647664,13000001487,7,Muy conforme con la calidad
1489,402383,13000001488,7,Tardó un poco más de lo esperado
1490,1144887,13000001489,10,Muy conforme con la calidad
1491,1282145,13000001490,10,Todo perfecto
1492,787895,13000001491,7,Entrega rápida y producto excelente
1493,715236,13000001492,1,Entrega rápida y producto excelente
1494,552303,13000001493,9,Muy conforme con la calidad
1495,1030982,13000001494,10,Atención muy buena
1496,1252721,13000001495,9,Tardó un poco más de lo esperado
1497,444052,13000001496,6,No Comment
1498,1054630,13000001497,9,No Comment
1499,414082,13000001498,8,Atención muy buena
1500,786682,13000001499,10,Podría mejorar el empaque
1501,1019698,13000001500,10,No Comment
1502,1166790,13000001501,8,Entrega rápida y producto excelente
1503,854851,13000001502,9,Atención muy buena
1504,979379,13000001503,7,Atención muy buena
1505,715963,13000001504,10,Atención muy buena
1506,984445,13000001505,3,Entrega rápida y producto excelente
1507,424294,13000001506,9,Atención muy buena
1508,542177,13000001507,7,Todo perfecto
1509,543700,13000001508,10,Muy conforme con la calidad
1510,658547,13000001509,10,Tardó un poco más de lo esperado
1511,604497,13000001510,8,Todo perfecto
1512,1040555,13000001511,8,Todo perfecto
1513,994867,13000001512,10,Tardó un poco más de lo esperado
1514,774038,13000001513,5,Volvería a comprar
1515,1110644,13000001514,10,Volvería a comprar
1516,686971,13000001515,10,Entrega rápida y producto excelente
1517,943061,13000001516,0,Atención muy buena
1518,526306,13000001517,2,Entrega rápida y producto excelente
1519,1085763,13000001518,10,No Comment
1520,871219,13000001519,2,Entrega rápida y producto excelente
1521,531203,13000001520,8,Entrega rápida y producto excelente
1522,816824,13000001521,7,No Comment
1523,727509,13000001522,8,Tardó un poco más de lo esperado
1524,857595,13000001523,8,Podría mejorar el empaque
1525,544616,13000001524,10,Tardó un poco más de lo esperado
1526,546180,13000001525,8,Todo perfecto
1527,1252316,13000001526,4,Volvería a comprar
1528,420790,13000001527,7,Entrega rápida y producto excelente
1529,497774,13000001528,6,Todo perfecto
1530,922541,13000001529,8,Atención muy buena
1531,825508,13000001530,5,Todo perfecto
1532,1001980,13000001531,8,Muy conforme con la calidad
1533,1212223,13000001532,10,Atención muy buena
1534,1019365,13000001533,8,Podría mejorar el empaque
1535,862246,13000001534,1,Todo perfecto
1536,427641,13000001535,5,No Comment
1537,1255496,13000001536,10,Tardó un poco más de lo esperado
1538,1068908,13000001537,3,Entrega rápida y producto excelente
1539,452090,13000001538,5,Todo perfecto
1540,490325,13000001539,9,Atención muy buena
1541,416536,13000001540,10,Volvería a comprar
1542,701731,13000001541,1,No Comment
1543,1015932,13000001542,3,Muy conforme con la calidad
1544,503298,13000001543,3,Todo perfecto
1545,822004,13000001544,9,Todo perfecto
1546,857112,13000001545,8,Tardó un poco más de lo esperado
1547,664526,13000001546,2,Volvería a comprar
1548,374481,13000001547,9,Tardó un poco más de lo esperado
1549,730824,13000001548,8,Entrega rápida y producto excelente
1550,864168,13000001549,6,Podría mejorar el empaque
1551,506959,13000001550,9,No Comment
1552,1237473,13000001551,8,Muy conforme con la calidad
1553,1003249,13000001552,9,Podría mejorar el empaque
1554,1010965,13000001553,9,Volvería a comprar
1555,1133436,13000001554,9,No Comment
1556,1077816,13000001555,7,Podría mejorar el empaque
1557,1240477,13000001556,9,No Comment
1558,672306,13000001557,6,Volvería a comprar
1559,1001878,13000001558,6,No Comment
1560,671683,13000001559,7,Tardó un poco más de lo esperado
1561,1187564,13000001560,8,Todo perfecto
1562,848829,13000001561,10,Podría mejorar el empaque
1563,690710,13000001562,9,Volvería a comprar
1564,941203,13000001563,8,Atención muy buena
1565,890533,13000001564,10,Volvería a comprar
1566,707381,13000001565,10,Volvería a comprar
1567,941866,13000001566,10,No Comment
1568,1065993,13000001567,9,Tardó un poco más de lo esperado
1569,844984,13000001568,7,Volvería a comprar
1570,717534,13000001569,8,Volvería a comprar
1571,964458,13000001570,8,Tardó un poco más de lo esperado
1572,1057161,13000001571,6,Todo perfecto
1573,498005,13000001572,2,Tardó un poco más de lo esperado
1574,793209,13000001573,7,Atención muy buena
1575,407041,13000001574,8,Entrega rápida y producto excelente
1576,484744,13000001575,8,Tardó un poco más de lo esperado
1577,892141,13000001576,9,Podría mejorar el empaque
1578,1056893,13000001577,8,Entrega rápida y producto excelente
1579,821015,13000001578,8,Tardó un poco más de lo esperado
1580,1025010,13000001579,8,Atención muy buena
1581,1245355,13000001580,8,Podría mejorar el empaque
1582,1062147,13000001581,5,Muy conforme con la calidad
1583,1232261,13000001582,5,Podría mejorar el empaque
1584,1261663,13000001583,7,No Comment
1585,1179992,13000001584,3,Podría mejorar el empaque
1586,1219822,13000001585,7,Atención muy buena
1587,657320,13000001586,5,Atención muy buena
1588,1067735,13000001587,7,Todo perfecto
1589,494191,13000001588,7,Volvería a comprar
1590,639262,13000001589,9,Muy conforme con la calidad
1591,881958,13000001590,7,Entrega rápida y producto excelente
1592,586832,13000001591,6,No Comment
1593,912602,13000001592,5,Atención muy buena
1594,694421,13000001593,8,Todo perfecto
1595,928271,13000001594,9,Muy conforme con la calidad
1596,959798,13000001595,10,No Comment
1597,760207,13000001596,9,Todo perfecto
1598,761684,13000001597,10,Entrega rápida y producto excelente
1599,922061,13000001598,10,Tardó un poco más de lo esperado
1600,1149760,13000001599,10,Podría mejorar el empaque
1601,430777,13000001600,10,Podría mejorar el empaque
1602,589686,13000001601,9,No Comment
1603,1195857,13000001602,10,Volvería a comprar
1604,385008,13000001603,8,Muy conforme con la calidad
1605,548625,13000001604,10,Tardó un poco más de lo esperado
1606,464824,13000001605,3,Entrega rápida y producto excelente
1607,988850,13000001606,7,Volvería a comprar
1608,986353,13000001607,8,Tardó un poco más de lo esperado
1609,699080,13000001608,9,Volvería a comprar
1610,1013807,13000001609,9,Podría mejorar el empaque
1611,445482,13000001610,5,Entrega rápida y producto excelente
1612,598486,13000001611,9,Tardó un poco más de lo esperado
1613,752023,13000001612,8,Todo perfecto
1614,931442,13000001613,8,Volvería a comprar
1615,492647,13000001614,5,Volvería a comprar
1616,1065107,13000001615,8,Atención muy buena
1617,1153657,13000001616,9,Todo perfecto
1618,1253957,13000001617,10,Muy conforme con la calidad
1619,829449,13000001618,9,Muy conforme con la calidad
1620,795549,13000001619,9,Atención muy buena
1621,1142233,13000001620,8,Todo perfecto
1622,655524,13000001621,3,Tardó un poco más de lo esperado
1623,917507,13000001622,6,No Comment
1624,664596,13000001623,10,Volvería a comprar
1625,1004343,13000001624,8,Todo perfecto
1626,1260848,13000001625,9,Entrega rápida y producto excelente
1627,412847,13000001626,10,Tardó un poco más de lo esperado
1628,578137,13000001627,8,Tardó un poco más de lo esperado
1629,622176,13000001628,10,Entrega rápida y producto excelente
1630,1216069,13000001629,10,Tardó un poco más de lo esperado
1631,639001,13000001630,5,Volvería a comprar
1632,498491,13000001631,5,Todo perfecto
1633,637335,13000001632,8,Podría mejorar el empaque
1634,1096484,13000001633,6,Podría mejorar el empaque
1635,757074,13000001634,8,Entrega rápida y producto excelente
1636,896169,13000001635,7,Entrega rápida y producto excelente
1637,1276674,13000001636,5,Todo perfecto
1638,592889,13000001637,6,Todo perfecto
1639,1218539,13000001638,9,Todo perfecto
1640,958274,13000001639,6,Atención muy buena
1641,968183,13000001640,9,No Comment
1642,887310,13000001641,10,Muy conforme con la calidad
1643,826317,13000001642,7,Entrega rápida y producto excelente
1644,1021013,13000001643,10,No Comment
1645,411207,13000001644,9,Todo perfecto
1646,477582,13000001645,8,Muy conforme con la calidad
1647,705006,13000001646,8,Atención muy buena
1648,827949,13000001647,2,Muy conforme con la calidad
1649,599058,13000001648,7,Atención muy buena
1650,815286,13000001649,9,Entrega rápida y producto excelente
1651,954506,13000001650,8,Podría mejorar el empaque
1652,709715,13000001651,7,Entrega rápida y producto excelente
1653,1078931,13000001652,9,Volvería a comprar
1654,1205038,13000001653,8,Todo perfecto
1655,1237295,13000001654,7,Muy conforme con la calidad
1656,455293,13000001655,7,Todo perfecto
1657,765899,13000001656,10,Entrega rápida y producto excelente
1658,870683,13000001657,8,Entrega rápida y producto excelente
1659,734266,13000001658,7,Podría mejorar el empaque
1660,700158,13000001659,7,Volvería a comprar
1661,440382,13000001660,5,Muy conforme con la calidad
1662,1277942,13000001661,6,Podría mejorar el empaque
1663,371623,13000001662,2,Todo perfecto
1664,545187,13000001663,3,Todo perfecto
1665,753485,13000001664,10,Atención muy buena
1666,818658,13000001665,4,Muy conforme con la calidad
1667,761879,13000001666,8,Todo perfecto
1668,960179,13000001667,4,No Comment
1669,614788,13000001668,8,Tardó un poco más de lo esperado
1670,945045,13000001669,9,Tardó un poco más de lo esperado
1671,966930,13000001670,7,No Comment
1672,1155249,13000001671,8,Tardó un poco más de lo esperado
1673,399424,13000001672,9,Muy conforme con la calidad
1674,521171,13000001673,6,Tardó un poco más de lo esperado
1675,1027251,13000001674,8,Entrega rápida y producto excelente
1676,434361,13000001675,8,No Comment
1677,1186987,13000001676,7,Todo perfecto
1678,437983,13000001677,9,Podría mejorar el empaque
1679,833013,13000001678,9,Atención muy buena
1680,591003,13000001679,7,Todo perfecto
1681,1005887,13000001680,7,Atención muy buena
1682,595921,13000001681,9,Atención muy buena
1683,608253,13000001682,7,Podría mejorar el empaque
1684,639160,13000001683,9,Volvería a comprar
1685,1190668,13000001684,9,Podría mejorar el empaque
1686,1229166,13000001685,8,Entrega rápida y producto excelente
1687,732022,13000001686,10,Volvería a comprar
1688,904070,13000001687,1,No Comment
1689,471729,13000001688,8,No Comment
1690,1036890,13000001689,6,Podría mejorar el empaque
1691,373575,13000001690,7,Muy conforme con la calidad
1692,1269549,13000001691,6,Tardó un poco más de lo esperado
1693,877091,13000001692,9,Podría mejorar el empaque
1694,464475,13000001693,9,Entrega rápida y producto excelente
1695,1120225,13000001694,9,Entrega rápida y producto excelente
1696,1200017,13000001695,8,Muy conforme con la calidad
1697,460902,13000001696,7,Muy conforme con la calidad
1698,1149582,13000001697,3,Volvería a comprar
1699,451511,13000001698,8,No Comment
1700,537632,13000001699,8,Todo perfecto
1701,831271,13000001700,9,Todo perfecto
1702,747618,13000001701,8,Muy conforme con la calidad
1703,573234,13000001702,5,Podría mejorar el empaque
1704,1268095,13000001703,7,Entrega rápida y producto excelente
1705,365323,13000001704,4,Podría mejorar el empaque
1706,1227148,13000001705,7,Tardó un poco más de lo esperado
1707,1123129,13000001706,10,Todo perfecto
1708,1226248,13000001707,10,Muy conforme con la calidad
1709,704348,13000001708,1,Atención muy buena
1710,393339,13000001709,2,Todo perfecto
1711,1222770,13000001710,8,Todo perfecto
1712,1092669,13000001711,9,Todo perfecto
1713,1044336,13000001712,1,Entrega rápida y producto excelente
1714,798615,13000001713,9,Volvería a comprar
1715,1188545,13000001714,7,Tardó un poco más de lo esperado
1716,478631,13000001715,6,Volvería a comprar
1717,649966,13000001716,7,Atención muy buena
1718,520742,13000001717,7,Volvería a comprar
1719,708458,13000001718,9,No Comment
1720,1192557,13000001719,3,Volvería a comprar
1721,1231695,13000001720,8,Podría mejorar el empaque
1722,870653,13000001721,4,Todo perfecto
1723,406975,13000001722,0,Todo perfecto
1724,990330,13000001723,9,Todo perfecto
1725,817609,13000001724,8,Podría mejorar el empaque
1726,828286,13000001725,7,No Comment
1727,387432,13000001726,9,Podría mejorar el empaque
1728,1036320,13000001727,7,Podría mejorar el empaque
1729,424666,13000001728,9,Todo perfecto
1730,610094,13000001729,7,Atención muy buena
1731,949501,13000001730,8,Tardó un poco más de lo esperado
1732,472579,13000001731,5,Muy conforme con la calidad
1733,1110228,13000001732,7,Podría mejorar el empaque
1734,775799,13000001733,8,Volvería a comprar
1735,548105,13000001734,10,Entrega rápida y producto excelente
1736,709034,13000001735,9,Volvería a comprar
1737,1241208,13000001736,4,Atención muy buena
1738,1089788,13000001737,2,Muy conforme con la calidad
1739,1195070,13000001738,5,No Comment
1740,496404,13000001739,3,Tardó un poco más de lo esperado
1741,469771,13000001740,7,No Comment
1742,993945,13000001741,10,Todo perfecto
1743,1100520,13000001742,0,Volvería a comprar
1744,922401,13000001743,7,Volvería a comprar
1745,826243,13000001744,7,Tardó un poco más de lo esperado
1746,981057,13000001745,8,No Comment
1747,679342,13000001746,2,Muy conforme con la calidad
1748,585183,13000001747,6,Atención muy buena
1749,739629,13000001748,2,Tardó un poco más de lo esperado
1750,517987,13000001749,8,Todo perfecto
1751,1238234,13000001750,8,Tardó un poco más de lo esperado
1752,1020967,13000001751,6,Todo perfecto
1753,761489,13000001752,10,No Comment
1754,457758,13000001753,10,Podría mejorar el empaque
1755,759700,13000001754,8,Atención muy buena
1756,1252776,13000001755,8,Volvería a comprar
1757,818109,13000001756,2,Entrega rápida y producto excelente
1758,718850,13000001757,7,Tardó un poco más de lo esperado
1759,707852,13000001758,10,Podría mejorar el empaque
1760,1183193,13000001759,10,Entrega rápida y producto excelente
1761,1283030,13000001760,9,Tardó un poco más de lo esperado
1762,969223,13000001761,6,Volvería a comprar
1763,702788,13000001762,3,Tardó un poco más de lo esperado
1764,893661,13000001763,10,Tardó un poco más de lo esperado
1765,493939,13000001764,10,Volvería a comprar
1766,1173384,13000001765,3,Atención muy buena
1767,485439,13000001766,9,Muy conforme con la calidad
1768,1109827,13000001767,6,Volvería a comprar
1769,699942,13000001768,9,Muy conforme con la calidad
1770,999298,13000001769,8,Entrega rápida y producto excelente
1771,747733,13000001770,6,Podría mejorar el empaque
1772,379879,13000001771,9,Podría mejorar el empaque
1773,591320,13000001772,3,No Comment
1774,486568,13000001773,1,Atención muy buena
1775,854901,13000001774,10,Todo perfecto
1776,621853,13000001775,10,Podría mejorar el empaque
1777,759624,13000001776,6,Podría mejorar el empaque
1778,567500,13000001777,10,Volvería a comprar
1779,858707,13000001778,7,Atención muy buena
1780,716215,13000001779,6,Volvería a comprar
1781,552308,13000001780,10,Entrega rápida y producto excelente
1782,493838,13000001781,4,Volvería a comprar
1783,535941,13000001782,4,Tardó un poco más de lo esperado
1784,819785,13000001783,0,Entrega rápida y producto excelente
1785,913453,13000001784,9,Atención muy buena
1786,524022,13000001785,8,Volvería a comprar
1787,824045,13000001786,4,Muy conforme con la calidad
1788,890386,13000001787,5,Tardó un poco más de lo esperado
1789,535883,13000001788,9,Muy conforme con la calidad
1790,623791,13000001789,9,Muy conforme con la calidad
1791,947546,13000001790,9,Atención muy buena
1792,679184,13000001791,8,Atención muy buena
1793,503567,13000001792,3,Volvería a comprar
1794,737069,13000001793,6,Volvería a comprar
1795,792877,13000001794,9,Tardó un poco más de lo esperado
1796,1141976,13000001795,1,Tardó un poco más de lo esperado
1797,1112990,13000001796,8,Atención muy buena
1798,589056,13000001797,6,Todo perfecto
1799,965627,13000001798,8,Volvería a comprar
1800,505951,13000001799,8,Entrega rápida y producto excelente
1801,478421,13000001800,6,No Comment
1802,1044676,13000001801,6,Todo perfecto
1803,580159,13000001802,10,Todo perfecto
1804,1240013,13000001803,4,Atención muy buena
1805,666740,13000001804,3,No Comment
1806,1187378,13000001805,8,Tardó un poco más de lo esperado
1807,1019670,13000001806,8,No Comment
1808,813401,13000001807,3,Volvería a comprar
1809,1008308,13000001808,6,Entrega rápida y producto excelente
