session_sk,session_id,customer_sk,started_at_sk,ended_at_sk,source_sk,device_sk
50885,11000050884,-1,546298,546317.0,4,2
50886,11000050885,1428,527284,527293.0,1,2
50887,11000050886,500,379585,379645.0,2,1
50888,11000050887,387,782928,782950.0,1,2
50889,11000050888,578,1067223,1067253.0,1,2
50890,11000050889,970,927310,927331.0,1,3
50891,11000050890,873,1153497,1153543.0,4,2
50892,11000050891,296,476109,476154.0,2,2
50893,11000050892,-1,941491,941504.0,1,1
50894,11000050893,1463,1113761,1113787.0,2,1
50895,11000050894,-1,1145693,1145748.0,3,2
50896,11000050895,-1,493304,493361.0,1,2
50897,11000050896,-1,533392,533415.0,1,2
50898,11000050897,-1,1219439,1219450.0,1,2
50899,11000050898,-1,593840,593888.0,2,2
50900,11000050899,1165,973055,973071.0,1,1
50901,11000050900,1441,418956,418967.0,4,2
50902,11000050901,-1,363863,363918.0,1,2
50903,11000050902,-1,801820,801876.0,2,3
50904,11000050903,-1,723115,723124.0,2,2
50905,11000050904,119,545382,545404.0,1,1
50906,11000050905,-1,1219731,1219785.0,1,2
50907,11000050906,568,366866,366872.0,1,1
50908,11000050907,-1,600366,600399.0,1,3
50909,11000050908,1339,1182511,1182555.0,3,2
50910,11000050909,-1,900893,900930.0,4,1
50911,11000050910,379,491224,491234.0,5,2
50912,11000050911,1256,672833,672887.0,2,2
50913,11000050912,-1,1004857,1004899.0,4,2
50914,11000050913,-1,1166538,1166550.0,3,1
50915,11000050914,821,1012887,1012913.0,1,1
50916,11000050915,1310,575843,575883.0,3,2
50917,11000050916,149,583572,583587.0,2,1
50918,11000050917,1107,994132,994189.0,2,1
50919,11000050918,-1,883986,884024.0,4,2
50920,11000050919,513,914444,914476.0,2,2
50921,11000050920,1003,489329,489351.0,5,2
50922,11000050921,936,1083243,1083263.0,2,2
50923,11000050922,917,996431,996467.0,3,2
50924,11000050923,1391,410478,410516.0,2,1
50925,11000050924,-1,810079,810102.0,1,2
50926,11000050925,-1,794557,794588.0,2,2
50927,11000050926,565,1236847,1236884.0,1,2
50928,11000050927,1294,379529,379554.0,4,2
50929,11000050928,1015,999502,999543.0,4,2
50930,11000050929,-1,1271343,1271371.0,4,1
50931,11000050930,-1,1091615,1091635.0,5,1
50932,11000050931,71,552020,552071.0,2,2
50933,11000050932,800,814486,814530.0,5,2
50934,11000050933,697,713720,713755.0,5,1
50935,11000050934,995,1167223,1167250.0,4,1
50936,11000050935,1354,507069,507092.0,2,2
50937,11000050936,-1,700526,700569.0,3,1
50938,11000050937,-1,533019,533041.0,1,2
50939,11000050938,363,1254732,1254762.0,1,2
50940,11000050939,-1,1016256,1016298.0,3,1
50941,11000050940,-1,416327,416328.0,1,2
50942,11000050941,-1,432770,432791.0,4,1
50943,11000050942,-1,1083847,1083855.0,5,2
50944,11000050943,204,574719,574777.0,1,2
50945,11000050944,-1,747278,747303.0,1,1
50946,11000050945,1376,997398,997409.0,2,1
50947,11000050946,47,394384,394436.0,4,1
50948,11000050947,-1,1105942,,2,2
50949,11000050948,-1,596705,596706.0,3,2
50950,11000050949,267,416509,416539.0,2,2
50951,11000050950,1166,1074458,1074477.0,1,1
50952,11000050951,1392,694898,694904.0,2,2
50953,11000050952,-1,1175654,1175713.0,1,2
50954,11000050953,1072,659003,659018.0,2,2
50955,11000050954,-1,367427,367485.0,4,1
50956,11000050955,1096,549904,549959.0,2,2
50957,11000050956,-1,873746,873804.0,4,2
50958,11000050957,659,565366,565380.0,1,2
50959,11000050958,213,820487,820494.0,3,2
50960,11000050959,1009,1054425,1054466.0,5,2
50961,11000050960,955,517734,517776.0,2,2
50962,11000050961,993,473158,473181.0,2,3
50963,11000050962,1239,690844,690859.0,5,1
50964,11000050963,1191,483316,483373.0,1,1
50965,11000050964,186,881851,881867.0,1,2
50966,11000050965,-1,925354,925362.0,1,2
50967,11000050966,-1,1014922,1014971.0,1,2
50968,11000050967,1017,989544,989547.0,2,2
50969,11000050968,1161,592787,592820.0,1,1
50970,11000050969,347,694052,694070.0,2,1
50971,11000050970,756,1225146,1225191.0,1,2
50972,11000050971,448,642791,642848.0,1,1
50973,11000050972,201,986093,986146.0,1,2
50974,11000050973,1482,596482,596500.0,1,1
50975,11000050974,949,779896,779900.0,2,2
50976,11000050975,-1,452241,452244.0,3,2
50977,11000050976,934,851754,851795.0,1,2
50978,11000050977,814,627217,627242.0,5,1
50979,11000050978,403,476861,476863.0,2,2
50980,11000050979,97,599997,600031.0,2,2
50981,11000050980,-1,1023123,1023162.0,2,2
50982,11000050981,273,904858,904898.0,5,1
50983,11000050982,917,564409,,1,2
50984,11000050983,1493,1149967,1149977.0,1,2
50985,11000050984,969,1136107,1136128.0,2,2
50986,11000050985,274,989941,989945.0,2,3
50987,11000050986,-1,1105605,1105630.0,2,3
50988,11000050987,1370,952999,,4,2
50989,11000050988,906,1051697,1051698.0,3,2
50990,11000050989,337,815264,815309.0,2,1
50991,11000050990,-1,1263267,1263275.0,2,1
50992,11000050991,599,652215,652253.0,2,1
50993,11000050992,1118,1144530,1144585.0,2,2
50994,11000050993,306,648992,649026.0,1,2
50995,11000050994,636,639135,639195.0,1,2
50996,11000050995,459,669944,669977.0,2,2
50997,11000050996,734,1011178,1011208.0,5,1
50998,11000050997,1089,656594,656654.0,1,2
50999,11000050998,1433,1084503,,1,2
51000,11000050999,-1,879417,879444.0,1,1
51001,11000051000,622,1136872,1136879.0,3,2
51002,11000051001,367,535084,535133.0,2,2
51003,11000051002,-1,618886,618894.0,2,1
51004,11000051003,-1,780066,780104.0,2,2
51005,11000051004,1255,711580,711598.0,1,3
51006,11000051005,990,614300,614315.0,2,3
51007,11000051006,289,697132,697191.0,4,1
51008,11000051007,-1,881312,881361.0,3,2
51009,11000051008,-1,849675,849689.0,3,1
51010,11000051009,-1,1172626,1172664.0,3,1
51011,11000051010,-1,1210698,1210718.0,4,1
51012,11000051011,90,894063,894072.0,1,1
51013,11000051012,997,667823,667831.0,2,1
51014,11000051013,-1,661902,661936.0,1,1
51015,11000051014,-1,498014,498042.0,1,2
51016,11000051015,261,831389,831432.0,2,2
51017,11000051016,-1,1025264,1025276.0,4,2
51018,11000051017,-1,370784,370819.0,1,2
51019,11000051018,1489,1244086,1244087.0,2,2
51020,11000051019,-1,1248467,1248486.0,3,2
51021,11000051020,-1,1271440,,4,2
51022,11000051021,895,801659,801695.0,2,2
51023,11000051022,1157,991071,991099.0,2,1
51024,11000051023,939,814811,814844.0,5,2
51025,11000051024,1287,771286,771332.0,2,1
51026,11000051025,14,891434,891480.0,2,2
51027,11000051026,-1,419884,419927.0,2,1
51028,11000051027,51,660385,660401.0,3,2
51029,11000051028,655,740160,740218.0,1,1
51030,11000051029,-1,852147,852153.0,1,1
51031,11000051030,1110,1137097,1137152.0,2,2
51032,11000051031,725,734855,734902.0,5,3
51033,11000051032,-1,1220300,1220301.0,5,2
51034,11000051033,874,571794,571851.0,2,2
51035,11000051034,1370,1118987,1118993.0,1,2
51036,11000051035,1309,584679,584681.0,3,1
51037,11000051036,29,891207,891263.0,2,2
51038,11000051037,390,687809,687830.0,1,3
51039,11000051038,1459,760649,760660.0,5,1
51040,11000051039,-1,1115800,1115839.0,4,1
51041,11000051040,1293,466909,466963.0,2,2
51042,11000051041,335,580626,,2,2
51043,11000051042,1448,1264711,1264717.0,2,2
51044,11000051043,-1,575562,575595.0,5,1
51045,11000051044,-1,547858,547872.0,2,2
51046,11000051045,-1,456917,456953.0,4,2
51047,11000051046,625,658787,658845.0,2,2
51048,11000051047,518,489377,489426.0,2,2
51049,11000051048,-1,1090558,1090613.0,1,1
51050,11000051049,-1,412979,413000.0,1,2
51051,11000051050,1143,952566,952626.0,2,1
51052,11000051051,524,1125530,1125584.0,1,2
51053,11000051052,1487,676384,676408.0,5,2
51054,11000051053,666,948727,948742.0,1,2
51055,11000051054,89,573158,573213.0,2,2
51056,11000051055,1141,624223,624227.0,1,2
51057,11000051056,-1,1263577,1263581.0,1,2
51058,11000051057,-1,631329,631389.0,5,2
51059,11000051058,-1,967513,967519.0,2,1
51060,11000051059,-1,392923,392958.0,2,1
51061,11000051060,110,818727,818742.0,2,2
51062,11000051061,343,794222,794266.0,5,2
51063,11000051062,68,1138889,1138900.0,3,2
51064,11000051063,1318,884604,884655.0,2,1
51065,11000051064,-1,1182535,1182561.0,2,2
51066,11000051065,667,569415,569457.0,2,1
51067,11000051066,19,652324,652332.0,2,2
51068,11000051067,-1,788868,788874.0,2,1
51069,11000051068,544,944303,944347.0,1,1
51070,11000051069,901,419595,419608.0,1,1
51071,11000051070,661,1131590,1131636.0,1,2
51072,11000051071,1393,1106995,1107011.0,1,1
51073,11000051072,1426,762665,762687.0,1,2
51074,11000051073,547,922691,922697.0,4,3
51075,11000051074,1398,610198,,5,2
51076,11000051075,1397,427746,427801.0,2,2
51077,11000051076,-1,734662,734710.0,5,2
51078,11000051077,-1,924320,924323.0,2,2
51079,11000051078,1211,928057,928101.0,5,1
51080,11000051079,1137,937874,937903.0,2,2
51081,11000051080,42,422253,422283.0,5,2
51082,11000051081,1194,850165,850206.0,1,3
51083,11000051082,864,1112121,1112141.0,1,1
51084,11000051083,879,573214,573243.0,2,2
51085,11000051084,419,538051,538073.0,1,2
51086,11000051085,645,1068088,1068101.0,4,1
51087,11000051086,-1,531318,531352.0,2,2
51088,11000051087,1134,1266541,1266587.0,2,2
51089,11000051088,1395,416187,416195.0,1,2
51090,11000051089,518,1034957,1034967.0,2,2
51091,11000051090,999,374003,,1,2
51092,11000051091,482,542527,542560.0,2,2
51093,11000051092,59,836303,836340.0,1,2
51094,11000051093,481,878593,,1,1
51095,11000051094,717,632506,632540.0,2,2
51096,11000051095,286,1159209,1159238.0,1,2
51097,11000051096,649,717934,717939.0,4,2
51098,11000051097,1139,1112541,1112594.0,1,1
51099,11000051098,886,990577,990622.0,1,2
51100,11000051099,1404,840230,840276.0,4,2
51101,11000051100,926,991338,991349.0,2,2
51102,11000051101,242,440803,440816.0,2,1
51103,11000051102,357,429895,429931.0,2,2
51104,11000051103,975,1212796,,2,3
51105,11000051104,82,1255699,1255718.0,1,1
51106,11000051105,146,1220238,,1,2
51107,11000051106,-1,1018988,1019001.0,4,2
51108,11000051107,758,1248508,1248551.0,2,2
51109,11000051108,327,921434,921464.0,1,2
51110,11000051109,-1,631836,631891.0,2,2
51111,11000051110,931,419356,419357.0,1,1
51112,11000051111,271,868788,868806.0,1,2
51113,11000051112,101,734727,734734.0,2,2
51114,11000051113,-1,485868,485888.0,2,2
51115,11000051114,267,740921,740938.0,5,1
51116,11000051115,-1,468863,468876.0,1,1
51117,11000051116,-1,418086,418114.0,1,2
51118,11000051117,328,634246,634301.0,1,2
51119,11000051118,-1,1272151,,2,1
51120,11000051119,105,547999,548043.0,1,3
51121,11000051120,1483,696097,696106.0,1,2
51122,11000051121,473,1082463,1082473.0,2,1
51123,11000051122,225,583983,584013.0,1,2
51124,11000051123,1486,1181553,1181585.0,2,2
51125,11000051124,387,753076,753078.0,2,2
51126,11000051125,1058,1237070,1237091.0,2,2
51127,11000051126,529,1086711,1086768.0,2,2
51128,11000051127,626,411371,411405.0,2,2
51129,11000051128,-1,382304,382327.0,1,2
51130,11000051129,477,703822,703828.0,4,2
51131,11000051130,1044,1080411,,1,1
51132,11000051131,-1,522035,522093.0,1,2
51133,11000051132,-1,1067108,1067160.0,2,2
51134,11000051133,747,568120,568156.0,2,2
51135,11000051134,-1,837347,837352.0,4,2
51136,11000051135,-1,762441,762485.0,2,1
51137,11000051136,285,1020960,1021013.0,1,2
51138,11000051137,990,881140,881144.0,3,1
51139,11000051138,1032,772684,772705.0,3,2
51140,11000051139,-1,498967,499014.0,2,2
51141,11000051140,-1,1069174,1069229.0,2,1
51142,11000051141,427,826349,826405.0,4,2
51143,11000051142,120,1008461,1008486.0,4,2
51144,11000051143,-1,398221,398229.0,1,1
51145,11000051144,311,1147600,1147632.0,2,2
51146,11000051145,-1,998684,998695.0,1,2
51147,11000051146,797,849626,849675.0,2,2
51148,11000051147,665,1057391,1057402.0,4,3
51149,11000051148,207,371308,371320.0,2,2
51150,11000051149,-1,1099858,1099886.0,1,2
51151,11000051150,1499,898659,898700.0,2,1
51152,11000051151,-1,857325,857377.0,2,2
51153,11000051152,1168,822082,822121.0,1,2
51154,11000051153,506,681509,681567.0,4,2
51155,11000051154,-1,541640,541661.0,2,2
51156,11000051155,1228,731259,731303.0,2,2
51157,11000051156,-1,426852,426890.0,1,2
51158,11000051157,494,1209846,1209892.0,3,2
51159,11000051158,-1,1179664,1179718.0,3,2
51160,11000051159,284,440511,440520.0,4,2
51161,11000051160,440,859270,,5,2
51162,11000051161,-1,417720,417747.0,1,2
51163,11000051162,-1,1249327,1249370.0,1,2
51164,11000051163,-1,956952,956960.0,4,2
51165,11000051164,-1,843126,843138.0,1,2
51166,11000051165,-1,1106243,1106250.0,4,2
51167,11000051166,124,880461,880483.0,2,3
51168,11000051167,384,990340,990387.0,3,2
51169,11000051168,-1,1101257,1101264.0,2,3
51170,11000051169,-1,536003,536063.0,3,1
51171,11000051170,750,512617,512675.0,1,2
51172,11000051171,1498,1122943,1122944.0,1,2
51173,11000051172,-1,1259097,1259133.0,2,2
51174,11000051173,-1,1189088,1189109.0,1,2
51175,11000051174,311,453789,453845.0,2,1
51176,11000051175,1087,781734,781770.0,4,2
51177,11000051176,-1,514988,515002.0,4,2
51178,11000051177,515,503422,503423.0,2,1
51179,11000051178,1444,727968,727980.0,1,2
51180,11000051179,574,880917,880954.0,2,2
51181,11000051180,-1,1260730,1260748.0,2,2
51182,11000051181,546,622957,622981.0,4,2
51183,11000051182,1292,903122,903123.0,1,2
51184,11000051183,1098,620836,620844.0,1,2
51185,11000051184,151,1016606,1016631.0,2,1
51186,11000051185,436,695330,695385.0,2,2
51187,11000051186,75,396361,396408.0,2,2
51188,11000051187,1146,634035,634089.0,2,2
51189,11000051188,-1,1234683,1234711.0,1,1
51190,11000051189,1335,973192,973234.0,4,1
51191,11000051190,1440,975019,975078.0,5,1
51192,11000051191,244,1165424,1165443.0,4,1
51193,11000051192,696,1269968,1270000.0,1,2
51194,11000051193,857,886030,886042.0,2,2
51195,11000051194,1107,1105234,1105272.0,3,2
51196,11000051195,-1,883295,883343.0,1,3
51197,11000051196,-1,725292,725303.0,4,2
51198,11000051197,702,702103,702158.0,3,1
51199,11000051198,875,478618,478677.0,2,1
51200,11000051199,878,1108524,1108542.0,1,1
51201,11000051200,936,999375,999408.0,5,2
51202,11000051201,-1,446482,446498.0,2,2
51203,11000051202,313,929272,929312.0,2,2
51204,11000051203,966,974913,974972.0,1,1
51205,11000051204,314,553884,553942.0,3,2
51206,11000051205,520,836720,836754.0,4,2
51207,11000051206,-1,974957,974968.0,2,2
51208,11000051207,-1,385778,385798.0,1,2
51209,11000051208,1380,363862,363868.0,1,2
51210,11000051209,1389,526054,526114.0,3,1
51211,11000051210,1218,1192607,1192624.0,5,2
51212,11000051211,1286,921476,,2,1
51213,11000051212,1154,879273,879291.0,1,1
51214,11000051213,-1,788893,788922.0,2,2
51215,11000051214,-1,1193955,1193964.0,3,2
51216,11000051215,-1,1193756,1193812.0,2,2
51217,11000051216,1353,697929,697938.0,4,2
51218,11000051217,1126,702178,702234.0,1,2
51219,11000051218,1042,753709,753747.0,3,2
51220,11000051219,64,1162448,1162459.0,2,2
51221,11000051220,-1,679188,679207.0,4,2
51222,11000051221,806,1239319,1239321.0,2,1
51223,11000051222,-1,648370,,5,1
51224,11000051223,-1,830204,830229.0,2,2
51225,11000051224,828,471891,471948.0,2,2
51226,11000051225,-1,909278,909325.0,2,1
51227,11000051226,-1,713296,713345.0,2,2
51228,11000051227,-1,890567,890605.0,1,2
51229,11000051228,1029,867597,867634.0,4,1
51230,11000051229,1,685033,685043.0,1,2
51231,11000051230,292,599667,599719.0,5,3
51232,11000051231,-1,817390,817394.0,1,2
51233,11000051232,336,866272,866331.0,2,2
51234,11000051233,833,796718,796773.0,2,1
51235,11000051234,-1,960071,960082.0,4,1
51236,11000051235,1266,513277,513308.0,2,1
51237,11000051236,-1,983598,983658.0,2,2
51238,11000051237,104,446831,446834.0,1,1
51239,11000051238,1130,677117,677148.0,2,2
51240,11000051239,1424,853640,853689.0,3,1
51241,11000051240,1332,860752,,1,2
51242,11000051241,991,839746,839774.0,1,1
51243,11000051242,939,524932,524947.0,2,2
51244,11000051243,279,369270,369310.0,1,3
51245,11000051244,1143,957649,957670.0,1,1
51246,11000051245,1460,1162944,1162967.0,2,1
51247,11000051246,-1,1074033,1074084.0,2,2
51248,11000051247,1460,784531,784535.0,1,2
51249,11000051248,-1,738515,738548.0,3,2
51250,11000051249,607,682811,682841.0,1,2
51251,11000051250,-1,1034242,1034266.0,2,2
51252,11000051251,1267,1272196,1272220.0,2,2
51253,11000051252,-1,484903,484948.0,2,1
51254,11000051253,-1,603796,603803.0,1,1
51255,11000051254,531,1263200,,2,2
51256,11000051255,813,1211215,1211255.0,4,3
51257,11000051256,-1,493798,493834.0,2,1
51258,11000051257,1115,641920,641948.0,1,2
51259,11000051258,163,410236,410269.0,5,2
51260,11000051259,288,1023294,1023340.0,3,2
51261,11000051260,-1,919875,919895.0,1,2
51262,11000051261,141,743903,743910.0,5,1
51263,11000051262,910,851046,,5,2
51264,11000051263,30,601467,601488.0,1,1
51265,11000051264,355,1183375,1183396.0,1,2
51266,11000051265,-1,378465,378496.0,1,2
51267,11000051266,-1,935851,935852.0,5,2
51268,11000051267,1371,681193,681225.0,2,3
51269,11000051268,470,1114275,1114327.0,4,2
51270,11000051269,999,858901,858948.0,2,2
51271,11000051270,272,603894,603917.0,2,2
51272,11000051271,-1,868237,868284.0,3,1
51273,11000051272,-1,1125642,1125685.0,1,2
51274,11000051273,245,599726,599759.0,4,2
51275,11000051274,1281,796165,796208.0,5,2
51276,11000051275,4,791081,791124.0,1,2
51277,11000051276,-1,510506,510544.0,4,2
51278,11000051277,-1,860655,860670.0,2,2
51279,11000051278,1208,568404,568459.0,2,2
51280,11000051279,-1,386302,386333.0,2,1
51281,11000051280,264,504889,,2,2
51282,11000051281,431,452908,452961.0,2,2
51283,11000051282,599,769390,769430.0,2,2
51284,11000051283,413,451605,451634.0,1,2
51285,11000051284,302,1250509,1250562.0,4,2
51286,11000051285,821,628696,628745.0,2,3
51287,11000051286,888,613889,613892.0,1,3
51288,11000051287,365,1114006,,3,1
51289,11000051288,1398,870463,870475.0,4,2
51290,11000051289,-1,1000743,1000764.0,2,1
51291,11000051290,1290,363191,363249.0,5,2
51292,11000051291,181,432561,432576.0,1,2
51293,11000051292,1076,826669,826701.0,5,1
51294,11000051293,-1,950140,950190.0,3,2
51295,11000051294,540,667288,667336.0,2,2
51296,11000051295,92,868802,868834.0,2,2
51297,11000051296,-1,1269260,,1,2
51298,11000051297,-1,646322,646379.0,1,2
51299,11000051298,1020,1237244,1237286.0,1,2
51300,11000051299,-1,566055,566103.0,4,2
51301,11000051300,-1,669697,669712.0,4,2
51302,11000051301,-1,400810,400827.0,5,1
51303,11000051302,-1,1199975,1200000.0,2,1
51304,11000051303,928,1181038,1181071.0,1,1
51305,11000051304,-1,459648,459697.0,4,1
51306,11000051305,988,359847,359886.0,1,1
51307,11000051306,-1,1096243,1096303.0,2,2
51308,11000051307,1101,1186720,,1,2
51309,11000051308,-1,682864,682906.0,4,2
51310,11000051309,-1,1192492,1192531.0,2,1
51311,11000051310,493,559099,559100.0,2,1
51312,11000051311,38,1240996,1241044.0,2,2
51313,11000051312,701,724568,724625.0,2,2
51314,11000051313,-1,377483,377502.0,5,1
51315,11000051314,-1,626474,626484.0,4,1
51316,11000051315,1349,1226497,1226523.0,2,2
51317,11000051316,716,944460,944487.0,2,2
51318,11000051317,228,590776,590788.0,2,2
51319,11000051318,-1,833341,833358.0,2,2
51320,11000051319,-1,467388,467401.0,1,1
51321,11000051320,975,936458,936515.0,1,2
51322,11000051321,-1,628005,628009.0,1,1
51323,11000051322,1387,1014845,1014878.0,5,2
51324,11000051323,844,515470,515478.0,2,1
51325,11000051324,766,1264069,1264123.0,2,1
51326,11000051325,-1,702148,702159.0,5,2
51327,11000051326,689,557359,557404.0,1,2
51328,11000051327,312,487964,487967.0,1,2
51329,11000051328,1,1101342,1101349.0,1,2
51330,11000051329,-1,634683,,1,2
51331,11000051330,1267,661234,661290.0,1,1
51332,11000051331,-1,587972,587992.0,4,1
51333,11000051332,328,1187397,1187420.0,3,2
51334,11000051333,-1,815526,815553.0,2,1
51335,11000051334,69,995455,995492.0,2,1
51336,11000051335,1483,840426,840428.0,1,2
51337,11000051336,515,1258808,1258833.0,4,2
51338,11000051337,814,899339,899345.0,2,2
51339,11000051338,1360,1017517,1017560.0,1,3
51340,11000051339,1129,431158,431162.0,2,2
51341,11000051340,190,414050,414069.0,4,1
51342,11000051341,379,378736,378780.0,1,2
51343,11000051342,288,808085,808107.0,3,1
51344,11000051343,1345,577911,577925.0,2,2
51345,11000051344,-1,1198458,1198473.0,5,2
51346,11000051345,-1,568515,568536.0,2,2
51347,11000051346,270,879216,879233.0,5,2
51348,11000051347,-1,602704,602733.0,4,2
51349,11000051348,122,801551,801553.0,4,1
51350,11000051349,729,578927,578980.0,2,2
51351,11000051350,1418,1105555,1105590.0,4,1
51352,11000051351,1380,465763,465806.0,4,1
51353,11000051352,-1,1150366,1150421.0,2,2
51354,11000051353,1077,1010973,1011010.0,2,2
51355,11000051354,914,874119,874146.0,4,3
51356,11000051355,-1,604757,604798.0,1,1
51357,11000051356,-1,465401,465417.0,1,2
51358,11000051357,-1,759309,759331.0,4,2
51359,11000051358,1025,543734,543782.0,1,2
51360,11000051359,85,677386,677439.0,2,1
51361,11000051360,-1,509730,509771.0,1,1
51362,11000051361,-1,517574,517579.0,2,1
51363,11000051362,-1,935293,935345.0,1,1
51364,11000051363,929,585293,585352.0,4,3
51365,11000051364,1299,1205769,1205771.0,4,2
51366,11000051365,1471,1143702,1143761.0,2,1
51367,11000051366,-1,1120312,1120341.0,2,2
51368,11000051367,-1,813240,813245.0,4,2
51369,11000051368,138,678943,678993.0,1,1
51370,11000051369,-1,681523,,2,2
51371,11000051370,876,580017,580037.0,1,3
51372,11000051371,897,551121,,2,2
51373,11000051372,900,784511,784563.0,2,2
51374,11000051373,1016,994220,994276.0,4,1
51375,11000051374,121,1208379,1208385.0,4,3
51376,11000051375,-1,839550,839576.0,2,2
51377,11000051376,1337,717113,717118.0,1,1
51378,11000051377,362,370704,370756.0,2,2
51379,11000051378,1284,799221,799226.0,1,2
51380,11000051379,1493,1040895,1040924.0,2,2
51381,11000051380,1274,1107603,1107607.0,1,2
51382,11000051381,21,1189964,1190011.0,2,2
51383,11000051382,8,992108,,2,1
51384,11000051383,-1,1131259,1131319.0,2,3
51385,11000051384,-1,1212447,1212504.0,1,1
51386,11000051385,721,605321,605329.0,4,2
51387,11000051386,479,420907,420946.0,2,3
51388,11000051387,575,1083366,1083378.0,3,2
51389,11000051388,-1,1122246,,1,2
51390,11000051389,12,1237602,1237661.0,2,2
51391,11000051390,-1,696589,,2,2
51392,11000051391,423,528613,528641.0,2,1
51393,11000051392,-1,664844,664860.0,2,2
51394,11000051393,841,758389,758438.0,1,2
51395,11000051394,-1,589234,589258.0,2,2
51396,11000051395,-1,565464,565522.0,1,2
51397,11000051396,-1,1050563,1050601.0,1,1
51398,11000051397,198,923808,923832.0,2,2
51399,11000051398,841,985467,985508.0,2,2
51400,11000051399,935,1241356,1241390.0,4,2
51401,11000051400,-1,1084996,1085056.0,3,2
51402,11000051401,1210,557648,557659.0,1,2
51403,11000051402,391,660674,660731.0,1,1
51404,11000051403,-1,624514,624525.0,2,1
51405,11000051404,-1,452714,452765.0,2,2
51406,11000051405,691,1041489,1041491.0,4,1
51407,11000051406,-1,1149475,1149504.0,1,2
51408,11000051407,1101,687045,687046.0,4,2
51409,11000051408,-1,386801,386802.0,2,1
51410,11000051409,52,1253259,1253290.0,5,1
51411,11000051410,360,957933,957981.0,1,1
51412,11000051411,692,584609,584625.0,1,2
51413,11000051412,-1,834137,834161.0,2,2
51414,11000051413,1261,747618,747622.0,1,1
51415,11000051414,-1,628148,628199.0,2,3
51416,11000051415,991,781258,781300.0,3,2
51417,11000051416,808,738498,738511.0,2,1
51418,11000051417,230,492347,492401.0,5,2
51419,11000051418,456,485153,485179.0,2,2
51420,11000051419,-1,1035086,1035087.0,1,3
51421,11000051420,484,974063,,1,2
51422,11000051421,-1,383991,384047.0,2,2
51423,11000051422,1274,894480,894517.0,4,2
51424,11000051423,515,1132675,1132692.0,2,1
51425,11000051424,1110,476343,476372.0,1,2
51426,11000051425,1126,834495,834549.0,3,2
51427,11000051426,-1,1097041,1097096.0,5,1
51428,11000051427,-1,357775,357825.0,1,2
51429,11000051428,489,662402,662445.0,5,1
51430,11000051429,86,1087625,1087635.0,1,3
51431,11000051430,635,491614,491638.0,5,1
51432,11000051431,377,939197,939243.0,5,2
51433,11000051432,251,924256,924301.0,4,2
51434,11000051433,326,1103428,1103485.0,1,2
51435,11000051434,-1,487940,487969.0,3,2
51436,11000051435,640,392139,392162.0,2,1
51437,11000051436,444,386336,386390.0,1,2
51438,11000051437,61,814112,814147.0,2,2
51439,11000051438,460,834577,834617.0,4,2
51440,11000051439,179,453878,453898.0,2,2
51441,11000051440,185,1063933,1063936.0,4,1
51442,11000051441,151,1071204,1071214.0,1,2
51443,11000051442,-1,612351,612383.0,5,1
51444,11000051443,1066,485359,485406.0,1,2
51445,11000051444,498,509588,509594.0,1,1
51446,11000051445,-1,893108,893156.0,2,2
51447,11000051446,226,464131,464139.0,1,1
51448,11000051447,140,501378,501425.0,2,2
51449,11000051448,176,514200,514236.0,2,2
51450,11000051449,-1,664236,664262.0,1,2
51451,11000051450,-1,674942,674974.0,2,2
51452,11000051451,1035,1044607,1044615.0,2,2
51453,11000051452,370,377523,377570.0,2,1
51454,11000051453,1410,526805,526810.0,1,2
51455,11000051454,-1,580893,580910.0,2,1
51456,11000051455,1164,676131,676156.0,2,1
51457,11000051456,835,754684,,2,1
51458,11000051457,264,801629,801640.0,2,2
51459,11000051458,1273,785512,785527.0,3,1
51460,11000051459,222,472323,472337.0,2,2
51461,11000051460,-1,863009,863026.0,1,1
51462,11000051461,251,1158159,1158171.0,4,2
51463,11000051462,588,564805,,4,3
51464,11000051463,-1,968717,968773.0,1,1
51465,11000051464,518,885149,,1,1
51466,11000051465,1098,553374,553422.0,4,1
51467,11000051466,332,627124,627155.0,2,1
51468,11000051467,45,869935,869967.0,1,2
51469,11000051468,-1,1239497,1239517.0,1,2
51470,11000051469,-1,866913,866951.0,1,1
51471,11000051470,277,656764,656767.0,1,1
51472,11000051471,993,644086,644088.0,4,2
51473,11000051472,100,482525,482528.0,2,2
51474,11000051473,-1,1139163,1139195.0,2,2
51475,11000051474,604,948249,948285.0,2,2
51476,11000051475,-1,599477,599527.0,2,2
51477,11000051476,177,595993,596017.0,1,2
51478,11000051477,1244,620429,620474.0,2,1
51479,11000051478,589,881848,881898.0,4,3
51480,11000051479,1407,1170385,1170430.0,1,2
51481,11000051480,-1,446567,446616.0,1,2
51482,11000051481,1247,951627,951676.0,4,2
51483,11000051482,659,378274,378314.0,1,2
51484,11000051483,1302,1095131,1095176.0,4,2
51485,11000051484,716,469191,469201.0,3,2
51486,11000051485,810,1146453,1146502.0,3,2
51487,11000051486,788,989972,989975.0,2,2
51488,11000051487,1014,1140923,1140981.0,3,1
51489,11000051488,355,639799,639837.0,1,1
51490,11000051489,624,782908,782942.0,2,2
51491,11000051490,588,859800,859844.0,1,2
51492,11000051491,-1,1052023,1052039.0,2,1
51493,11000051492,1158,368305,368325.0,1,1
51494,11000051493,94,815528,815535.0,2,2
51495,11000051494,34,1012952,1013010.0,1,2
